Playtype,Team,GP,Poss,Time,Points,FGM,FGA,PPP,WorsePPP,BetterPPP,FG,aFG,FT,TO,SF,PlusOne,Score
Postup,San Antonio Spurs,50,297,5.6636199951172,233,94,224,0.78451198339462,29,0,41.964285714286,41.964285714286,12.794612794613,14.478114478114,10.10101010101,2.6936026936027,40.40404040404
Postup,Denver Nuggets,48,353,6.8677000999451,310,120,259,0.8781870007515,12,17,46.332046332046,46.332046332046,15.014164305949,15.86402266289,13.314447592068,4.2492917847025,44.475920679887
Postup,Indiana Pacers,48,292,5.630539894104,267,113,234,0.91438400745392,6,23,48.290598290598,48.290598290598,11.301369863014,11.301369863014,10.616438356164,2.7397260273973,45.547945205479
Postup,Sacramento Kings,48,283,5.578549861908,270,109,213,0.95406401157379,2,27,51.173708920188,51.173708920188,13.780918727915,13.780918727915,11.3074204947,2.8268551236749,48.763250883392
Postup,Utah Jazz,48,317,6.261109828949,264,103,230,0.83280801773071,24,5,44.782608695652,44.782608695652,14.826498422713,15.772870662461,12.933753943218,3.1545741324921,42.586750788644
Postup,Philadelphia 76ers,44,327,6.5544199943542,315,118,238,0.9633030295372,1,28,49.579831932773,49.579831932773,17.737003058104,13.455657492355,14.984709480122,3.9755351681957,48.318042813456
Postup,Detroit Pistons,46,339,6.9681401252747,278,116,264,0.82005900144577,25,4,43.939393939394,43.939393939394,11.504424778761,13.569321533923,10.324483775811,2.9498525073746,41.592920353982
Postup,Phoenix Suns,48,366,6.8080401420593,341,132,269,0.93169397115707,4,25,49.07063197026,49.07063197026,15.027322404372,12.841530054645,12.568306010929,1.3661202185792,48.907103825137
Postup,Orlando Magic,47,316,6.048999786377,275,109,235,0.87025302648544,18,11,46.382978723404,46.382978723404,13.924050632911,15.189873417722,13.924050632911,3.7974683544304,44.303797468354
Postup,Washington Wizards,48,338,6.4393200874329,311,126,263,0.92011797428131,5,24,47.908745247148,47.908745247148,12.130177514793,12.130177514793,9.7633136094675,2.3668639053254,46.153846153846
