TEAM_NAME,VS_PLAYER_NAME,GP_ON,GP_OFF,GP_DIFF,W_ON,W_OFF,W_DIFF,L_ON,L_OFF,L_DIFF,W_PCT_ON,W_PCT_OFF,W_PCT_DIFF,MIN_ON,MIN_OFF,MIN_DIFF,EFG_PCT_ON,EFG_PCT_OFF,EFG_PCT_DIFF,FTA_RATE_ON,FTA_RATE_OFF,FTA_RATE_DIFF,TM_TOV_PCT_ON,TM_TOV_PCT_OFF,TM_TOV_PCT_DIFF,OREB_PCT_ON,OREB_PCT_OFF,OREB_PCT_DIFF,OPP_EFG_PCT_ON,OPP_EFG_PCT_OFF,OPP_EFG_PCT_DIFF,OPP_FTA_RATE_ON,OPP_FTA_RATE_OFF,OPP_FTA_RATE_DIFF,OPP_TOV_PCT_ON,OPP_TOV_PCT_OFF,OPP_TOV_PCT_DIFF,OPP_OREB_PCT_ON,OPP_OREB_PCT_OFF,OPP_OREB_PCT_DIFF
New York Knicks,"Kuzminskas, Mindaugas",1.0,40,-39.0,0.0,19,-19.0,1.0,21,-20.0,0.0,0.475,-0.475,2.0,1928.0,-1926.0,0.0,0.509,-0.509,0.0,0.233,-0.233,0.25,0.155,0.095,0.0,0.256,-0.256,0.0,0.509,-0.509,0.0,0.268,-0.268,0.0,0.14,-0.14,0.0,0.228,-0.228
New York Knicks,"Lee, Courtney",40.0,40,0.0,19.0,19,0.0,21.0,21,0.0,0.475,0.475,0.0,1308.0,622.0,686.0,0.512,0.5,0.012,0.226,0.25,-0.024,0.153,0.16,-0.007,0.251,0.265,-0.014,0.516,0.492,0.024,0.245,0.319,-0.074,0.139,0.142,-0.003,0.236,0.21,0.026
New York Knicks,"McDermott, Doug",40.0,40,0.0,19.0,19,0.0,21.0,21,0.0,0.475,0.475,0.0,961.0,969.0,-8.0,0.496,0.521,-0.025,0.237,0.23,0.007,0.152,0.158,-0.006,0.248,0.264,-0.016,0.502,0.515,-0.013,0.31,0.227,0.083,0.143,0.137,0.006,0.226,0.228,-0.002
New York Knicks,"Noah, Joakim",6.0,40,-34.0,1.0,19,-18.0,5.0,21,-16.0,0.167,0.475,-0.308,36.0,1894.0,-1858.0,0.406,0.51,-0.104,0.359,0.231,0.128,0.164,0.155,0.009,0.216,0.256,-0.04,0.46,0.509,-0.049,0.161,0.27,-0.109,0.17,0.139,0.031,0.086,0.23,-0.144
New York Knicks,"Ntilikina, Frank",37.0,40,-3.0,18.0,19,-1.0,19.0,21,-2.0,0.486,0.475,0.011,792.0,1138.0,-346.0,0.493,0.519,-0.026,0.256,0.218,0.038,0.155,0.155,0.0,0.245,0.263,-0.018,0.484,0.525,-0.041,0.32,0.234,0.086,0.153,0.131,0.022,0.242,0.217,0.025
New York Knicks,"O'Quinn, Kyle",40.0,40,0.0,19.0,19,0.0,21.0,21,0.0,0.475,0.475,0.0,671.0,1259.0,-588.0,0.523,0.5,0.023,0.239,0.23,0.009,0.148,0.158,-0.01,0.243,0.262,-0.019,0.5,0.513,-0.013,0.286,0.258,0.028,0.147,0.136,0.011,0.239,0.221,0.018
New York Knicks,"Porzingis, Kristaps",34.0,40,-6.0,18.0,19,-1.0,16.0,21,-5.0,0.529,0.475,0.054,1111.0,819.0,292.0,0.508,0.508,0.0,0.239,0.225,0.014,0.14,0.175,-0.035,0.253,0.259,-0.006,0.502,0.518,-0.016,0.25,0.294,-0.044,0.131,0.152,-0.021,0.216,0.243,-0.027
New York Knicks,"Sessions, Ramon",13.0,40,-27.0,3.0,19,-16.0,10.0,21,-11.0,0.231,0.475,-0.244,167.0,1763.0,-1596.0,0.451,0.513,-0.062,0.286,0.228,0.058,0.181,0.153,0.028,0.279,0.253,0.026,0.477,0.511,-0.034,0.301,0.265,0.036,0.167,0.137,0.03,0.261,0.224,0.037
New York Knicks,"Thomas, Lance",37.0,40,-3.0,17.0,19,-2.0,20.0,21,-1.0,0.459,0.475,-0.016,705.0,1225.0,-520.0,0.51,0.507,0.003,0.231,0.235,-0.004,0.161,0.152,0.009,0.262,0.252,0.01,0.514,0.505,0.009,0.258,0.273,-0.015,0.146,0.136,0.01,0.217,0.233,-0.016
Orlando Magic,"Afflalo, Arron",31.0,40,-9.0,9.0,12,-3.0,22.0,28,-6.0,0.29,0.3,-0.01,414.0,1511.0,-1097.0,0.508,0.518,-0.01,0.233,0.242,-0.009,0.144,0.147,-0.003,0.199,0.196,0.003,0.503,0.535,-0.032,0.238,0.246,-0.008,0.117,0.151,-0.034,0.267,0.238,0.029
Orlando Magic,"Artis, Jamel",5.0,40,-35.0,0.0,12,-12.0,5.0,28,-23.0,0.0,0.3,-0.3,55.0,1870.0,-1815.0,0.486,0.517,-0.031,0.26,0.239,0.021,0.103,0.147,-0.044,0.212,0.196,0.016,0.538,0.528,0.01,0.253,0.244,0.009,0.192,0.143,0.049,0.295,0.243,0.052
Orlando Magic,"Augustin, D.J.",33.0,40,-7.0,10.0,12,-2.0,23.0,28,-5.0,0.303,0.3,0.003,675.0,1250.0,-575.0,0.494,0.527,-0.033,0.263,0.228,0.035,0.151,0.143,0.008,0.192,0.199,-0.007,0.504,0.54,-0.036,0.275,0.228,0.047,0.141,0.145,-0.004,0.245,0.245,0.0
Orlando Magic,"Birch, Khem",6.0,40,-34.0,2.0,12,-10.0,4.0,28,-24.0,0.333,0.3,0.033,20.0,1905.0,-1885.0,0.429,0.517,-0.088,0.4,0.238,0.162,0.095,0.147,-0.052,0.158,0.197,-0.039,0.65,0.527,0.123,0.5,0.242,0.258,0.177,0.144,0.033,0.267,0.245,0.022
Orlando Magic,"Biyombo, Bismack",40.0,40,0.0,12.0,12,0.0,28.0,28,0.0,0.3,0.3,0.0,690.0,1235.0,-545.0,0.471,0.539,-0.068,0.255,0.232,0.023,0.178,0.129,0.049,0.23,0.177,0.053,0.505,0.541,-0.036,0.245,0.244,0.001,0.123,0.155,-0.032,0.276,0.226,0.05
Orlando Magic,"Fournier, Evan",32.0,40,-8.0,12.0,12,0.0,20.0,28,-8.0,0.375,0.3,0.075,1045.0,880.0,165.0,0.537,0.49,0.047,0.234,0.248,-0.014,0.148,0.143,0.005,0.188,0.207,-0.019,0.531,0.524,0.007,0.236,0.255,-0.019,0.149,0.137,0.012,0.245,0.245,0.0
Orlando Magic,"Gordon, Aaron",31.0,40,-9.0,11.0,12,-1.0,20.0,28,-8.0,0.355,0.3,0.055,1037.0,888.0,149.0,0.53,0.499,0.031,0.24,0.24,0.0,0.145,0.147,-0.002,0.208,0.183,0.025,0.544,0.509,0.035,0.229,0.263,-0.034,0.148,0.139,0.009,0.239,0.251,-0.012
Orlando Magic,"Hezonja, Mario",33.0,40,-7.0,8.0,12,-4.0,25.0,28,-3.0,0.242,0.3,-0.058,542.0,1383.0,-841.0,0.515,0.516,-0.001,0.222,0.247,-0.025,0.149,0.145,0.004,0.198,0.196,0.002,0.52,0.531,-0.011,0.264,0.237,0.027,0.136,0.147,-0.011,0.27,0.234,0.036
Orlando Magic,"Isaac, Jonathan",15.0,40,-25.0,8.0,12,-4.0,7.0,28,-21.0,0.533,0.3,0.233,284.0,1641.0,-1357.0,0.51,0.517,-0.007,0.246,0.239,0.007,0.165,0.143,0.022,0.181,0.199,-0.018,0.503,0.532,-0.029,0.249,0.244,0.005,0.153,0.142,0.011,0.221,0.249,-0.028
Orlando Magic,"Iwundu, Wes",22.0,40,-18.0,5.0,12,-7.0,17.0,28,-11.0,0.227,0.3,-0.073,303.0,1622.0,-1319.0,0.448,0.528,-0.08,0.249,0.238,0.011,0.122,0.15,-0.028,0.178,0.201,-0.023,0.544,0.525,0.019,0.252,0.243,0.009,0.167,0.14,0.027,0.231,0.247,-0.016
Orlando Magic,"Mack, Shelvin",28.0,40,-12.0,8.0,12,-4.0,20.0,28,-8.0,0.286,0.3,-0.014,492.0,1433.0,-941.0,0.517,0.515,0.002,0.259,0.234,0.025,0.141,0.148,-0.007,0.184,0.201,-0.017,0.513,0.533,-0.02,0.239,0.246,-0.007,0.147,0.143,0.004,0.248,0.243,0.005
Orlando Magic,"Payne, Adreian",5.0,40,-35.0,0.0,12,-12.0,5.0,28,-23.0,0.0,0.3,-0.3,43.0,1882.0,-1839.0,0.486,0.516,-0.03,0.417,0.236,0.181,0.133,0.146,-0.013,0.189,0.197,-0.008,0.662,0.525,0.137,0.141,0.247,-0.106,0.213,0.143,0.07,0.321,0.243,0.078
Orlando Magic,"Payton, Elfrid",31.0,40,-9.0,7.0,12,-5.0,24.0,28,-4.0,0.226,0.3,-0.074,909.0,1016.0,-107.0,0.525,0.508,0.017,0.221,0.258,-0.037,0.14,0.151,-0.011,0.213,0.182,0.031,0.559,0.499,0.06,0.225,0.262,-0.037,0.143,0.145,-0.002,0.236,0.252,-0.016
Orlando Magic,"Ross, Terrence",22.0,40,-18.0,9.0,12,-3.0,13.0,28,-15.0,0.409,0.3,0.109,576.0,1349.0,-773.0,0.531,0.509,0.022,0.212,0.252,-0.04,0.139,0.149,-0.01,0.185,0.202,-0.017,0.521,0.531,-0.01,0.25,0.242,0.008,0.159,0.137,0.022,0.241,0.247,-0.006
Orlando Magic,"Simmons, Jonathon",39.0,40,-1.0,12.0,12,0.0,27.0,28,-1.0,0.308,0.3,0.008,1127.0,798.0,329.0,0.513,0.52,-0.007,0.251,0.226,0.025,0.156,0.133,0.023,0.198,0.195,0.003,0.536,0.516,0.02,0.245,0.244,0.001,0.137,0.153,-0.016,0.236,0.256,-0.02
Orlando Magic,"Speights, Marreese",31.0,40,-9.0,8.0,12,-4.0,23.0,28,-5.0,0.258,0.3,-0.042,395.0,1530.0,-1135.0,0.497,0.521,-0.024,0.271,0.232,0.039,0.127,0.151,-0.024,0.185,0.2,-0.015,0.474,0.541,-0.067,0.296,0.231,0.065,0.134,0.147,-0.013,0.258,0.241,0.017
Orlando Magic,"Vucevic, Nikola",34.0,40,-6.0,11.0,12,-1.0,23.0,28,-5.0,0.324,0.3,0.024,1018.0,907.0,111.0,0.545,0.481,0.064,0.22,0.264,-0.044,0.134,0.16,-0.026,0.184,0.21,-0.026,0.543,0.511,0.032,0.234,0.257,-0.023,0.152,0.135,0.017,0.222,0.269,-0.047
Indiana Pacers,"Anigbogu, Ike",7.0,40,-33.0,3.0,21,-18.0,4.0,19,-15.0,0.429,0.525,-0.096,21.0,1909.0,-1888.0,0.56,0.536,0.024,0.357,0.227,0.13,0.157,0.139,0.018,0.524,0.217,0.307,0.545,0.533,0.012,0.159,0.221,-0.062,0.116,0.151,-0.035,0.429,0.237,0.192
Indiana Pacers,"Bogdanovic, Bojan",39.0,40,-1.0,20.0,21,-1.0,19.0,19,0.0,0.513,0.525,-0.012,1211.0,719.0,492.0,0.532,0.544,-0.012,0.212,0.257,-0.045,0.14,0.138,0.002,0.194,0.267,-0.073,0.529,0.542,-0.013,0.205,0.247,-0.042,0.147,0.158,-0.011,0.244,0.231,0.013
Indiana Pacers,"Collison, Darren",39.0,40,-1.0,20.0,21,-1.0,19.0,19,0.0,0.513,0.525,-0.012,1175.0,755.0,420.0,0.556,0.507,0.049,0.232,0.224,0.008,0.141,0.137,0.004,0.199,0.253,-0.054,0.55,0.507,0.043,0.217,0.226,-0.009,0.156,0.143,0.013,0.24,0.238,0.002
Indiana Pacers,"Jefferson, Al",13.0,40,-27.0,5.0,21,-16.0,8.0,19,-11.0,0.385,0.525,-0.14,168.0,1762.0,-1594.0,0.488,0.541,-0.053,0.267,0.225,0.042,0.133,0.14,-0.007,0.215,0.221,-0.006,0.533,0.533,0.0,0.247,0.218,0.029,0.141,0.152,-0.011,0.228,0.24,-0.012
Indiana Pacers,"Joseph, Cory",40.0,40,0.0,21.0,21,0.0,19.0,19,0.0,0.525,0.525,0.0,1023.0,907.0,116.0,0.526,0.549,-0.023,0.235,0.221,0.014,0.137,0.142,-0.005,0.247,0.19,0.057,0.528,0.539,-0.011,0.244,0.195,0.049,0.146,0.157,-0.011,0.224,0.256,-0.032
Indiana Pacers,"Leaf, TJ",31.0,40,-9.0,17.0,21,-4.0,14.0,19,-5.0,0.548,0.525,0.023,296.0,1634.0,-1338.0,0.489,0.546,-0.057,0.242,0.226,0.016,0.142,0.139,0.003,0.292,0.206,0.086,0.552,0.53,0.022,0.287,0.209,0.078,0.139,0.153,-0.014,0.238,0.24,-0.002
Indiana Pacers,"Oladipo, Victor",35.0,40,-5.0,21.0,21,0.0,14.0,19,-5.0,0.6,0.525,0.075,1192.0,738.0,454.0,0.55,0.514,0.036,0.245,0.203,0.042,0.136,0.146,-0.01,0.206,0.245,-0.039,0.522,0.553,-0.031,0.205,0.247,-0.042,0.158,0.139,0.019,0.25,0.221,0.029
Indiana Pacers,"Poythress, Alex",15.0,40,-25.0,6.0,21,-15.0,9.0,19,-10.0,0.4,0.525,-0.125,71.0,1859.0,-1788.0,0.515,0.537,-0.022,0.168,0.231,-0.063,0.091,0.141,-0.05,0.29,0.218,0.072,0.488,0.535,-0.047,0.295,0.218,0.077,0.169,0.15,0.019,0.357,0.235,0.122
Indiana Pacers,"Sabonis, Domantas",38.0,40,-2.0,21.0,21,0.0,17.0,19,-2.0,0.553,0.525,0.028,929.0,1001.0,-72.0,0.531,0.542,-0.011,0.231,0.226,0.005,0.15,0.13,0.02,0.258,0.187,0.071,0.533,0.534,-0.001,0.228,0.214,0.014,0.147,0.155,-0.008,0.224,0.253,-0.029
Indiana Pacers,"Stephenson, Lance",40.0,40,0.0,21.0,21,0.0,19.0,19,0.0,0.525,0.525,0.0,943.0,987.0,-44.0,0.518,0.554,-0.036,0.232,0.226,0.006,0.142,0.137,0.005,0.244,0.198,0.046,0.546,0.522,0.024,0.241,0.202,0.039,0.145,0.156,-0.011,0.225,0.252,-0.027
Indiana Pacers,"Turner, Myles",33.0,40,-7.0,17.0,21,-4.0,16.0,19,-3.0,0.515,0.525,-0.01,964.0,966.0,-2.0,0.553,0.52,0.033,0.225,0.233,-0.008,0.136,0.143,-0.007,0.179,0.26,-0.081,0.533,0.534,-0.001,0.202,0.239,-0.037,0.154,0.148,0.006,0.241,0.238,0.003
Indiana Pacers,"Wilkins, Damien",19.0,40,-21.0,10.0,21,-11.0,9.0,19,-10.0,0.526,0.525,0.001,152.0,1778.0,-1626.0,0.526,0.537,-0.011,0.225,0.229,-0.004,0.14,0.139,0.001,0.291,0.214,0.077,0.489,0.537,-0.048,0.263,0.217,0.046,0.137,0.152,-0.015,0.271,0.237,0.034
Indiana Pacers,"Young, Joe",24.0,40,-16.0,11.0,21,-10.0,13.0,19,-6.0,0.458,0.525,-0.067,215.0,1715.0,-1500.0,0.481,0.544,-0.063,0.19,0.234,-0.044,0.132,0.14,-0.008,0.281,0.212,0.069,0.523,0.535,-0.012,0.253,0.217,0.036,0.144,0.152,-0.008,0.227,0.241,-0.014
Indiana Pacers,"Young, Thaddeus",40.0,40,0.0,21.0,21,0.0,19.0,19,0.0,0.525,0.525,0.0,1291.0,639.0,652.0,0.554,0.503,0.051,0.221,0.244,-0.023,0.14,0.138,0.002,0.197,0.267,-0.07,0.534,0.532,0.002,0.198,0.266,-0.068,0.159,0.136,0.023,0.247,0.223,0.024
Philadelphia 76ers,"Anderson, Justin",11.0,38,-27.0,6.0,19,-13.0,5.0,19,-14.0,0.545,0.5,0.045,135.0,1709.0,-1574.0,0.447,0.528,-0.081,0.302,0.265,0.037,0.171,0.172,-0.001,0.213,0.264,-0.051,0.528,0.493,0.035,0.309,0.311,-0.002,0.141,0.14,0.001,0.202,0.222,-0.02
Philadelphia 76ers,"Bayless, Jerryd",32.0,38,-6.0,16.0,19,-3.0,16.0,19,-3.0,0.5,0.5,0.0,809.0,1035.0,-226.0,0.518,0.526,-0.008,0.26,0.273,-0.013,0.175,0.17,0.005,0.254,0.265,-0.011,0.502,0.49,0.012,0.339,0.289,0.05,0.141,0.14,0.001,0.22,0.221,-0.001
Philadelphia 76ers,"Booker, Trevor",13.0,16,-3.0,6.0,6,0.0,7.0,10,-3.0,0.462,0.375,0.087,197.0,591.0,-394.0,0.504,0.535,-0.031,0.217,0.27,-0.053,0.175,0.179,-0.004,0.278,0.234,0.044,0.526,0.48,0.046,0.326,0.312,0.014,0.146,0.146,0.0,0.223,0.248,-0.025
Philadelphia 76ers,"Covington, Robert",36.0,38,-2.0,18.0,19,-1.0,18.0,19,-1.0,0.5,0.5,0.0,1161.0,683.0,478.0,0.546,0.481,0.065,0.233,0.328,-0.095,0.171,0.174,-0.003,0.277,0.232,0.045,0.493,0.498,-0.005,0.294,0.337,-0.043,0.149,0.125,0.024,0.208,0.242,-0.034
Philadelphia 76ers,"Embiid, Joel",29.0,38,-9.0,17.0,19,-2.0,12.0,19,-7.0,0.586,0.5,0.086,906.0,938.0,-32.0,0.536,0.51,0.026,0.313,0.226,0.087,0.159,0.184,-0.025,0.245,0.273,-0.028,0.469,0.521,-0.052,0.292,0.329,-0.037,0.137,0.143,-0.006,0.231,0.21,0.021
Philadelphia 76ers,"Fultz, Markelle",4.0,38,-34.0,1.0,19,-18.0,3.0,19,-16.0,0.25,0.5,-0.25,76.0,1768.0,-1692.0,0.394,0.528,-0.134,0.343,0.264,0.079,0.163,0.172,-0.009,0.175,0.264,-0.089,0.489,0.495,-0.006,0.429,0.306,0.123,0.112,0.141,-0.029,0.211,0.222,-0.011
Philadelphia 76ers,"Holmes, Richaun",21.0,38,-17.0,8.0,19,-11.0,13.0,19,-6.0,0.381,0.5,-0.119,343.0,1501.0,-1158.0,0.519,0.523,-0.004,0.275,0.266,0.009,0.173,0.172,0.001,0.265,0.259,0.006,0.501,0.494,0.007,0.313,0.31,0.003,0.122,0.144,-0.022,0.219,0.222,-0.003
Philadelphia 76ers,"Johnson, Amir",36.0,38,-2.0,19.0,19,0.0,17.0,19,-2.0,0.528,0.5,0.028,562.0,1282.0,-720.0,0.516,0.525,-0.009,0.195,0.3,-0.105,0.194,0.162,0.032,0.275,0.253,0.022,0.514,0.487,0.027,0.31,0.311,-0.001,0.152,0.135,0.017,0.204,0.228,-0.024
Philadelphia 76ers,"Korkmaz, Furkan",6.0,38,-32.0,3.0,19,-16.0,3.0,19,-16.0,0.5,0.5,0.0,32.0,1812.0,-1780.0,0.43,0.524,-0.094,0.359,0.266,0.093,0.139,0.173,-0.034,0.3,0.259,0.041,0.63,0.493,0.137,0.4,0.309,0.091,0.189,0.139,0.05,0.143,0.222,-0.079
Philadelphia 76ers,"Luwawu-Cabarrot, Timothe",34.0,38,-4.0,18.0,19,-1.0,16.0,19,-3.0,0.529,0.5,0.029,546.0,1298.0,-752.0,0.499,0.532,-0.033,0.291,0.257,0.034,0.166,0.174,-0.008,0.252,0.264,-0.012,0.496,0.495,0.001,0.331,0.302,0.029,0.141,0.14,0.001,0.231,0.216,0.015
Philadelphia 76ers,"McAdoo, James Michael",3.0,38,-35.0,1.0,19,-18.0,2.0,19,-17.0,0.333,0.5,-0.167,18.0,1826.0,-1808.0,0.53,0.522,0.008,0.152,0.269,-0.117,0.131,0.172,-0.041,0.111,0.262,-0.151,0.516,0.495,0.021,0.258,0.311,-0.053,0.182,0.14,0.042,0.2,0.221,-0.021
Philadelphia 76ers,"McConnell, T.J.",33.0,38,-5.0,18.0,19,-1.0,15.0,19,-4.0,0.545,0.5,0.045,808.0,1036.0,-228.0,0.518,0.526,-0.008,0.274,0.263,0.011,0.182,0.164,0.018,0.246,0.272,-0.026,0.487,0.502,-0.015,0.316,0.306,0.01,0.135,0.144,-0.009,0.231,0.213,0.018
Philadelphia 76ers,"Okafor, Jahlil",2.0,38,-36.0,1.0,19,-18.0,1.0,19,-18.0,0.5,0.5,0.0,25.0,1819.0,-1794.0,0.488,0.523,-0.035,0.279,0.267,0.012,0.231,0.171,0.06,0.2,0.261,-0.061,0.571,0.494,0.077,0.367,0.31,0.057,0.086,0.141,-0.055,0.222,0.221,0.001
Philadelphia 76ers,"Pullen, Jacob",3.0,38,-35.0,2.0,19,-17.0,1.0,19,-18.0,0.667,0.5,0.167,6.0,1838.0,-1832.0,0.417,0.523,-0.106,0.0,0.268,-0.268,0.214,0.172,0.042,0.143,0.261,-0.118,0.357,0.496,-0.139,0.0,0.312,-0.312,0.2,0.14,0.06,0.25,0.221,0.029
Philadelphia 76ers,"Redick, JJ",34.0,38,-4.0,17.0,19,-2.0,17.0,19,-2.0,0.5,0.5,0.0,1115.0,729.0,386.0,0.535,0.504,0.031,0.277,0.253,0.024,0.167,0.179,-0.012,0.261,0.259,0.002,0.496,0.494,0.002,0.295,0.335,-0.04,0.135,0.149,-0.014,0.221,0.221,0.0
Philadelphia 76ers,"Saric, Dario",37.0,38,-1.0,19.0,19,0.0,18.0,19,-1.0,0.514,0.5,0.014,1122.0,722.0,400.0,0.521,0.525,-0.004,0.279,0.25,0.029,0.17,0.174,-0.004,0.273,0.241,0.032,0.504,0.482,0.022,0.316,0.302,0.014,0.137,0.146,-0.009,0.212,0.235,-0.023
Philadelphia 76ers,"Simmons, Ben",37.0,38,-1.0,18.0,19,-1.0,19.0,19,0.0,0.486,0.5,-0.014,1315.0,529.0,786.0,0.53,0.505,0.025,0.271,0.26,0.011,0.173,0.168,0.005,0.266,0.246,0.02,0.491,0.507,-0.016,0.31,0.312,-0.002,0.144,0.131,0.013,0.23,0.199,0.031
Philadelphia 76ers,"Stauskas, Nik",6.0,38,-32.0,3.0,19,-16.0,3.0,19,-16.0,0.5,0.5,0.0,45.0,1799.0,-1754.0,0.358,0.526,-0.168,0.259,0.268,-0.009,0.138,0.173,-0.035,0.184,0.262,-0.078,0.43,0.497,-0.067,0.221,0.313,-0.092,0.159,0.14,0.019,0.326,0.218,0.108
Phoenix Suns,"Bender, Dragan",42.0,42,0.0,16.0,16,0.0,26.0,26,0.0,0.381,0.381,0.0,902.0,1119.0,-217.0,0.49,0.499,-0.009,0.298,0.296,0.002,0.156,0.152,0.004,0.219,0.267,-0.048,0.529,0.517,0.012,0.266,0.298,-0.032,0.13,0.136,-0.006,0.24,0.237,0.003
Phoenix Suns,"Bledsoe, Eric",3.0,42,-39.0,0.0,16,-16.0,3.0,26,-23.0,0.0,0.381,-0.381,83.0,1938.0,-1855.0,0.412,0.499,-0.087,0.312,0.296,0.016,0.17,0.153,0.017,0.207,0.247,-0.04,0.579,0.52,0.059,0.323,0.282,0.041,0.143,0.133,0.01,0.274,0.237,0.037
Phoenix Suns,"Booker, Devin",32.0,42,-10.0,13.0,16,-3.0,19.0,26,-7.0,0.406,0.381,0.025,1093.0,928.0,165.0,0.504,0.484,0.02,0.301,0.291,0.01,0.164,0.142,0.022,0.253,0.237,0.016,0.528,0.515,0.013,0.305,0.257,0.048,0.139,0.126,0.013,0.231,0.246,-0.015
Phoenix Suns,"Canaan, Isaiah",10.0,16,-6.0,6.0,8,-2.0,4.0,8,-4.0,0.6,0.5,0.1,232.0,536.0,-304.0,0.534,0.467,0.067,0.334,0.288,0.046,0.15,0.157,-0.007,0.239,0.253,-0.014,0.508,0.516,-0.008,0.264,0.27,-0.006,0.122,0.137,-0.015,0.256,0.247,0.009
Phoenix Suns,"Chandler, Tyson",31.0,42,-11.0,13.0,16,-3.0,18.0,26,-8.0,0.419,0.381,0.038,800.0,1221.0,-421.0,0.496,0.495,0.001,0.241,0.334,-0.093,0.166,0.146,0.02,0.27,0.229,0.041,0.513,0.529,-0.016,0.277,0.288,-0.011,0.132,0.134,-0.002,0.24,0.236,0.004
Phoenix Suns,"Chriss, Marquese",42.0,42,0.0,16.0,16,0.0,26.0,26,0.0,0.381,0.381,0.0,890.0,1131.0,-241.0,0.507,0.486,0.021,0.285,0.306,-0.021,0.158,0.151,0.007,0.268,0.228,0.04,0.517,0.527,-0.01,0.283,0.284,-0.001,0.133,0.134,-0.001,0.247,0.231,0.016
Phoenix Suns,"Daniels, Troy",42.0,42,0.0,16.0,16,0.0,26.0,26,0.0,0.381,0.381,0.0,769.0,1252.0,-483.0,0.491,0.498,-0.007,0.294,0.298,-0.004,0.14,0.162,-0.022,0.237,0.251,-0.014,0.515,0.527,-0.012,0.299,0.274,0.025,0.127,0.137,-0.01,0.234,0.241,-0.007
Phoenix Suns,"Dudley, Jared",16.0,42,-26.0,3.0,16,-13.0,13.0,26,-13.0,0.188,0.381,-0.193,205.0,1816.0,-1611.0,0.516,0.493,0.023,0.386,0.286,0.1,0.114,0.158,-0.044,0.239,0.246,-0.007,0.524,0.522,0.002,0.343,0.277,0.066,0.196,0.126,0.07,0.218,0.24,-0.022
Phoenix Suns,"House, Danuel",9.0,18,-9.0,3.0,8,-5.0,6.0,10,-4.0,0.333,0.444,-0.111,113.0,751.0,-638.0,0.533,0.477,0.056,0.315,0.294,0.021,0.142,0.153,-0.011,0.222,0.254,-0.032,0.483,0.514,-0.031,0.282,0.266,0.016,0.138,0.131,0.007,0.206,0.266,-0.06
Phoenix Suns,"Jackson, Josh",41.0,42,-1.0,15.0,16,-1.0,26.0,26,0.0,0.366,0.381,-0.015,898.0,1123.0,-225.0,0.476,0.511,-0.035,0.316,0.281,0.035,0.154,0.154,0.0,0.238,0.251,-0.013,0.524,0.521,0.003,0.286,0.281,0.005,0.13,0.136,-0.006,0.254,0.226,0.028
Phoenix Suns,"James, Mike",32.0,42,-10.0,10.0,16,-6.0,22.0,26,-4.0,0.313,0.381,-0.068,669.0,1352.0,-683.0,0.493,0.496,-0.003,0.292,0.299,-0.007,0.138,0.162,-0.024,0.244,0.246,-0.002,0.512,0.528,-0.016,0.303,0.274,0.029,0.134,0.133,0.001,0.224,0.245,-0.021
Phoenix Suns,"Jones Jr., Derrick",6.0,42,-36.0,0.0,16,-16.0,6.0,26,-20.0,0.0,0.381,-0.381,33.0,1988.0,-1955.0,0.509,0.495,0.014,0.509,0.293,0.216,0.209,0.153,0.056,0.286,0.245,0.041,0.535,0.522,0.013,0.333,0.283,0.05,0.15,0.133,0.017,0.115,0.24,-0.125
Phoenix Suns,"Len, Alex",37.0,42,-5.0,16.0,16,0.0,21.0,26,-5.0,0.432,0.381,0.051,776.0,1245.0,-469.0,0.488,0.499,-0.011,0.329,0.277,0.052,0.146,0.159,-0.013,0.234,0.253,-0.019,0.519,0.525,-0.006,0.275,0.289,-0.014,0.121,0.141,-0.02,0.219,0.251,-0.032
Phoenix Suns,"Monroe, Greg",14.0,33,-19.0,3.0,13,-10.0,11.0,20,-9.0,0.214,0.394,-0.18,337.0,1252.0,-915.0,0.502,0.495,0.007,0.285,0.273,0.012,0.162,0.15,0.012,0.249,0.249,0.0,0.56,0.513,0.047,0.279,0.277,0.002,0.141,0.137,0.004,0.254,0.244,0.01
Phoenix Suns,"Peters, Alec",2.0,42,-40.0,0.0,16,-16.0,2.0,26,-24.0,0.0,0.381,-0.381,14.0,2007.0,-1993.0,0.413,0.496,-0.083,0.348,0.296,0.052,0.215,0.153,0.062,0.077,0.247,-0.17,0.54,0.522,0.018,0.36,0.283,0.077,0.156,0.133,0.023,0.182,0.238,-0.056
Phoenix Suns,"Ulis, Tyler",41.0,42,-1.0,16.0,16,0.0,25.0,26,-1.0,0.39,0.381,0.009,977.0,1044.0,-67.0,0.491,0.499,-0.008,0.288,0.305,-0.017,0.164,0.145,0.019,0.238,0.252,-0.014,0.534,0.512,0.022,0.252,0.313,-0.061,0.135,0.131,0.004,0.241,0.236,0.005
Phoenix Suns,"Warren, TJ",41.0,42,-1.0,16.0,16,0.0,25.0,26,-1.0,0.39,0.381,0.009,1314.0,707.0,607.0,0.498,0.491,0.007,0.287,0.314,-0.027,0.151,0.16,-0.009,0.257,0.224,0.033,0.517,0.532,-0.015,0.281,0.289,-0.008,0.13,0.138,-0.008,0.244,0.227,0.017
