TEAM_NAME,VS_PLAYER_NAME,GP_ON,GP_OFF,GP_DIFF,W_ON,W_OFF,W_DIFF,L_ON,L_OFF,L_DIFF,W_PCT_ON,W_PCT_OFF,W_PCT_DIFF,MIN_ON,MIN_OFF,MIN_DIFF,EFG_PCT_ON,EFG_PCT_OFF,EFG_PCT_DIFF,FTA_RATE_ON,FTA_RATE_OFF,FTA_RATE_DIFF,TM_TOV_PCT_ON,TM_TOV_PCT_OFF,TM_TOV_PCT_DIFF,OREB_PCT_ON,OREB_PCT_OFF,OREB_PCT_DIFF,OPP_EFG_PCT_ON,OPP_EFG_PCT_OFF,OPP_EFG_PCT_DIFF,OPP_FTA_RATE_ON,OPP_FTA_RATE_OFF,OPP_FTA_RATE_DIFF,OPP_TOV_PCT_ON,OPP_TOV_PCT_OFF,OPP_TOV_PCT_DIFF,OPP_OREB_PCT_ON,OPP_OREB_PCT_OFF,OPP_OREB_PCT_DIFF
Boston Celtics,"Tatum, Jayson",43.0,43,0.0,33.0,33,0.0,10.0,10,0.0,0.767,0.767,0.0,1338.0,731.0,607.0,0.527,0.501,0.026,0.26,0.231,0.029,0.143,0.141,0.002,0.198,0.23,-0.032,0.478,0.492,-0.014,0.238,0.29,-0.052,0.15,0.138,0.012,0.223,0.205,0.018
Boston Celtics,"Theis, Daniel",41.0,43,-2.0,32.0,33,-1.0,9.0,10,-1.0,0.78,0.767,0.013,543.0,1526.0,-983.0,0.491,0.527,-0.036,0.26,0.246,0.014,0.152,0.139,0.013,0.233,0.201,0.032,0.497,0.478,0.019,0.333,0.23,0.103,0.155,0.142,0.013,0.228,0.213,0.015
Boston Celtics,"Yabusele, Guerschon",17.0,43,-26.0,13.0,33,-20.0,4.0,10,-6.0,0.765,0.767,-0.002,83.0,1986.0,-1903.0,0.438,0.521,-0.083,0.234,0.25,-0.016,0.162,0.141,0.021,0.227,0.209,0.018,0.562,0.48,0.082,0.442,0.249,0.193,0.158,0.145,0.013,0.219,0.217,0.002
Cleveland Cavaliers,"Calderon, Jose",30.0,40,-10.0,18.0,26,-8.0,12.0,14,-2.0,0.6,0.65,-0.05,532.0,1393.0,-861.0,0.561,0.546,0.015,0.219,0.298,-0.079,0.149,0.144,0.005,0.169,0.216,-0.047,0.561,0.531,0.03,0.17,0.236,-0.066,0.151,0.136,0.015,0.242,0.233,0.009
Cleveland Cavaliers,"Crowder, Jae",40.0,40,0.0,26.0,26,0.0,14.0,14,0.0,0.65,0.65,0.0,1032.0,893.0,139.0,0.546,0.555,-0.009,0.26,0.296,-0.036,0.145,0.145,0.0,0.195,0.212,-0.017,0.562,0.513,0.049,0.204,0.234,-0.03,0.15,0.129,0.021,0.233,0.238,-0.005
Cleveland Cavaliers,"Frye, Channing",34.0,40,-6.0,23.0,26,-3.0,11.0,14,-3.0,0.676,0.65,0.026,401.0,1524.0,-1123.0,0.589,0.539,0.05,0.223,0.291,-0.068,0.134,0.148,-0.014,0.18,0.208,-0.028,0.504,0.548,-0.044,0.246,0.211,0.035,0.141,0.14,0.001,0.249,0.232,0.017
Cleveland Cavaliers,"Green, Jeff",40.0,40,0.0,26.0,26,0.0,14.0,14,0.0,0.65,0.65,0.0,904.0,1021.0,-117.0,0.547,0.552,-0.005,0.298,0.258,0.04,0.135,0.154,-0.019,0.182,0.22,-0.038,0.513,0.562,-0.049,0.244,0.195,0.049,0.138,0.142,-0.004,0.236,0.235,0.001
Cleveland Cavaliers,"Holland, John",4.0,40,-36.0,4.0,26,-22.0,0.0,14,-14.0,1.0,0.65,0.35,17.0,1908.0,-1891.0,0.385,0.551,-0.166,0.077,0.278,-0.201,0.251,0.144,0.107,0.176,0.203,-0.027,0.5,0.539,-0.039,0.129,0.219,-0.09,0.092,0.141,-0.049,0.176,0.236,-0.06
Cleveland Cavaliers,"James, LeBron",40.0,40,0.0,26.0,26,0.0,14.0,14,0.0,0.65,0.65,0.0,1478.0,447.0,1031.0,0.562,0.51,0.052,0.268,0.304,-0.036,0.146,0.141,0.005,0.209,0.185,0.024,0.552,0.497,0.055,0.218,0.218,0.0,0.141,0.138,0.003,0.239,0.225,0.014
Cleveland Cavaliers,"Korver, Kyle",40.0,40,0.0,26.0,26,0.0,14.0,14,0.0,0.65,0.65,0.0,899.0,1026.0,-127.0,0.566,0.535,0.031,0.303,0.253,0.05,0.137,0.153,-0.016,0.198,0.207,-0.009,0.509,0.565,-0.056,0.246,0.195,0.051,0.135,0.145,-0.01,0.228,0.242,-0.014
Cleveland Cavaliers,"Love, Kevin",39.0,40,-1.0,25.0,26,-1.0,14.0,14,0.0,0.641,0.65,-0.009,1132.0,793.0,339.0,0.547,0.553,-0.006,0.279,0.272,0.007,0.15,0.138,0.012,0.217,0.182,0.035,0.563,0.505,0.058,0.189,0.26,-0.071,0.136,0.146,-0.01,0.232,0.24,-0.008
Cleveland Cavaliers,"Osman, Cedi",32.0,40,-8.0,20.0,26,-6.0,12.0,14,-2.0,0.625,0.65,-0.025,259.0,1666.0,-1407.0,0.537,0.552,-0.015,0.231,0.284,-0.053,0.134,0.147,-0.013,0.188,0.205,-0.017,0.494,0.546,-0.052,0.229,0.217,0.012,0.131,0.142,-0.011,0.245,0.234,0.011
Cleveland Cavaliers,"Perrantes, London",1.0,40,-39.0,1.0,26,-25.0,0.0,14,-14.0,1.0,0.65,0.35,3.0,1922.0,-1919.0,0.2,0.55,-0.35,0.0,0.277,-0.277,0.0,0.145,-0.145,0.25,0.203,0.047,1.0,0.539,0.461,1.333,0.217,1.116,0.0,0.14,-0.14,0.0,0.236,-0.236
Cleveland Cavaliers,"Rose, Derrick",7.0,40,-33.0,4.0,26,-22.0,3.0,14,-11.0,0.571,0.65,-0.079,188.0,1737.0,-1549.0,0.521,0.553,-0.032,0.285,0.275,0.01,0.167,0.143,0.024,0.214,0.201,0.013,0.604,0.532,0.072,0.217,0.219,-0.002,0.152,0.139,0.013,0.257,0.234,0.023
Cleveland Cavaliers,"Shumpert, Iman",13.0,40,-27.0,9.0,26,-17.0,4.0,14,-10.0,0.692,0.65,0.042,271.0,1654.0,-1383.0,0.538,0.552,-0.014,0.291,0.274,0.017,0.162,0.142,0.02,0.221,0.2,0.021,0.495,0.546,-0.051,0.224,0.217,0.007,0.153,0.138,0.015,0.261,0.231,0.03
Cleveland Cavaliers,"Smith, JR",39.0,40,-1.0,25.0,26,-1.0,14.0,14,0.0,0.641,0.65,-0.009,1164.0,761.0,403.0,0.552,0.546,0.006,0.274,0.28,-0.006,0.15,0.137,0.013,0.212,0.188,0.024,0.558,0.509,0.049,0.214,0.225,-0.011,0.144,0.134,0.01,0.246,0.221,0.025
Cleveland Cavaliers,"Thomas, Isaiah",3.0,40,-37.0,2.0,26,-24.0,1.0,14,-13.0,0.667,0.65,0.017,59.0,1866.0,-1807.0,0.514,0.551,-0.037,0.315,0.275,0.04,0.14,0.145,-0.005,0.25,0.201,0.049,0.547,0.539,0.008,0.155,0.221,-0.066,0.149,0.14,0.009,0.273,0.234,0.039
Cleveland Cavaliers,"Thompson, Tristan",20.0,40,-20.0,9.0,26,-17.0,11.0,14,-3.0,0.45,0.65,-0.2,376.0,1549.0,-1173.0,0.513,0.559,-0.046,0.29,0.273,0.017,0.155,0.143,0.012,0.223,0.197,0.026,0.531,0.541,-0.01,0.205,0.222,-0.017,0.119,0.146,-0.027,0.173,0.251,-0.078
Cleveland Cavaliers,"Wade, Dwyane",37.0,40,-3.0,24.0,26,-2.0,13.0,14,-1.0,0.649,0.65,-0.001,873.0,1052.0,-179.0,0.536,0.561,-0.025,0.322,0.238,0.084,0.137,0.152,-0.015,0.212,0.195,0.017,0.511,0.563,-0.052,0.24,0.2,0.04,0.134,0.145,-0.011,0.229,0.241,-0.012
Cleveland Cavaliers,"Zizic, Ante",11.0,40,-29.0,7.0,26,-19.0,4.0,14,-10.0,0.636,0.65,-0.014,39.0,1886.0,-1847.0,0.437,0.552,-0.115,0.286,0.276,0.01,0.19,0.144,0.046,0.171,0.204,-0.033,0.52,0.539,-0.019,0.324,0.216,0.108,0.129,0.141,-0.012,0.263,0.235,0.028
New Orleans Pelicans,"Allen, Tony",22.0,39,-17.0,12.0,20,-8.0,10.0,19,-9.0,0.545,0.513,0.032,273.0,1614.0,-1341.0,0.529,0.56,-0.031,0.298,0.251,0.047,0.156,0.157,-0.001,0.221,0.193,0.028,0.505,0.533,-0.028,0.271,0.224,0.047,0.15,0.139,0.011,0.24,0.227,0.013
New Orleans Pelicans,"Asik, Omer",10.0,39,-29.0,6.0,20,-14.0,4.0,19,-15.0,0.6,0.513,0.087,78.0,1809.0,-1731.0,0.595,0.554,0.041,0.176,0.262,-0.086,0.164,0.156,0.008,0.221,0.196,0.025,0.557,0.528,0.029,0.216,0.231,-0.015,0.102,0.142,-0.04,0.167,0.231,-0.064
New Orleans Pelicans,"Clark, Ian",33.0,39,-6.0,17.0,20,-3.0,16.0,19,-3.0,0.515,0.513,0.002,486.0,1401.0,-915.0,0.56,0.554,0.006,0.29,0.247,0.043,0.167,0.153,0.014,0.208,0.194,0.014,0.535,0.527,0.008,0.259,0.221,0.038,0.142,0.14,0.002,0.251,0.221,0.03
New Orleans Pelicans,"Cooke, Charles",6.0,39,-33.0,3.0,20,-17.0,3.0,19,-16.0,0.5,0.513,-0.013,18.0,1869.0,-1851.0,0.365,0.558,-0.193,0.297,0.258,0.039,0.077,0.157,-0.08,0.273,0.196,0.077,0.534,0.529,0.005,0.379,0.23,0.149,0.144,0.141,0.003,0.267,0.228,0.039
New Orleans Pelicans,"Cousins, DeMarcus",39.0,39,0.0,20.0,20,0.0,19.0,19,0.0,0.513,0.513,0.0,1387.0,500.0,887.0,0.554,0.559,-0.005,0.267,0.233,0.034,0.163,0.14,0.023,0.198,0.194,0.004,0.535,0.512,0.023,0.218,0.264,-0.046,0.142,0.138,0.004,0.218,0.255,-0.037
New Orleans Pelicans,"Crawford, Jordan",2.0,39,-37.0,0.0,20,-20.0,2.0,19,-17.0,0.0,0.513,-0.513,37.0,1850.0,-1813.0,0.6,0.555,0.045,0.262,0.258,0.004,0.207,0.155,0.052,0.324,0.194,0.13,0.589,0.528,0.061,0.356,0.228,0.128,0.098,0.142,-0.044,0.289,0.227,0.062
New Orleans Pelicans,"Cunningham, Dante",38.0,39,-1.0,20.0,20,0.0,18.0,19,-1.0,0.526,0.513,0.013,856.0,1031.0,-175.0,0.55,0.56,-0.01,0.256,0.26,-0.004,0.153,0.159,-0.006,0.2,0.194,0.006,0.518,0.538,-0.02,0.238,0.224,0.014,0.136,0.145,-0.009,0.209,0.244,-0.035
New Orleans Pelicans,"Davis, Anthony",34.0,39,-5.0,17.0,20,-3.0,17.0,19,-2.0,0.5,0.513,-0.013,1197.0,690.0,507.0,0.555,0.557,-0.002,0.255,0.264,-0.009,0.153,0.163,-0.01,0.198,0.196,0.002,0.509,0.564,-0.055,0.206,0.275,-0.069,0.148,0.129,0.019,0.236,0.214,0.022
New Orleans Pelicans,"Diallo, Cheick",21.0,39,-18.0,10.0,20,-10.0,11.0,19,-8.0,0.476,0.513,-0.037,140.0,1747.0,-1607.0,0.486,0.561,-0.075,0.243,0.259,-0.016,0.171,0.155,0.016,0.228,0.194,0.034,0.604,0.523,0.081,0.357,0.221,0.136,0.166,0.139,0.027,0.322,0.221,0.101
New Orleans Pelicans,"Holiday, Jrue",39.0,39,0.0,20.0,20,0.0,19.0,19,0.0,0.513,0.513,0.0,1426.0,461.0,965.0,0.566,0.523,0.043,0.245,0.299,-0.054,0.159,0.148,0.011,0.2,0.19,0.01,0.513,0.579,-0.066,0.219,0.269,-0.05,0.14,0.143,-0.003,0.219,0.261,-0.042
New Orleans Pelicans,"Jones, Jalen",4.0,39,-35.0,1.0,20,-19.0,3.0,19,-16.0,0.25,0.513,-0.263,19.0,1868.0,-1849.0,0.513,0.556,-0.043,0.205,0.259,-0.054,0.145,0.157,-0.012,0.333,0.195,0.138,0.719,0.527,0.192,0.25,0.231,0.019,0.16,0.141,0.019,0.286,0.228,0.058
New Orleans Pelicans,"Miller, Darius",39.0,39,0.0,20.0,20,0.0,19.0,19,0.0,0.513,0.513,0.0,828.0,1059.0,-231.0,0.558,0.553,0.005,0.291,0.233,0.058,0.153,0.159,-0.006,0.184,0.208,-0.024,0.53,0.528,0.002,0.27,0.201,0.069,0.134,0.146,-0.012,0.226,0.231,-0.005
New Orleans Pelicans,"Moore, E'Twaun",39.0,39,0.0,20.0,20,0.0,19.0,19,0.0,0.513,0.513,0.0,1257.0,630.0,627.0,0.56,0.547,0.013,0.238,0.297,-0.059,0.152,0.165,-0.013,0.186,0.22,-0.034,0.541,0.503,0.038,0.204,0.287,-0.083,0.14,0.142,-0.002,0.228,0.229,-0.001
New Orleans Pelicans,"Nelson, Jameer",35.0,39,-4.0,19.0,20,-1.0,16.0,19,-3.0,0.543,0.513,0.03,793.0,1094.0,-301.0,0.548,0.561,-0.013,0.286,0.239,0.047,0.155,0.157,-0.002,0.184,0.206,-0.022,0.529,0.529,0.0,0.259,0.211,0.048,0.144,0.138,0.006,0.232,0.226,0.006
New Orleans Pelicans,"Rondo, Rajon",25.0,39,-14.0,13.0,20,-7.0,12.0,19,-7.0,0.52,0.513,0.007,626.0,1261.0,-635.0,0.573,0.546,0.027,0.212,0.282,-0.07,0.152,0.158,-0.006,0.19,0.201,-0.011,0.553,0.517,0.036,0.211,0.241,-0.03,0.135,0.144,-0.009,0.246,0.22,0.026
New Orleans Pelicans,"Smith, Josh",3.0,39,-36.0,2.0,20,-18.0,1.0,19,-18.0,0.667,0.513,0.154,12.0,1875.0,-1863.0,0.25,0.558,-0.308,0.308,0.258,0.05,0.041,0.157,-0.116,0.316,0.196,0.12,0.553,0.529,0.024,0.474,0.229,0.245,0.179,0.14,0.039,0.0,0.229,-0.229
Chicago Bulls,"Arcidiacono, Ryan",1.0,41,-40.0,0.0,14,-14.0,1.0,27,-26.0,0.0,0.341,-0.341,5.0,1978.0,-1973.0,0.409,0.499,-0.09,0.0,0.21,-0.21,0.167,0.138,0.029,0.167,0.199,-0.032,0.833,0.531,0.302,0.333,0.227,0.106,0.088,0.128,-0.04,0.0,0.19,-0.19
Chicago Bulls,"Blakeney, Antonio",11.0,41,-30.0,1.0,14,-13.0,10.0,27,-17.0,0.091,0.341,-0.25,163.0,1820.0,-1657.0,0.48,0.501,-0.021,0.217,0.209,0.008,0.112,0.141,-0.029,0.185,0.2,-0.015,0.517,0.533,-0.016,0.249,0.225,0.024,0.115,0.129,-0.014,0.219,0.187,0.032
Chicago Bulls,"Dunn, Kris",36.0,41,-5.0,12.0,14,-2.0,24.0,27,-3.0,0.333,0.341,-0.008,1045.0,938.0,107.0,0.504,0.494,0.01,0.195,0.226,-0.031,0.143,0.133,0.01,0.189,0.21,-0.021,0.539,0.524,0.015,0.242,0.21,0.032,0.131,0.123,0.008,0.179,0.201,-0.022
Chicago Bulls,"Felder, Kay",14.0,41,-27.0,4.0,14,-10.0,10.0,27,-17.0,0.286,0.341,-0.055,134.0,1849.0,-1715.0,0.453,0.503,-0.05,0.18,0.212,-0.032,0.152,0.137,0.015,0.183,0.2,-0.017,0.561,0.53,0.031,0.205,0.228,-0.023,0.14,0.127,0.013,0.183,0.19,-0.007
Chicago Bulls,"Felicio, Cristiano",24.0,41,-17.0,5.0,14,-9.0,19.0,27,-8.0,0.208,0.341,-0.133,329.0,1654.0,-1325.0,0.455,0.508,-0.053,0.171,0.217,-0.046,0.167,0.133,0.034,0.188,0.201,-0.013,0.564,0.526,0.038,0.25,0.222,0.028,0.12,0.129,-0.009,0.195,0.189,0.006
Chicago Bulls,"Grant, Jerian",41.0,41,0.0,14.0,14,0.0,27.0,27,0.0,0.341,0.341,0.0,904.0,1079.0,-175.0,0.501,0.497,0.004,0.225,0.197,0.028,0.133,0.142,-0.009,0.207,0.192,0.015,0.533,0.531,0.002,0.222,0.23,-0.008,0.123,0.131,-0.008,0.199,0.182,0.017
Chicago Bulls,"Holiday, Justin",40.0,41,-1.0,14.0,14,0.0,26.0,27,-1.0,0.35,0.341,0.009,1360.0,623.0,737.0,0.509,0.478,0.031,0.213,0.201,0.012,0.134,0.149,-0.015,0.197,0.203,-0.006,0.529,0.539,-0.01,0.229,0.222,0.007,0.128,0.127,0.001,0.179,0.214,-0.035
Chicago Bulls,"Lopez, Robin",41.0,41,0.0,14.0,14,0.0,27.0,27,0.0,0.341,0.341,0.0,1158.0,825.0,333.0,0.5,0.498,0.002,0.176,0.259,-0.083,0.135,0.143,-0.008,0.194,0.206,-0.012,0.528,0.537,-0.009,0.218,0.239,-0.021,0.128,0.127,0.001,0.174,0.212,-0.038
Chicago Bulls,"Markkanen, Lauri",38.0,41,-3.0,11.0,14,-3.0,27.0,27,0.0,0.289,0.341,-0.052,1130.0,853.0,277.0,0.5,0.498,0.002,0.196,0.228,-0.032,0.145,0.129,0.016,0.196,0.203,-0.007,0.534,0.529,0.005,0.247,0.201,0.046,0.125,0.132,-0.007,0.186,0.195,-0.009
Chicago Bulls,"Mirotic, Nikola",17.0,41,-24.0,11.0,14,-3.0,6.0,27,-21.0,0.647,0.341,0.306,426.0,1557.0,-1131.0,0.522,0.493,0.029,0.299,0.185,0.114,0.12,0.143,-0.023,0.211,0.196,0.015,0.52,0.535,-0.015,0.182,0.24,-0.058,0.126,0.128,-0.002,0.196,0.188,0.008
Chicago Bulls,"Nwaba, David",29.0,41,-12.0,13.0,14,-1.0,16.0,27,-11.0,0.448,0.341,0.107,662.0,1321.0,-659.0,0.515,0.491,0.024,0.267,0.182,0.085,0.141,0.137,0.004,0.219,0.189,0.03,0.518,0.539,-0.021,0.193,0.245,-0.052,0.127,0.128,-0.001,0.185,0.192,-0.007
Chicago Bulls,"Pondexter, Quincy",19.0,41,-22.0,5.0,14,-9.0,14.0,27,-13.0,0.263,0.341,-0.078,183.0,1800.0,-1617.0,0.419,0.507,-0.088,0.236,0.207,0.029,0.167,0.135,0.032,0.193,0.2,-0.007,0.545,0.531,0.014,0.39,0.212,0.178,0.129,0.127,0.002,0.174,0.191,-0.017
Chicago Bulls,"Portis, Bobby",32.0,41,-9.0,12.0,14,-2.0,20.0,27,-7.0,0.375,0.341,0.034,665.0,1318.0,-653.0,0.515,0.491,0.024,0.256,0.186,0.07,0.119,0.148,-0.029,0.22,0.188,0.032,0.529,0.533,-0.004,0.227,0.227,0.0,0.135,0.124,0.011,0.22,0.174,0.046
Chicago Bulls,"Valentine, Denzel",41.0,41,0.0,14.0,14,0.0,27.0,27,0.0,0.341,0.341,0.0,1170.0,813.0,357.0,0.491,0.511,-0.02,0.184,0.247,-0.063,0.141,0.135,0.006,0.196,0.203,-0.007,0.529,0.536,-0.007,0.227,0.227,0.0,0.126,0.13,-0.004,0.187,0.193,-0.006
Chicago Bulls,"Zipser, Paul",38.0,41,-3.0,13.0,14,-1.0,25.0,27,-2.0,0.342,0.341,0.001,581.0,1402.0,-821.0,0.491,0.502,-0.011,0.187,0.218,-0.031,0.148,0.134,0.014,0.189,0.202,-0.013,0.536,0.53,0.006,0.192,0.241,-0.049,0.133,0.125,0.008,0.226,0.175,0.051
Dallas Mavericks,"Barea, J.J.",41.0,41,0.0,13.0,13,0.0,28.0,28,0.0,0.317,0.317,0.0,947.0,1026.0,-79.0,0.527,0.514,0.013,0.227,0.205,0.022,0.136,0.127,0.009,0.182,0.166,0.016,0.529,0.532,-0.003,0.268,0.279,-0.011,0.153,0.137,0.016,0.203,0.204,-0.001
Dallas Mavericks,"Barnes, Harrison",41.0,41,0.0,13.0,13,0.0,28.0,28,0.0,0.317,0.317,0.0,1425.0,548.0,877.0,0.513,0.537,-0.024,0.215,0.216,-0.001,0.132,0.13,0.002,0.17,0.182,-0.012,0.537,0.514,0.023,0.301,0.203,0.098,0.132,0.179,-0.047,0.204,0.203,0.001
Dallas Mavericks,"Clavell, Gian",7.0,41,-34.0,0.0,13,-13.0,7.0,28,-21.0,0.0,0.317,-0.317,64.0,1909.0,-1845.0,0.532,0.519,0.013,0.278,0.213,0.065,0.135,0.131,0.004,0.103,0.176,-0.073,0.5,0.532,-0.032,0.248,0.275,-0.027,0.22,0.142,0.078,0.167,0.205,-0.038
Dallas Mavericks,"Cleveland, Antonius",13.0,27,-14.0,5.0,11,-6.0,8.0,16,-8.0,0.385,0.407,-0.022,81.0,1220.0,-1139.0,0.445,0.54,-0.095,0.212,0.201,0.011,0.168,0.121,0.047,0.208,0.163,0.045,0.514,0.527,-0.013,0.302,0.265,0.037,0.174,0.136,0.038,0.203,0.195,0.008
Dallas Mavericks,"Collinsworth, Kyle",3.0,11,-8.0,1.0,5,-4.0,2.0,6,-4.0,0.333,0.455,-0.122,22.0,506.0,-484.0,0.676,0.557,0.119,0.118,0.205,-0.087,0.101,0.125,-0.024,0.0,0.18,-0.18,0.629,0.558,0.071,0.229,0.283,-0.054,0.161,0.142,0.019,0.167,0.195,-0.028
Dallas Mavericks,"Ferrell, Yogi",41.0,41,0.0,13.0,13,0.0,28.0,28,0.0,0.317,0.317,0.0,1148.0,825.0,323.0,0.513,0.529,-0.016,0.226,0.2,0.026,0.129,0.135,-0.006,0.178,0.166,0.012,0.505,0.566,-0.061,0.278,0.269,0.009,0.153,0.133,0.02,0.213,0.189,0.024
Dallas Mavericks,"Finney-Smith, Dorian",8.0,41,-33.0,2.0,13,-11.0,6.0,28,-22.0,0.25,0.317,-0.067,94.0,1879.0,-1785.0,0.451,0.523,-0.072,0.233,0.214,0.019,0.133,0.131,0.002,0.255,0.168,0.087,0.503,0.532,-0.029,0.288,0.273,0.015,0.154,0.144,0.01,0.2,0.204,-0.004
Dallas Mavericks,"Harris, Devin",35.0,41,-6.0,13.0,13,0.0,22.0,28,-6.0,0.371,0.317,0.054,653.0,1320.0,-667.0,0.561,0.5,0.061,0.244,0.201,0.043,0.131,0.132,-0.001,0.165,0.177,-0.012,0.51,0.541,-0.031,0.276,0.273,0.003,0.159,0.138,0.021,0.217,0.197,0.02
Dallas Mavericks,"Kleber, Maxi",35.0,41,-6.0,11.0,13,-2.0,24.0,28,-4.0,0.314,0.317,-0.003,662.0,1311.0,-649.0,0.505,0.527,-0.022,0.164,0.242,-0.078,0.119,0.137,-0.018,0.172,0.174,-0.002,0.527,0.533,-0.006,0.268,0.277,-0.009,0.137,0.148,-0.011,0.17,0.22,-0.05
Dallas Mavericks,"Matthews, Wesley",41.0,41,0.0,13.0,13,0.0,28.0,28,0.0,0.317,0.317,0.0,1407.0,566.0,841.0,0.519,0.522,-0.003,0.205,0.241,-0.036,0.13,0.136,-0.006,0.164,0.198,-0.034,0.553,0.477,0.076,0.291,0.233,0.058,0.136,0.165,-0.029,0.204,0.204,0.0
Dallas Mavericks,"Mejri, Salah",36.0,41,-5.0,12.0,13,-1.0,24.0,28,-4.0,0.333,0.317,0.016,418.0,1555.0,-1137.0,0.528,0.518,0.01,0.199,0.219,-0.02,0.129,0.132,-0.003,0.202,0.165,0.037,0.488,0.542,-0.054,0.277,0.273,0.004,0.13,0.148,-0.018,0.207,0.203,0.004
Dallas Mavericks,"Motley, Johnathan",1.0,41,-40.0,0.0,13,-13.0,1.0,28,-27.0,0.0,0.317,-0.317,2.0,1971.0,-1969.0,0.667,0.52,0.147,1.333,0.214,1.119,0.0,0.132,-0.132,0.5,0.173,0.327,0.25,0.531,-0.281,0.0,0.274,-0.274,0.0,0.145,-0.145,0.0,0.204,-0.204
Dallas Mavericks,"Noel, Nerlens",18.0,41,-23.0,4.0,13,-9.0,14.0,28,-14.0,0.222,0.317,-0.095,225.0,1748.0,-1523.0,0.469,0.526,-0.057,0.238,0.212,0.026,0.181,0.125,0.056,0.213,0.168,0.045,0.593,0.523,0.07,0.319,0.269,0.05,0.155,0.143,0.012,0.204,0.204,0.0
Dallas Mavericks,"Nowitzki, Dirk",41.0,41,0.0,13.0,13,0.0,28.0,28,0.0,0.317,0.317,0.0,1035.0,938.0,97.0,0.531,0.507,0.024,0.192,0.24,-0.048,0.128,0.135,-0.007,0.15,0.198,-0.048,0.545,0.514,0.031,0.221,0.335,-0.114,0.142,0.147,-0.005,0.207,0.201,0.006
Dallas Mavericks,"Powell, Dwight",40.0,41,-1.0,13.0,13,0.0,27.0,28,-1.0,0.325,0.317,0.008,732.0,1241.0,-509.0,0.529,0.515,0.014,0.257,0.191,0.066,0.133,0.131,0.002,0.184,0.167,0.017,0.506,0.545,-0.039,0.248,0.289,-0.041,0.171,0.129,0.042,0.215,0.197,0.018
Dallas Mavericks,"Smith Jr., Dennis",33.0,41,-8.0,12.0,13,-1.0,21.0,28,-7.0,0.364,0.317,0.047,911.0,1062.0,-151.0,0.512,0.527,-0.015,0.206,0.223,-0.017,0.13,0.132,-0.002,0.168,0.178,-0.01,0.553,0.511,0.042,0.28,0.269,0.011,0.128,0.159,-0.031,0.198,0.208,-0.01
Dallas Mavericks,"Withey, Jeff",9.0,41,-32.0,2.0,13,-11.0,7.0,28,-21.0,0.222,0.317,-0.095,39.0,1934.0,-1895.0,0.507,0.52,-0.013,0.357,0.212,0.145,0.134,0.131,0.003,0.256,0.171,0.085,0.476,0.532,-0.056,0.27,0.274,-0.004,0.206,0.143,0.063,0.135,0.205,-0.07
Denver Nuggets,"Arthur, Darrell",5.0,40,-35.0,2.0,21,-19.0,3.0,19,-16.0,0.4,0.525,-0.125,43.0,1892.0,-1849.0,0.469,0.532,-0.063,0.238,0.254,-0.016,0.117,0.157,-0.04,0.111,0.269,-0.158,0.638,0.533,0.105,0.288,0.218,0.07,0.168,0.147,0.021,0.297,0.216,0.081
Denver Nuggets,"Barton, Will",39.0,40,-1.0,21.0,21,0.0,18.0,19,-1.0,0.538,0.525,0.013,1198.0,737.0,461.0,0.527,0.537,-0.01,0.263,0.238,0.025,0.152,0.163,-0.011,0.25,0.292,-0.042,0.535,0.537,-0.002,0.226,0.209,0.017,0.141,0.158,-0.017,0.225,0.205,0.02
Denver Nuggets,"Beasley, Malik",35.0,40,-5.0,19.0,21,-2.0,16.0,19,-3.0,0.543,0.525,0.018,362.0,1573.0,-1211.0,0.507,0.536,-0.029,0.249,0.254,-0.005,0.149,0.158,-0.009,0.269,0.264,0.005,0.493,0.546,-0.053,0.273,0.207,0.066,0.131,0.151,-0.02,0.23,0.214,0.016
Denver Nuggets,"Chandler, Wilson",36.0,40,-4.0,18.0,21,-3.0,18.0,19,-1.0,0.5,0.525,-0.025,1127.0,808.0,319.0,0.535,0.525,0.01,0.232,0.282,-0.05,0.156,0.156,0.0,0.262,0.27,-0.008,0.533,0.54,-0.007,0.204,0.241,-0.037,0.149,0.146,0.003,0.207,0.233,-0.026
Denver Nuggets,"Craig, Torrey",13.0,40,-27.0,6.0,21,-15.0,7.0,19,-12.0,0.462,0.525,-0.063,201.0,1734.0,-1533.0,0.553,0.528,0.025,0.224,0.256,-0.032,0.135,0.158,-0.023,0.189,0.273,-0.084,0.527,0.537,-0.01,0.209,0.221,-0.012,0.108,0.152,-0.044,0.216,0.218,-0.002
Denver Nuggets,"Faried, Kenneth",26.0,40,-14.0,14.0,21,-7.0,12.0,19,-7.0,0.538,0.525,0.013,406.0,1529.0,-1123.0,0.489,0.542,-0.053,0.266,0.25,0.016,0.16,0.155,0.005,0.329,0.247,0.082,0.559,0.53,0.029,0.252,0.211,0.041,0.125,0.153,-0.028,0.179,0.227,-0.048
Denver Nuggets,"Harris, Gary",37.0,40,-3.0,20.0,21,-1.0,17.0,19,-2.0,0.541,0.525,0.016,1288.0,647.0,641.0,0.539,0.513,0.026,0.26,0.241,0.019,0.152,0.164,-0.012,0.268,0.26,0.008,0.53,0.548,-0.018,0.209,0.24,-0.031,0.155,0.132,0.023,0.218,0.216,0.002
