Playtype,Team,Player,P,GP,Poss,Time,Points,FGM,FGA,PPP,WorsePPP,BetterPPP,FG,aFG,FT,TO,SF,PlusOne,Score
Transition,Oklahoma City Thunder,"Steven, Adams",C,46,47,8.2746496200562,66,29,37,1.4042600393295,340,26,78.378378378378,78.378378378378,21.276595744681,10.63829787234,21.276595744681,10.63829787234,72.340425531915
Transition,New Orleans Pelicans,"Darius, Miller",F,50,41,11.988300323486,53,17,38,1.2926800251007,315,51,44.736842105263,64.473684210526,4.8780487804878,2.4390243902439,4.8780487804878,0.0,46.341463414634
Transition,New Orleans Pelicans,"Jordan, Crawford",G,2,1,5.8823499679565,2,1,1,2.0,0,0,100.0,100.0,0.0,0.0,0.0,0.0,100.0
Transition,New Orleans Pelicans,"Ian, Clark",G,44,52,20.155000686646,52,19,43,1.0,115,229,44.186046511628,52.325581395349,13.461538461538,5.7692307692308,13.461538461538,1.9230769230769,48.076923076923
Transition,Minnesota Timberwolves,"Shabazz, Muhammad",F,28,26,20.472400665283,24,8,20,0.92307698726654,78,280,40.0,40.0,15.384615384615,7.6923076923077,15.384615384615,0.0,46.153846153846
Transition,Brooklyn Nets,"Joe, Harris",G,49,75,16.447399139404,93,33,69,1.2400000095367,281,85,47.826086956522,61.594202898551,6.6666666666667,4.0,4.0,2.6666666666667,48.0
Transition,Memphis Grizzlies,"James, Ennis",F,41,61,22.932300567627,89,34,47,1.4590200185776,353,13,72.340425531915,74.468085106383,22.950819672131,6.5573770491803,22.950819672131,6.5573770491803,72.131147540984
Transition,Golden State Warriors,"Andre, Iguodala",G-F,43,79,27.622400283813,84,34,52,1.0632899999619,175,190,65.384615384615,66.346153846154,21.518987341772,17.721518987342,21.518987341772,5.0632911392405,55.696202531646
Transition,Denver Nuggets,"Kenneth, Faried",F,31,32,16.753900527954,40,16,23,1.25,284,76,69.565217391304,69.565217391304,18.75,12.5,15.625,3.125,65.625
Transition,Philadelphia 76ers,"Justin, Anderson",G,19,25,21.551700592041,30,10,23,1.2000000476837,256,105,43.478260869565,52.173913043478,16.0,0.0,16.0,8.0,48.0
Transition,Chicago Bulls,"David, Nwaba",G,38,83,30.181800842285,95,37,56,1.1445800065994,223,143,66.071428571429,66.071428571429,22.89156626506,12.048192771084,20.481927710843,2.4096385542169,61.44578313253
Transition,Toronto Raptors,"Serge, Ibaka",F-C,44,82,14.909099578857,93,32,68,1.1341500282288,217,149,47.058823529412,57.352941176471,13.414634146341,4.8780487804878,13.414634146341,1.219512195122,50.0
Transition,Sacramento Kings,"Malachi, Richardson",G,25,13,12.036999702454,16,5,11,1.2307699918747,273,90,45.454545454545,59.090909090909,23.076923076923,0.0,23.076923076923,7.6923076923077,53.846153846154
Transition,Detroit Pistons,"Anthony, Tolliver",F,46,58,18.649499893188,73,24,53,1.2586200237274,295,71,45.283018867925,61.320754716981,6.8965517241379,3.448275862069,6.8965517241379,1.7241379310345,46.551724137931
Transition,Milwaukee Bucks,"Tony, Snell",F,44,64,21.262500762939,96,34,56,1.5,359,6,60.714285714286,78.571428571429,9.375,4.6875,7.8125,1.5625,60.9375
Transition,Houston Rockets,"Demetrius, Jackson",G,3,1,8.3333301544189,2,1,1,2.0,0,0,100.0,100.0,0.0,0.0,0.0,0.0,100.0
Transition,Dallas Mavericks,"Maxi, Kleber",F,45,24,10.126600265503,21,7,18,0.875,50,311,38.888888888889,44.444444444444,20.833333333333,8.3333333333333,20.833333333333,4.1666666666667,45.833333333333
