TEAM_NAME,VS_PLAYER_NAME,GP_ON,GP_OFF,GP_DIFF,W_ON,W_OFF,W_DIFF,L_ON,L_OFF,L_DIFF,W_PCT_ON,W_PCT_OFF,W_PCT_DIFF,MIN_ON,MIN_OFF,MIN_DIFF,PCT_FGA_2PT_ON,PCT_FGA_2PT_OFF,PCT_FGA_2PT_DIFF,PCT_FGA_3PT_ON,PCT_FGA_3PT_OFF,PCT_FGA_3PT_DIFF,PCT_PTS_2PT_ON,PCT_PTS_2PT_OFF,PCT_PTS_2PT_DIFF,PCT_PTS_2PT_MR_ON,PCT_PTS_2PT_MR_OFF,PCT_PTS_2PT_MR_DIFF,PCT_PTS_3PT_ON,PCT_PTS_3PT_OFF,PCT_PTS_3PT_DIFF,PCT_PTS_FB_ON,PCT_PTS_FB_OFF,PCT_PTS_FB_DIFF,PCT_PTS_FT_ON,PCT_PTS_FT_OFF,PCT_PTS_FT_DIFF,PCT_PTS_OFF_TOV_ON,PCT_PTS_OFF_TOV_OFF,PCT_PTS_OFF_TOV_DIFF,PCT_PTS_PAINT_ON,PCT_PTS_PAINT_OFF,PCT_PTS_PAINT_DIFF,PCT_AST_2PM_ON,PCT_AST_2PM_OFF,PCT_AST_2PM_DIFF,PCT_UAST_2PM_ON,PCT_UAST_2PM_OFF,PCT_UAST_2PM_DIFF,PCT_AST_3PM_ON,PCT_AST_3PM_OFF,PCT_AST_3PM_DIFF,PCT_UAST_3PM_ON,PCT_UAST_3PM_OFF,PCT_UAST_3PM_DIFF,PCT_AST_FGM_ON,PCT_AST_FGM_OFF,PCT_AST_FGM_DIFF,PCT_UAST_FGM_ON,PCT_UAST_FGM_OFF,PCT_UAST_FGM_DIFF
Brooklyn Nets,"Mozgov, Timofey",25.0,41,-16.0,10.0,15,-5.0,15.0,26,-11.0,0.4,0.366,0.034,12.8,40.4,-27.6,0.612,0.609,0.003,0.388,0.391,-0.003,0.524,0.487,0.037,0.105,0.075,0.03,0.312,0.34,-0.028,0.119,0.094,0.025,0.164,0.173,-0.009,0.15,0.134,0.016,0.419,0.412,0.007,0.473,0.48,-0.007,0.527,0.52,0.007,0.821,0.823,-0.002,0.179,0.177,0.002,0.572,0.589,-0.017,0.428,0.411,0.017
Brooklyn Nets,"Okafor, Jahlil",5.0,18,-13.0,1.0,6,-5.0,4.0,12,-8.0,0.2,0.333,-0.133,14.6,44.5,-29.9,0.664,0.594,0.07,0.336,0.406,-0.07,0.487,0.484,0.003,0.034,0.075,-0.041,0.353,0.346,0.007,0.092,0.07,0.022,0.16,0.17,-0.01,0.084,0.125,-0.041,0.454,0.409,0.045,0.345,0.509,-0.164,0.655,0.491,0.164,0.714,0.806,-0.092,0.286,0.194,0.092,0.465,0.605,-0.14,0.535,0.395,0.14
Brooklyn Nets,"Russell, D'Angelo",12.0,41,-29.0,4.0,15,-11.0,8.0,26,-18.0,0.333,0.366,-0.033,27.7,40.1,-12.4,0.639,0.603,0.036,0.361,0.397,-0.036,0.529,0.484,0.045,0.111,0.072,0.039,0.252,0.354,-0.102,0.133,0.09,0.043,0.219,0.161,0.058,0.142,0.135,0.007,0.418,0.412,0.006,0.405,0.497,-0.092,0.595,0.503,0.092,0.815,0.824,-0.009,0.185,0.176,0.009,0.504,0.604,-0.1,0.496,0.396,0.1
Brooklyn Nets,"Stauskas, Nik",13.0,18,-5.0,4.0,6,-2.0,9.0,12,-3.0,0.308,0.333,-0.025,15.4,37.4,-22.0,0.604,0.599,0.005,0.396,0.401,-0.005,0.453,0.494,-0.041,0.048,0.08,-0.032,0.408,0.328,0.08,0.048,0.079,-0.031,0.138,0.178,-0.04,0.107,0.127,-0.02,0.406,0.413,-0.007,0.379,0.53,-0.151,0.621,0.47,0.151,0.772,0.81,-0.038,0.228,0.19,0.038,0.526,0.616,-0.09,0.474,0.384,0.09
Brooklyn Nets,"Whitehead, Isaiah",10.0,41,-31.0,2.0,15,-13.0,8.0,26,-18.0,0.2,0.366,-0.166,14.2,44.8,-30.6,0.684,0.604,0.08,0.316,0.396,-0.08,0.545,0.489,0.056,0.076,0.079,-0.003,0.228,0.344,-0.116,0.086,0.098,-0.012,0.228,0.168,0.06,0.172,0.134,0.038,0.469,0.409,0.06,0.405,0.485,-0.08,0.595,0.515,0.08,0.545,0.836,-0.291,0.455,0.164,0.291,0.436,0.597,-0.161,0.564,0.403,0.161
Brooklyn Nets,"Wiley, Jacob",5.0,41,-36.0,1.0,15,-14.0,4.0,26,-22.0,0.2,0.366,-0.166,6.7,47.4,-40.7,0.672,0.608,0.064,0.328,0.392,-0.064,0.5,0.492,0.008,0.059,0.08,-0.021,0.265,0.337,-0.072,0.118,0.097,0.021,0.235,0.171,0.064,0.221,0.135,0.086,0.441,0.413,0.028,0.647,0.476,0.171,0.353,0.524,-0.171,0.5,0.827,-0.327,0.5,0.173,0.327,0.609,0.586,0.023,0.391,0.414,-0.023
Brooklyn Nets,"Zeller, Tyler",33.0,41,-8.0,11.0,15,-4.0,22.0,26,-4.0,0.333,0.366,-0.033,17.9,33.8,-15.9,0.624,0.603,0.021,0.376,0.397,-0.021,0.515,0.483,0.032,0.094,0.073,0.021,0.339,0.335,0.004,0.092,0.1,-0.008,0.147,0.182,-0.035,0.107,0.148,-0.041,0.42,0.41,0.01,0.54,0.452,0.088,0.46,0.548,-0.088,0.819,0.825,-0.006,0.181,0.175,0.006,0.625,0.57,0.055,0.375,0.43,-0.055
New York Knicks,"Baker, Ron",21.0,41,-20.0,8.0,19,-11.0,13.0,22,-9.0,0.381,0.463,-0.082,14.5,41.0,-26.5,0.773,0.75,0.023,0.227,0.25,-0.023,0.609,0.629,-0.02,0.139,0.18,-0.041,0.204,0.223,-0.019,0.031,0.069,-0.038,0.187,0.148,0.039,0.159,0.146,0.013,0.47,0.448,0.022,0.533,0.485,0.048,0.467,0.515,-0.048,0.773,0.873,-0.1,0.227,0.127,0.1,0.577,0.559,0.018,0.423,0.441,-0.018
New York Knicks,"Beasley, Michael",34.0,41,-7.0,14.0,19,-5.0,20.0,22,-2.0,0.412,0.463,-0.051,19.2,32.5,-13.3,0.78,0.74,0.04,0.22,0.26,-0.04,0.644,0.616,0.028,0.154,0.183,-0.029,0.202,0.23,-0.028,0.047,0.072,-0.025,0.154,0.154,0.0,0.154,0.146,0.008,0.49,0.433,0.057,0.495,0.49,0.005,0.505,0.51,-0.005,0.832,0.871,-0.039,0.168,0.129,0.039,0.553,0.566,-0.013,0.447,0.434,0.013
New York Knicks,"Dotson, Damyean",20.0,41,-21.0,6.0,19,-13.0,14.0,22,-8.0,0.3,0.463,-0.163,8.7,44.2,-35.5,0.761,0.752,0.009,0.239,0.248,-0.009,0.686,0.62,0.066,0.205,0.171,0.034,0.194,0.223,-0.029,0.05,0.065,-0.015,0.12,0.157,-0.037,0.106,0.152,-0.046,0.481,0.449,0.032,0.581,0.483,0.098,0.419,0.517,-0.098,0.864,0.859,0.005,0.136,0.141,-0.005,0.626,0.556,0.07,0.374,0.444,-0.07
New York Knicks,"Hardaway Jr., Tim",21.0,41,-20.0,11.0,19,-8.0,10.0,22,-12.0,0.524,0.463,0.061,34.1,31.0,3.1,0.712,0.777,-0.065,0.288,0.223,0.065,0.592,0.646,-0.054,0.169,0.177,-0.008,0.248,0.203,0.045,0.068,0.061,0.007,0.16,0.15,0.01,0.146,0.15,-0.004,0.422,0.47,-0.048,0.48,0.498,-0.018,0.52,0.502,0.018,0.842,0.872,-0.03,0.158,0.128,0.03,0.559,0.563,-0.004,0.441,0.437,0.004
New York Knicks,"Hernangomez, Willy",18.0,41,-23.0,6.0,19,-13.0,12.0,22,-10.0,0.333,0.463,-0.13,9.5,44.3,-34.8,0.746,0.754,-0.008,0.254,0.246,0.008,0.671,0.622,0.049,0.163,0.175,-0.012,0.208,0.221,-0.013,0.048,0.065,-0.017,0.121,0.157,-0.036,0.148,0.148,0.0,0.508,0.447,0.061,0.568,0.485,0.083,0.432,0.515,-0.083,0.957,0.851,0.106,0.043,0.149,-0.106,0.634,0.555,0.079,0.366,0.445,-0.079
New York Knicks,"Jack, Jarrett",39.0,41,-2.0,19.0,19,0.0,20.0,22,-2.0,0.487,0.463,0.024,26.7,23.1,3.6,0.76,0.745,0.015,0.24,0.255,-0.015,0.641,0.607,0.034,0.193,0.152,0.041,0.216,0.226,-0.01,0.078,0.047,0.031,0.143,0.167,-0.024,0.136,0.164,-0.028,0.449,0.455,-0.006,0.482,0.503,-0.021,0.518,0.497,0.021,0.879,0.837,0.042,0.121,0.163,-0.042,0.555,0.57,-0.015,0.445,0.43,0.015
New York Knicks,"Kanter, Enes",38.0,41,-3.0,19.0,19,0.0,19.0,22,-3.0,0.5,0.463,0.037,25.2,25.1,0.1,0.767,0.739,0.028,0.233,0.261,-0.028,0.644,0.608,0.036,0.188,0.161,0.027,0.217,0.224,-0.007,0.075,0.053,0.022,0.138,0.169,-0.031,0.138,0.158,-0.02,0.457,0.447,0.01,0.46,0.523,-0.063,0.54,0.477,0.063,0.851,0.866,-0.015,0.149,0.134,0.015,0.532,0.591,-0.059,0.468,0.409,0.059
New York Knicks,"Kuzminskas, Mindaugas",1.0,41,-40.0,0.0,19,-19.0,1.0,22,-21.0,0.0,0.463,-0.463,1.9,48.4,-46.5,1.0,0.753,0.247,0.0,0.247,-0.247,0.0,0.626,-0.626,0.0,0.174,-0.174,0.0,0.22,-0.22,0.0,0.064,-0.064,0.0,0.154,-0.154,0.0,0.148,-0.148,0.0,0.452,-0.452,0.0,0.492,-0.492,0.0,0.508,-0.508,0.0,0.859,-0.859,0.0,0.141,-0.141,0.0,0.562,-0.562,0.0,0.438,-0.438
New York Knicks,"Lee, Courtney",41.0,41,0.0,19.0,19,0.0,22.0,22,0.0,0.463,0.463,0.0,33.0,15.5,17.5,0.759,0.739,0.02,0.241,0.261,-0.02,0.634,0.607,0.027,0.183,0.153,0.03,0.215,0.232,-0.017,0.073,0.042,0.031,0.151,0.161,-0.01,0.151,0.142,0.009,0.451,0.454,-0.003,0.486,0.505,-0.019,0.514,0.495,0.019,0.866,0.845,0.021,0.134,0.155,-0.021,0.556,0.574,-0.018,0.444,0.426,0.018
New York Knicks,"McDermott, Doug",41.0,41,0.0,19.0,19,0.0,22.0,22,0.0,0.463,0.463,0.0,23.9,24.6,-0.7,0.743,0.762,-0.019,0.257,0.238,0.019,0.615,0.636,-0.021,0.159,0.188,-0.029,0.228,0.213,0.015,0.052,0.074,-0.022,0.157,0.151,0.006,0.154,0.143,0.011,0.456,0.448,0.008,0.526,0.461,0.065,0.474,0.539,-0.065,0.865,0.853,0.012,0.135,0.147,-0.012,0.593,0.532,0.061,0.407,0.468,-0.061
New York Knicks,"Noah, Joakim",6.0,41,-35.0,1.0,19,-18.0,5.0,22,-17.0,0.167,0.463,-0.296,5.9,47.6,-41.7,0.688,0.754,-0.066,0.313,0.246,0.067,0.479,0.628,-0.149,0.141,0.174,-0.033,0.254,0.22,0.034,0.113,0.063,0.05,0.268,0.152,0.116,0.183,0.148,0.035,0.338,0.454,-0.116,0.529,0.491,0.038,0.471,0.509,-0.038,1.0,0.856,0.144,0.0,0.144,-0.144,0.652,0.56,0.092,0.348,0.44,-0.092
New York Knicks,"Ntilikina, Frank",38.0,41,-3.0,18.0,19,-1.0,20.0,22,-2.0,0.474,0.463,0.011,21.3,28.7,-7.4,0.745,0.758,-0.013,0.255,0.242,0.013,0.596,0.645,-0.049,0.159,0.184,-0.025,0.232,0.213,0.019,0.048,0.074,-0.026,0.172,0.143,0.029,0.162,0.139,0.023,0.437,0.461,-0.024,0.496,0.489,0.007,0.504,0.511,-0.007,0.831,0.879,-0.048,0.169,0.121,0.048,0.565,0.559,0.006,0.435,0.441,-0.006
New York Knicks,"O'Quinn, Kyle",41.0,41,0.0,19.0,19,0.0,22.0,22,0.0,0.463,0.463,0.0,17.0,31.5,-14.5,0.744,0.758,-0.014,0.256,0.242,0.014,0.62,0.628,-0.008,0.163,0.179,-0.016,0.227,0.217,0.01,0.045,0.074,-0.029,0.153,0.155,-0.002,0.16,0.142,0.018,0.457,0.449,0.008,0.529,0.472,0.057,0.471,0.528,-0.057,0.841,0.869,-0.028,0.159,0.131,0.028,0.59,0.546,0.044,0.41,0.454,-0.044
New York Knicks,"Porzingis, Kristaps",35.0,41,-6.0,18.0,19,-1.0,17.0,22,-5.0,0.514,0.463,0.051,33.0,20.3,12.7,0.745,0.765,-0.02,0.255,0.235,0.02,0.612,0.646,-0.034,0.181,0.163,0.018,0.23,0.206,0.024,0.08,0.04,0.04,0.158,0.148,0.01,0.132,0.173,-0.041,0.43,0.483,-0.053,0.48,0.508,-0.028,0.52,0.492,0.028,0.876,0.831,0.045,0.124,0.169,-0.045,0.559,0.565,-0.006,0.441,0.435,0.006
New York Knicks,"Sessions, Ramon",13.0,41,-28.0,3.0,19,-16.0,10.0,22,-12.0,0.231,0.463,-0.232,12.9,44.4,-31.5,0.753,0.753,0.0,0.247,0.247,0.0,0.648,0.624,0.024,0.131,0.177,-0.046,0.159,0.225,-0.066,0.044,0.065,-0.021,0.193,0.151,0.042,0.196,0.144,0.052,0.517,0.446,0.071,0.5,0.491,0.009,0.5,0.509,-0.009,0.941,0.854,0.087,0.059,0.146,-0.087,0.562,0.562,0.0,0.438,0.438,0.0
New York Knicks,"Thomas, Lance",38.0,41,-3.0,17.0,19,-2.0,21.0,22,-1.0,0.447,0.463,-0.016,18.9,31.0,-12.1,0.766,0.746,0.02,0.234,0.254,-0.02,0.64,0.618,0.022,0.187,0.166,0.021,0.211,0.226,-0.015,0.065,0.063,0.002,0.149,0.157,-0.008,0.161,0.142,0.019,0.452,0.451,0.001,0.444,0.519,-0.075,0.556,0.481,0.075,0.876,0.85,0.026,0.124,0.15,-0.026,0.521,0.584,-0.063,0.479,0.416,0.063
Orlando Magic,"Afflalo, Arron",33.0,42,-9.0,9.0,12,-3.0,24.0,30,-6.0,0.273,0.286,-0.013,13.4,37.6,-24.2,0.646,0.664,-0.018,0.354,0.336,0.018,0.552,0.555,-0.003,0.113,0.117,-0.004,0.296,0.297,-0.001,0.086,0.126,-0.04,0.152,0.148,0.004,0.123,0.151,-0.028,0.439,0.438,0.001,0.488,0.483,0.005,0.512,0.517,-0.005,0.826,0.887,-0.061,0.174,0.113,0.061,0.577,0.589,-0.012,0.423,0.411,0.012
Orlando Magic,"Artis, Jamel",5.0,42,-37.0,0.0,12,-12.0,5.0,30,-25.0,0.0,0.286,-0.286,11.0,46.8,-35.8,0.74,0.658,0.082,0.26,0.342,-0.082,0.612,0.553,0.059,0.099,0.117,-0.018,0.223,0.299,-0.076,0.099,0.118,-0.019,0.165,0.148,0.017,0.19,0.144,0.046,0.512,0.436,0.076,0.378,0.487,-0.109,0.622,0.513,0.109,0.778,0.876,-0.098,0.222,0.124,0.098,0.457,0.59,-0.133,0.543,0.41,0.133
Orlando Magic,"Augustin, D.J.",35.0,42,-7.0,10.0,12,-2.0,25.0,30,-5.0,0.286,0.286,0.0,20.5,31.1,-10.6,0.631,0.676,-0.045,0.369,0.324,0.045,0.521,0.572,-0.051,0.099,0.125,-0.026,0.309,0.29,0.019,0.093,0.13,-0.037,0.17,0.138,0.032,0.152,0.141,0.011,0.422,0.447,-0.025,0.485,0.484,0.001,0.515,0.516,-0.001,0.814,0.907,-0.093,0.186,0.093,0.093,0.578,0.591,-0.013,0.422,0.409,0.013
Orlando Magic,"Birch, Khem",7.0,42,-35.0,2.0,12,-10.0,5.0,30,-25.0,0.286,0.286,0.0,3.0,47.6,-44.6,0.806,0.659,0.147,0.194,0.341,-0.147,0.619,0.554,0.065,0.095,0.116,-0.021,0.143,0.298,-0.155,0.167,0.117,0.05,0.238,0.148,0.09,0.048,0.146,-0.098,0.524,0.437,0.087,0.692,0.482,0.21,0.308,0.518,-0.21,1.0,0.873,0.127,0.0,0.127,-0.127,0.733,0.585,0.148,0.267,0.415,-0.148
Orlando Magic,"Biyombo, Bismack",42.0,42,0.0,12.0,12,0.0,30.0,30,0.0,0.286,0.286,0.0,17.5,30.6,-13.1,0.693,0.642,0.051,0.307,0.358,-0.051,0.561,0.551,0.01,0.115,0.117,-0.002,0.277,0.306,-0.029,0.097,0.127,-0.03,0.162,0.143,0.019,0.121,0.157,-0.036,0.446,0.434,0.012,0.421,0.515,-0.094,0.579,0.485,0.094,0.872,0.875,-0.003,0.128,0.125,0.003,0.533,0.613,-0.08,0.467,0.387,0.08
Orlando Magic,"Fournier, Evan",34.0,42,-8.0,12.0,12,0.0,22.0,30,-8.0,0.353,0.286,0.067,32.5,21.8,10.7,0.649,0.674,-0.025,0.351,0.326,0.025,0.549,0.561,-0.012,0.117,0.115,0.002,0.307,0.283,0.024,0.134,0.095,0.039,0.144,0.156,-0.012,0.151,0.138,0.013,0.432,0.446,-0.014,0.509,0.451,0.058,0.491,0.549,-0.058,0.88,0.865,0.015,0.12,0.135,-0.015,0.61,0.555,0.055,0.39,0.445,-0.055
Orlando Magic,"Gordon, Aaron",33.0,42,-9.0,11.0,12,-1.0,22.0,30,-8.0,0.333,0.286,0.047,33.3,21.9,11.4,0.656,0.666,-0.01,0.344,0.334,0.01,0.554,0.555,-0.001,0.114,0.119,-0.005,0.3,0.293,0.007,0.13,0.101,0.029,0.146,0.152,-0.006,0.153,0.135,0.018,0.44,0.436,0.004,0.48,0.49,-0.01,0.52,0.51,0.01,0.863,0.888,-0.025,0.137,0.112,0.025,0.581,0.593,-0.012,0.419,0.407,0.012
Orlando Magic,"Hezonja, Mario",35.0,42,-7.0,8.0,12,-4.0,27.0,30,-3.0,0.229,0.286,-0.057,17.1,33.8,-16.7,0.669,0.657,0.012,0.331,0.343,-0.012,0.564,0.55,0.014,0.113,0.117,-0.004,0.293,0.298,-0.005,0.123,0.115,0.008,0.143,0.151,-0.008,0.136,0.149,-0.013,0.451,0.433,0.018,0.481,0.485,-0.004,0.519,0.515,0.004,0.873,0.874,-0.001,0.127,0.126,0.001,0.582,0.589,-0.007,0.418,0.411,0.007
Orlando Magic,"Isaac, Jonathan",15.0,42,-27.0,8.0,12,-4.0,7.0,30,-23.0,0.533,0.286,0.247,19.0,41.3,-22.3,0.688,0.656,0.032,0.312,0.344,-0.032,0.57,0.552,0.018,0.158,0.11,0.048,0.284,0.299,-0.015,0.093,0.121,-0.028,0.146,0.149,-0.003,0.148,0.145,0.003,0.412,0.442,-0.03,0.482,0.484,-0.002,0.518,0.516,0.002,0.891,0.871,0.02,0.109,0.129,-0.02,0.584,0.587,-0.003,0.416,0.413,0.003
Orlando Magic,"Iwundu, Wes",24.0,42,-18.0,5.0,12,-7.0,19.0,30,-11.0,0.208,0.286,-0.078,14.1,40.1,-26.0,0.686,0.655,0.031,0.314,0.345,-0.031,0.564,0.552,0.012,0.13,0.114,0.016,0.267,0.302,-0.035,0.106,0.119,-0.013,0.169,0.145,0.024,0.179,0.139,0.04,0.434,0.439,-0.005,0.519,0.478,0.041,0.481,0.522,-0.041,0.814,0.883,-0.069,0.186,0.117,0.069,0.589,0.586,0.003,0.411,0.414,-0.003
Orlando Magic,"Mack, Shelvin",30.0,42,-12.0,8.0,12,-4.0,22.0,30,-8.0,0.267,0.286,-0.019,16.9,36.0,-19.1,0.674,0.656,0.018,0.326,0.344,-0.018,0.54,0.559,-0.019,0.119,0.115,0.004,0.301,0.296,0.005,0.099,0.123,-0.024,0.159,0.145,0.014,0.149,0.144,0.005,0.421,0.444,-0.023,0.532,0.469,0.063,0.468,0.531,-0.063,0.901,0.865,0.036,0.099,0.135,-0.036,0.632,0.572,0.06,0.368,0.428,-0.06
Orlando Magic,"Payne, Adreian",5.0,42,-37.0,0.0,12,-12.0,5.0,30,-25.0,0.0,0.286,-0.286,8.5,47.1,-38.6,0.722,0.659,0.063,0.278,0.341,-0.063,0.584,0.554,0.03,0.112,0.116,-0.004,0.202,0.299,-0.097,0.09,0.118,-0.028,0.213,0.148,0.065,0.146,0.145,0.001,0.472,0.437,0.035,0.346,0.487,-0.141,0.654,0.513,0.141,1.0,0.872,0.128,0.0,0.128,-0.128,0.469,0.589,-0.12,0.531,0.411,0.12
Orlando Magic,"Payton, Elfrid",33.0,42,-9.0,7.0,12,-5.0,26.0,30,-4.0,0.212,0.286,-0.074,28.9,25.4,3.5,0.677,0.645,0.032,0.323,0.355,-0.032,0.587,0.523,0.064,0.115,0.118,-0.003,0.279,0.314,-0.035,0.147,0.09,0.057,0.134,0.163,-0.029,0.142,0.148,-0.006,0.473,0.406,0.067,0.472,0.497,-0.025,0.528,0.503,0.025,0.919,0.836,0.083,0.081,0.164,-0.083,0.58,0.594,-0.014,0.42,0.406,0.014
Orlando Magic,"Ross, Terrence",22.0,42,-20.0,9.0,12,-3.0,13.0,30,-17.0,0.409,0.286,0.123,26.2,34.4,-8.2,0.65,0.665,-0.015,0.35,0.335,0.015,0.546,0.558,-0.012,0.131,0.11,0.021,0.326,0.285,0.041,0.093,0.127,-0.034,0.127,0.158,-0.031,0.16,0.139,0.021,0.415,0.448,-0.033,0.531,0.465,0.066,0.469,0.535,-0.066,0.858,0.881,-0.023,0.142,0.119,0.023,0.624,0.571,0.053,0.376,0.429,-0.053
Orlando Magic,"Simmons, Jonathon",41.0,42,-1.0,12.0,12,0.0,29.0,30,-1.0,0.293,0.286,0.007,28.5,20.3,8.2,0.667,0.651,0.016,0.333,0.349,-0.016,0.561,0.546,0.015,0.116,0.116,0.0,0.286,0.311,-0.025,0.132,0.098,0.034,0.153,0.143,0.01,0.134,0.16,-0.026,0.444,0.43,0.014,0.442,0.54,-0.098,0.558,0.46,0.098,0.903,0.838,0.065,0.097,0.162,-0.065,0.559,0.622,-0.063,0.441,0.378,0.063
Orlando Magic,"Speights, Marreese",33.0,42,-9.0,8.0,12,-4.0,25.0,30,-5.0,0.242,0.286,-0.044,13.3,37.7,-24.4,0.593,0.679,-0.086,0.407,0.321,0.086,0.491,0.572,-0.081,0.097,0.121,-0.024,0.337,0.286,0.051,0.086,0.126,-0.04,0.172,0.142,0.03,0.132,0.149,-0.017,0.394,0.45,-0.056,0.431,0.496,-0.065,0.569,0.504,0.065,0.858,0.879,-0.021,0.142,0.121,0.021,0.565,0.592,-0.027,0.435,0.408,0.027
Orlando Magic,"Vucevic, Nikola",34.0,42,-8.0,11.0,12,-1.0,23.0,30,-7.0,0.324,0.286,0.038,29.9,23.9,6.0,0.655,0.666,-0.011,0.345,0.334,0.011,0.561,0.547,0.014,0.119,0.113,0.006,0.304,0.288,0.016,0.127,0.106,0.021,0.135,0.165,-0.03,0.154,0.135,0.019,0.442,0.433,0.009,0.526,0.434,0.092,0.474,0.566,-0.092,0.884,0.862,0.022,0.116,0.138,-0.022,0.621,0.545,0.076,0.379,0.455,-0.076
Indiana Pacers,"Anigbogu, Ike",7.0,41,-34.0,3.0,21,-18.0,4.0,20,-16.0,0.429,0.512,-0.083,3.0,47.7,-44.7,0.69,0.71,-0.02,0.31,0.29,0.02,0.561,0.594,-0.033,0.211,0.175,0.036,0.263,0.264,-0.001,0.018,0.14,-0.122,0.175,0.142,0.033,0.105,0.171,-0.066,0.351,0.419,-0.068,0.125,0.474,-0.349,0.875,0.526,0.349,0.8,0.817,-0.017,0.2,0.183,0.017,0.286,0.553,-0.267,0.714,0.447,0.267
Indiana Pacers,"Bogdanovic, Bojan",40.0,41,-1.0,20.0,21,-1.0,20.0,20,0.0,0.5,0.512,-0.012,31.1,17.9,13.2,0.697,0.731,-0.034,0.303,0.269,0.034,0.59,0.599,-0.009,0.161,0.199,-0.038,0.273,0.249,0.024,0.161,0.102,0.059,0.136,0.152,-0.016,0.167,0.174,-0.007,0.429,0.4,0.029,0.484,0.448,0.036,0.516,0.552,-0.036,0.829,0.794,0.035,0.171,0.206,-0.035,0.566,0.523,0.043,0.434,0.477,-0.043
Indiana Pacers,"Collison, Darren",40.0,41,-1.0,20.0,21,-1.0,20.0,20,0.0,0.5,0.512,-0.012,30.1,18.9,11.2,0.706,0.715,-0.009,0.294,0.285,0.009,0.58,0.617,-0.037,0.174,0.178,-0.004,0.279,0.239,0.04,0.15,0.119,0.031,0.141,0.144,-0.003,0.171,0.168,0.003,0.405,0.439,-0.034,0.505,0.416,0.089,0.495,0.584,-0.089,0.831,0.788,0.043,0.169,0.212,-0.043,0.584,0.492,0.092,0.416,0.508,-0.092
Indiana Pacers,"Jefferson, Al",14.0,41,-27.0,5.0,21,-16.0,9.0,20,-11.0,0.357,0.512,-0.155,13.2,43.7,-30.5,0.769,0.704,0.065,0.231,0.296,-0.065,0.632,0.59,0.042,0.189,0.175,0.014,0.201,0.27,-0.069,0.082,0.144,-0.062,0.167,0.14,0.027,0.159,0.171,-0.012,0.443,0.415,0.028,0.417,0.476,-0.059,0.583,0.524,0.059,0.778,0.819,-0.041,0.222,0.181,0.041,0.481,0.556,-0.075,0.519,0.444,0.075
Indiana Pacers,"Joseph, Cory",41.0,41,0.0,21.0,21,0.0,20.0,20,0.0,0.512,0.512,0.0,25.6,22.7,2.9,0.716,0.702,0.014,0.284,0.298,-0.014,0.606,0.58,0.026,0.186,0.165,0.021,0.248,0.281,-0.033,0.119,0.16,-0.041,0.146,0.138,0.008,0.165,0.175,-0.01,0.42,0.415,0.005,0.447,0.497,-0.05,0.553,0.503,0.05,0.818,0.815,0.003,0.182,0.185,-0.003,0.527,0.574,-0.047,0.473,0.426,0.047
Indiana Pacers,"Leaf, TJ",32.0,41,-9.0,17.0,21,-4.0,15.0,20,-5.0,0.531,0.512,0.019,9.5,40.8,-31.3,0.76,0.7,0.06,0.24,0.3,-0.06,0.64,0.586,0.054,0.219,0.168,0.051,0.212,0.273,-0.061,0.101,0.145,-0.044,0.149,0.141,0.008,0.15,0.173,-0.023,0.42,0.417,0.003,0.399,0.484,-0.085,0.601,0.516,0.085,0.851,0.812,0.039,0.149,0.188,-0.039,0.481,0.562,-0.081,0.519,0.438,0.081
Indiana Pacers,"Oladipo, Victor",36.0,41,-5.0,21.0,21,0.0,15.0,20,-5.0,0.583,0.512,0.071,34.2,18.3,15.9,0.698,0.729,-0.031,0.302,0.271,0.031,0.578,0.621,-0.043,0.175,0.178,-0.003,0.273,0.248,0.025,0.161,0.098,0.063,0.149,0.13,0.019,0.182,0.149,0.033,0.404,0.443,-0.039,0.471,0.469,0.002,0.529,0.531,-0.002,0.78,0.886,-0.106,0.22,0.114,0.106,0.545,0.557,-0.012,0.455,0.443,0.012
Indiana Pacers,"Poythress, Alex",15.0,41,-26.0,6.0,21,-15.0,9.0,20,-11.0,0.4,0.512,-0.112,4.7,46.5,-41.8,0.693,0.71,-0.017,0.307,0.29,0.017,0.6,0.594,0.006,0.113,0.178,-0.065,0.281,0.263,0.018,0.044,0.142,-0.098,0.119,0.143,-0.024,0.206,0.168,0.038,0.488,0.415,0.073,0.333,0.475,-0.142,0.667,0.525,0.142,0.867,0.815,0.052,0.133,0.185,-0.052,0.46,0.553,-0.093,0.54,0.447,0.093
Indiana Pacers,"Sabonis, Domantas",39.0,41,-2.0,21.0,21,0.0,18.0,20,-2.0,0.538,0.512,0.026,24.6,24.8,-0.2,0.73,0.69,0.04,0.27,0.31,-0.04,0.619,0.57,0.049,0.165,0.186,-0.021,0.233,0.293,-0.06,0.129,0.146,-0.017,0.148,0.137,0.011,0.162,0.177,-0.015,0.455,0.383,0.072,0.471,0.469,0.002,0.529,0.531,-0.002,0.855,0.788,0.067,0.145,0.212,-0.067,0.548,0.551,-0.003,0.452,0.449,0.003
