球员,球队,对阵,时间,状态,首发,出场时间,三分球命中,三分球出手,两分球命中,两分球出手,罚球命中,罚球出手,进攻,篮板,助攻,抢断,盖帽,失误,犯规,得分,编号
高诗岩,辽宁,广厦,2017-02-24,124:114(已结束),0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501726
卫猛,辽宁,广厦,2017-02-24,124:114(已结束),0,19.7,0,0,1,1,1,2,1,3,0,0,0,1,5,3,501895
兰多夫,辽宁,广厦,2017-02-24,124:114(已结束),0,29.3,3,6,7,11,2,2,3,11,1,0,0,4,4,25,501557
杨鸣,辽宁,广厦,2017-02-24,124:114(已结束),0,7.3,0,0,1,2,0,0,0,0,0,0,0,0,0,2,100129
队伍,辽宁,广厦,2017-02-24,124:114(已结束),0,-,0,0,0,0,0,0,1,2,0,0,0,0,0,0,Te011
林志杰,广厦,辽宁,2017-02-24,124:114(已结束),1,39.7,3,7,4,4,6,7,0,6,6,2,0,6,4,23,500704
胡金秋,广厦,辽宁,2017-02-24,124:114(已结束),1,42.3,0,0,6,11,2,2,3,7,1,0,1,2,3,14,502672
考特尼·福特森,广厦,辽宁,2017-02-24,124:114(已结束),1,43.2,2,11,3,5,12,12,2,8,8,3,0,7,2,24,503548
李京龙,广厦,辽宁,2017-02-24,124:114(已结束),1,32.5,5,11,0,0,0,2,2,2,0,0,0,2,4,15,501406
王征,广厦,辽宁,2017-02-24,124:114(已结束),1,9.0,0,0,1,1,2,2,1,4,0,0,0,0,0,4,500347
苏若禹,广厦,辽宁,2017-02-24,124:114(已结束),0,17.0,0,0,1,2,2,3,4,4,0,1,0,0,5,4,501181
孙铭徽,广厦,辽宁,2017-02-24,124:114(已结束),0,4.8,0,0,2,3,0,0,1,1,0,0,0,1,2,4,501747
赵岩昊,广厦,辽宁,2017-02-24,124:114(已结束),0,8.4,1,1,0,0,0,0,1,1,0,0,0,2,1,3,501752
刘铮,广厦,辽宁,2017-02-24,124:114(已结束),0,15.5,0,3,1,4,0,0,0,1,2,0,1,0,0,2,503536
伊莱·霍尔曼,广厦,辽宁,2017-02-24,124:114(已结束),0,27.7,0,0,9,11,3,4,4,6,0,0,0,2,4,21,502309
队伍,广厦,辽宁,2017-02-24,124:114(已结束),0,-,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Te028
孟达,四川,广东,2017-02-24,91:111(已结束),1,27.6,0,5,4,8,0,0,0,1,0,0,0,1,6,8,100026
刘炜,四川,广东,2017-02-24,91:111(已结束),1,34.1,1,2,4,9,1,2,1,1,2,0,0,1,2,12,100060
陈晓东,四川,广东,2017-02-24,91:111(已结束),1,16.1,0,0,4,5,2,4,0,3,0,0,0,0,1,10,100214
张春军,四川,广东,2017-02-24,91:111(已结束),1,32.1,0,1,0,4,1,2,1,4,2,0,0,1,2,1,501156
哈达迪,四川,广东,2017-02-24,91:111(已结束),1,34.5,1,2,5,10,4,5,7,19,2,1,3,3,3,17,501880
迈克·哈里斯,四川,广东,2017-02-24,91:111(已结束),0,36.8,6,12,6,12,3,7,2,11,2,0,0,0,4,33,500400
王汝恒,四川,广东,2017-02-24,91:111(已结束),0,34.7,0,5,1,4,2,2,0,1,1,1,0,0,1,4,501163
吴楠,四川,广东,2017-02-24,91:111(已结束),0,15.6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,500533
蔡晨,四川,广东,2017-02-24,91:111(已结束),0,8.5,0,1,1,3,4,4,0,0,0,0,0,0,4,6,501343
多纳德·斯隆,广东,四川,2017-02-24,91:111(已结束),1,31.6,2,7,5,11,0,0,1,4,4,0,0,1,1,16,501573
赵睿,广东,四川,2017-02-24,91:111(已结束),1,23.9,0,2,2,3,0,0,1,2,3,2,0,1,5,4,501938
任骏飞,广东,四川,2017-02-24,91:111(已结束),1,22.0,0,1,0,1,0,0,0,5,3,0,1,0,2,0,500672
易建联,广东,四川,2017-02-24,91:111(已结束),1,27.3,2,5,4,9,5,5,3,9,0,1,1,2,1,19,100004
周鹏,广东,四川,2017-02-24,91:111(已结束),1,34.1,4,7,7,11,2,2,1,5,1,1,0,2,4,28,100007
董瀚麟,广东,四川,2017-02-24,91:111(已结束),0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,500539
周湛东,广东,四川,2017-02-24,91:111(已结束),0,7.8,0,2,0,0,0,0,0,2,1,0,0,1,1,0,501893
布泽尔,广东,四川,2017-02-24,91:111(已结束),0,38.1,0,0,11,18,6,8,6,21,3,0,0,2,4,28,503552
陈江华,广东,四川,2017-02-24,91:111(已结束),0,11.9,0,0,1,2,0,0,0,0,3,0,0,0,0,2,100002
高尚,广东,四川,2017-02-24,91:111(已结束),0,11.3,0,0,1,2,3,6,4,5,0,0,0,0,2,5,501401
朱芳雨,广东,四川,2017-02-24,91:111(已结束),0,29.7,3,7,0,0,0,0,0,5,1,0,1,0,3,9,100003
杰里米·帕戈,深圳,上海,2017-02-24,115:75(已结束),1,37.7,2,6,10,18,3,5,1,6,9,2,0,5,0,29,503173
顾全,深圳,上海,2017-02-24,115:75(已结束),1,28.6,2,5,2,2,0,0,2,7,0,0,1,1,1,10,501176
李慕豪,深圳,上海,2017-02-24,115:75(已结束),1,31.0,0,0,8,10,2,3,2,7,2,1,1,3,3,18,501178
代怀博,深圳,上海,2017-02-24,115:75(已结束),1,13.9,0,2,0,1,0,0,0,2,0,0,0,0,4,0,501413
孟铎,深圳,上海,2017-02-24,115:75(已结束),1,31.2,3,3,0,2,0,0,0,7,4,1,0,1,1,9,100111
赵捷,深圳,上海,2017-02-24,115:75(已结束),0,8.5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,500666
何忠勉,深圳,上海,2017-02-24,115:75(已结束),0,21.4,2,3,3,4,0,0,0,3,0,0,0,1,3,12,500665
沈梓捷,深圳,上海,2017-02-24,115:75(已结束),0,16.8,0,0,4,5,1,2,2,4,1,0,1,1,2,9,501674
于德豪,深圳,上海,2017-02-24,115:75(已结束),0,16.7,0,1,0,1,0,0,2,3,4,1,0,1,2,0,501678
马齐·兰佩,深圳,上海,2017-02-24,115:75(已结束),0,34.4,2,6,9,15,4,4,1,10,2,5,0,2,2,28,503546
队伍,深圳,上海,2017-02-24,115:75(已结束),0,-,0,0,0,0,0,0,3,6,0,0,0,0,0,0,Te025
刘晓宇,上海,深圳,2017-02-24,115:75(已结束),1,38.0,1,8,3,12,1,1,0,8,3,2,0,3,2,10,100006
卢伟,上海,深圳,2017-02-24,115:75(已结束),1,31.4,2,8,0,3,2,2,0,4,0,1,0,2,1,8,100128
张兆旭,上海,深圳,2017-02-24,115:75(已结束),1,33.0,0,0,5,9,5,6,5,7,0,0,1,0,1,15,501069
翟逸,上海,深圳,2017-02-24,115:75(已结束),1,38.2,0,4,2,4,1,1,2,6,0,2,1,2,2,5,501470
亚布塞莱,上海,深圳,2017-02-24,115:75(已结束),1,48.0,2,10,9,15,7,10,6,13,3,3,1,5,1,31,503550
鞠鹏,上海,深圳,2017-02-24,115:75(已结束),0,2.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,101765
曾文鼎,上海,深圳,2017-02-24,115:75(已结束),0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,501306
蔡亮,上海,深圳,2017-02-24,115:75(已结束),0,24.1,0,2,1,5,0,0,1,4,0,0,0,2,1,2,500367
唐子豪,上海,深圳,2017-02-24,115:75(已结束),0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503537
葛暘,上海,深圳,2017-02-24,115:75(已结束),0,11.5,0,2,0,2,0,0,0,1,0,0,0,1,1,0,501168
吴冠希,上海,深圳,2017-02-24,115:75(已结束),0,8.3,0,0,2,2,0,0,1,1,0,0,1,0,2,4,501882
队伍,上海,深圳,2017-02-24,115:75(已结束),0,-,0,0,0,0,0,0,2,2,0,0,0,0,0,0,Te009
周琦,新疆,山东,2017-02-26,119:104(已结束),1,15.5,0,0,0,2,4,4,2,3,1,1,2,3,1,4,501738
达柳斯·亚当斯,新疆,山东,2017-02-26,119:104(已结束),1,42.2,4,14,6,12,13,15,0,4,3,1,0,2,3,37,503547
可兰白克-马坎,新疆,山东,2017-02-26,119:104(已结束),1,32.0,5,9,3,5,5,6,2,4,0,0,0,2,4,26,501464
西热力江,新疆,山东,2017-02-26,119:104(已结束),1,32.3,5,11,0,0,0,0,1,4,2,4,0,0,5,15,500555
俞长栋,新疆,山东,2017-02-26,119:104(已结束),1,26.5,0,1,3,3,2,2,4,9,2,1,0,1,6,8,501179
王政博,新疆,山东,2017-02-26,119:104(已结束),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501734
阿不都沙拉木,新疆,山东,2017-02-26,119:104(已结束),0,5.9,0,1,1,2,0,0,1,2,1,0,0,1,2,2,501983
安德雷.布拉切,新疆,山东,2017-02-26,119:104(已结束),0,25.9,2,3,3,6,4,6,3,12,9,2,0,4,0,16,502328
罗旭东,新疆,山东,2017-02-26,119:104(已结束),0,19.9,0,1,0,0,1,2,1,1,0,1,0,1,3,1,100072
王子瑞,新疆,山东,2017-02-26,119:104(已结束),0,17.6,0,2,2,5,0,0,1,2,3,1,0,0,1,4,501301
孙桐林,新疆,山东,2017-02-26,119:104(已结束),0,22.2,0,0,2,4,2,2,2,7,1,0,0,1,3,6,501177
队伍,新疆,山东,2017-02-26,119:104(已结束),0,-,0,0,0,0,0,0,3,3,0,0,0,0,0,0,Te008
吴轲,山东,新疆,2017-02-26,119:104(已结束),1,31.4,2,6,0,3,2,4,1,7,4,0,2,1,3,8,100221
丁彦雨航,山东,新疆,2017-02-26,119:104(已结束),1,36.0,2,5,5,7,5,7,0,1,2,1,0,5,6,21,501310
刘冠岑,山东,新疆,2017-02-26,119:104(已结束),1,27.6,0,0,1,2,1,4,2,4,0,1,0,1,4,3,501697
张辉,山东,新疆,2017-02-26,119:104(已结束),1,29.7,5,7,1,2,2,2,0,2,2,0,0,2,3,19,501709
贾森·汤普森,山东,新疆,2017-02-26,119:104(已结束),1,32.0,0,0,7,10,2,5,3,6,3,2,0,3,6,16,503568
亚力山大凯撒,山东,新疆,2017-02-26,119:104(已结束),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ca393
潘宁,山东,新疆,2017-02-26,119:104(已结束),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501701
李敬宇,山东,新疆,2017-02-26,119:104(已结束),0,12.0,3,4,0,0,0,0,0,0,0,0,0,0,2,9,500331
陶汉林,山东,新疆,2017-02-26,119:104(已结束),0,20.0,0,1,4,7,0,2,4,7,2,1,2,2,5,10,500684
AJ·普莱斯,山东,新疆,2017-02-26,119:104(已结束),0,38.8,1,8,5,11,5,5,2,10,7,1,0,2,0,18,503165
贾诚,山东,新疆,2017-02-26,119:104(已结束),0,6.9,0,1,0,0,0,0,0,1,0,0,0,0,3,0,501161
队伍,山东,新疆,2017-02-26,119:104(已结束),0,-,0,0,0,0,0,0,1,2,0,0,0,0,0,0,Te006
王征,广厦,辽宁,2017-02-26,118:110(已结束),1,11.2,0,0,0,1,0,0,1,1,0,0,0,0,1,0,500347
林志杰,广厦,辽宁,2017-02-26,118:110(已结束),1,46.4,3,11,5,9,4,4,1,8,5,2,0,6,5,23,500704
胡金秋,广厦,辽宁,2017-02-26,118:110(已结束),1,33.5,0,0,11,13,3,4,2,9,0,0,0,1,5,25,502672
刘铮,广厦,辽宁,2017-02-26,118:110(已结束),1,41.4,3,7,7,11,9,10,3,6,0,4,0,2,4,32,503536
考特尼·福特森,广厦,辽宁,2017-02-26,118:110(已结束),1,48.0,1,7,5,11,12,15,4,12,18,4,0,7,2,25,503548
苏若禹,广厦,辽宁,2017-02-26,118:110(已结束),0,18.0,0,0,1,3,0,0,0,1,0,0,0,0,2,2,501181
孙铭徽,广厦,辽宁,2017-02-26,118:110(已结束),0,0.8,0,0,0,0,0,2,0,1,0,0,0,1,1,0,501747
赵岩昊,广厦,辽宁,2017-02-26,118:110(已结束),0,12.1,1,4,0,0,0,0,1,1,1,0,0,0,6,3,501752
伊莱·霍尔曼,广厦,辽宁,2017-02-26,118:110(已结束),0,24.0,0,0,3,4,2,5,1,4,2,2,1,2,2,8,502309
李京龙,广厦,辽宁,2017-02-26,118:110(已结束),0,4.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,501406
队伍,广厦,辽宁,2017-02-26,118:110(已结束),0,-,0,0,0,0,0,0,3,5,0,0,0,0,0,0,Te028
郭艾伦,辽宁,广厦,2017-02-26,118:110(已结束),1,37.7,2,3,5,10,8,10,1,2,1,2,0,5,3,24,501070
刘志轩,辽宁,广厦,2017-02-26,118:110(已结束),1,27.3,1,2,0,0,0,0,0,3,1,1,0,3,3,3,501170
莱斯特·哈德森,辽宁,广厦,2017-02-26,118:110(已结束),1,44.8,7,19,6,7,11,11,1,7,5,2,1,2,2,44,501217
卫猛,辽宁,广厦,2017-02-26,118:110(已结束),1,19.0,0,0,1,1,0,0,0,3,0,0,1,1,2,2,501895
韩德君,辽宁,广厦,2017-02-26,118:110(已结束),1,19.8,0,0,0,4,1,2,2,6,0,2,2,0,6,1,500345
赵继伟,辽宁,广厦,2017-02-26,118:110(已结束),0,29.6,1,4,3,4,5,6,1,5,2,4,0,4,5,14,501736
郭士强,辽宁,广厦,2017-02-26,118:110(已结束),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ca022
高诗岩,辽宁,广厦,2017-02-26,118:110(已结束),0,5.7,0,0,0,1,0,0,0,0,1,2,0,1,1,0,501726
郭旭,辽宁,广厦,2017-02-26,118:110(已结束),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501727
杨鸣,辽宁,广厦,2017-02-26,118:110(已结束),0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100129
兰多夫,辽宁,广厦,2017-02-26,118:110(已结束),0,27.2,1,5,7,12,3,4,4,7,2,1,1,3,5,20,501557
廉明,辽宁,广厦,2017-02-26,118:110(已结束),0,20.1,0,1,1,1,0,0,0,3,0,0,0,2,2,2,501171
队伍,辽宁,广厦,2017-02-26,118:110(已结束),0,-,0,0,0,0,0,0,3,6,0,0,0,0,0,0,Te011
多纳德·斯隆,广东,四川,2017-02-26,123:99(已结束),1,36.5,1,5,9,15,4,5,0,3,6,2,0,2,1,25,501573
赵睿,广东,四川,2017-02-26,123:99(已结束),1,26.7,1,3,1,1,0,0,0,5,5,0,1,3,5,5,501938
任骏飞,广东,四川,2017-02-26,123:99(已结束),1,21.5,0,0,5,7,1,2,3,5,2,1,0,1,0,11,500672
易建联,广东,四川,2017-02-26,123:99(已结束),1,28.0,2,3,5,10,1,2,1,8,3,2,0,0,0,17,100004
周鹏,广东,四川,2017-02-26,123:99(已结束),1,30.6,4,6,8,12,2,4,1,3,2,2,0,1,0,30,100007
布泽尔,广东,四川,2017-02-26,123:99(已结束),0,30.7,0,0,10,14,0,0,4,11,1,1,1,2,4,20,503552
董瀚麟,广东,四川,2017-02-26,123:99(已结束),0,4.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500539
高尚,广东,四川,2017-02-26,123:99(已结束),0,22.5,0,0,1,1,2,2,1,2,1,0,0,1,4,4,501401
朱芳雨,广东,四川,2017-02-26,123:99(已结束),0,27.5,3,7,0,1,0,0,1,6,1,3,0,2,4,9,100003
陈江华,广东,四川,2017-02-26,123:99(已结束),0,8.9,0,1,1,2,0,0,0,0,2,1,0,0,0,2,100002
周湛东,广东,四川,2017-02-26,123:99(已结束),0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501893
队伍,广东,四川,2017-02-26,123:99(已结束),0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Te007
孟达,四川,广东,2017-02-26,123:99(已结束),1,31.3,3,5,2,4,0,0,0,0,3,2,0,3,1,13,100026
刘炜,四川,广东,2017-02-26,123:99(已结束),1,38.6,2,6,6,10,2,2,0,2,8,2,0,1,2,20,100060
迈克·哈里斯,四川,广东,2017-02-26,123:99(已结束),1,44.9,2,7,4,8,4,4,1,13,2,2,2,4,2,18,500400
张春军,四川,广东,2017-02-26,123:99(已结束),1,23.2,0,0,1,1,0,0,1,3,0,0,0,1,2,2,501156
徐韬,四川,广东,2017-02-26,123:99(已结束),1,23.5,0,0,1,2,0,2,0,3,0,1,1,0,1,2,501311
王汝恒,四川,广东,2017-02-26,123:99(已结束),0,34.1,2,6,4,7,0,2,1,2,2,2,0,3,3,14,501163
陈晓东,四川,广东,2017-02-26,123:99(已结束),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100214
吴楠,四川,广东,2017-02-26,123:99(已结束),0,4.8,0,1,0,0,1,2,0,0,0,0,0,1,1,1,500533
陈辰,四川,广东,2017-02-26,123:99(已结束),0,12.9,3,4,0,0,0,0,0,1,0,0,0,1,1,9,502296
蔡晨,四川,广东,2017-02-26,123:99(已结束),0,24.5,0,3,6,11,5,6,1,1,1,1,0,1,4,17,501343
杨越,四川,广东,2017-02-26,123:99(已结束),0,2.2,0,0,1,1,1,1,0,0,0,0,0,0,1,3,501309
队伍,四川,广东,2017-02-26,123:99(已结束),0,-,0,0,0,0,0,0,0,3,0,0,0,1,0,0,NTe003
张兆旭,上海,深圳,2017-02-26,107:99(已结束),1,45.1,0,1,3,4,1,1,1,11,0,1,3,2,2,7,501069
弗雷戴特,上海,深圳,2017-02-26,107:99(已结束),1,44.1,4,17,10,21,7,8,2,10,2,1,0,4,1,39,503551
刘晓宇,上海,深圳,2017-02-26,107:99(已结束),1,51.6,2,8,4,8,7,8,2,9,3,2,0,3,3,21,100006
曾文鼎,上海,深圳,2017-02-26,107:99(已结束),1,27.8,0,2,0,0,0,0,0,4,1,2,1,2,3,0,501306
翟逸,上海,深圳,2017-02-26,107:99(已结束),1,20.6,0,1,2,3,1,2,3,4,1,1,0,0,2,5,501470
亚布塞莱,上海,深圳,2017-02-26,107:99(已结束),0,32.8,3,6,7,11,4,6,4,10,3,0,3,3,3,27,503550
葛暘,上海,深圳,2017-02-26,107:99(已结束),0,0.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,501168
卢伟,上海,深圳,2017-02-26,107:99(已结束),0,15.7,1,4,0,1,2,2,0,2,0,0,0,1,2,5,100128
蔡亮,上海,深圳,2017-02-26,107:99(已结束),0,26.5,1,1,0,3,0,0,4,8,0,2,1,1,4,3,500367
队伍,上海,深圳,2017-02-26,107:99(已结束),0,-,0,0,0,0,0,0,5,8,0,0,0,0,0,0,Te009
孟铎,深圳,上海,2017-02-26,107:99(已结束),1,38.0,1,11,1,5,0,0,1,1,2,1,0,1,3,5,100111
杰里米·帕戈,深圳,上海,2017-02-26,107:99(已结束),1,44.6,4,11,5,11,0,0,0,7,7,5,2,2,3,22,503173
张凯,深圳,上海,2017-02-26,107:99(已结束),1,4.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,100107
顾全,深圳,上海,2017-02-26,107:99(已结束),1,45.3,5,12,4,7,2,2,4,8,1,2,0,3,5,25,501176
李慕豪,深圳,上海,2017-02-26,107:99(已结束),1,40.0,0,0,9,13,4,7,3,12,1,0,0,1,1,22,501178
罗汉琛,深圳,上海,2017-02-26,107:99(已结束),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501532
沈梓捷,深圳,上海,2017-02-26,107:99(已结束),0,4.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,501674
于德豪,深圳,上海,2017-02-26,107:99(已结束),0,9.9,0,1,1,2,0,0,0,3,0,1,0,1,4,2,501678
马齐·兰佩,深圳,上海,2017-02-26,107:99(已结束),0,32.4,2,4,5,12,1,2,3,10,4,1,2,1,4,17,503546
代怀博,深圳,上海,2017-02-26,107:99(已结束),0,24.4,0,3,1,2,2,2,1,4,0,0,0,2,3,4,501413
何忠勉,深圳,上海,2017-02-26,107:99(已结束),0,21.4,0,2,0,1,2,2,0,2,2,1,0,2,3,2,500665
队伍,深圳,上海,2017-02-26,107:99(已结束),0,-,0,0,0,0,0,0,5,6,0,0,0,0,0,0,Te025
可兰白克-马坎,新疆,山东,2017-03-01,102:93(已结束),1,37.3,5,10,4,6,4,4,4,5,0,2,0,3,1,27,501464
达柳斯·亚当斯,新疆,山东,2017-03-01,102:93(已结束),1,37.5,3,9,5,12,2,2,2,8,6,4,0,3,3,21,503547
孙桐林,新疆,山东,2017-03-01,102:93(已结束),1,34.5,0,0,4,5,2,2,1,5,3,0,0,4,2,10,501177
俞长栋,新疆,山东,2017-03-01,102:93(已结束),1,27.1,0,1,2,3,2,2,4,7,2,2,1,1,2,6,501179
西热力江,新疆,山东,2017-03-01,102:93(已结束),1,35.9,1,8,1,1,0,0,0,4,2,3,0,1,5,5,500555
安德雷.布拉切,新疆,山东,2017-03-01,102:93(已结束),0,34.5,1,3,5,10,2,4,1,6,6,2,1,3,4,15,502328
罗旭东,新疆,山东,2017-03-01,102:93(已结束),0,12.5,0,1,0,0,0,0,0,1,0,0,0,0,2,0,100072
李根,新疆,山东,2017-03-01,102:93(已结束),0,20.8,3,5,4,4,1,2,0,1,1,1,0,0,2,18,500536
队伍,新疆,山东,2017-03-01,102:93(已结束),0,-,0,0,0,0,0,0,2,4,0,0,0,1,0,0,Te008
吴轲,山东,新疆,2017-03-01,102:93(已结束),1,41.5,2,5,4,4,0,0,1,3,0,2,1,3,3,14,100221
陶汉林,山东,新疆,2017-03-01,102:93(已结束),1,31.6,0,0,2,2,0,2,3,7,2,0,1,1,2,4,500684
刘冠岑,山东,新疆,2017-03-01,102:93(已结束),1,21.3,0,1,0,0,1,2,0,1,1,1,0,2,3,1,501697
AJ·普莱斯,山东,新疆,2017-03-01,102:93(已结束),1,46.1,7,15,7,11,9,9,0,6,6,1,0,5,2,44,503165
丁彦雨航,山东,新疆,2017-03-01,102:93(已结束),1,37.2,0,6,7,10,4,6,0,3,1,1,0,7,3,18,501310
李敬宇,山东,新疆,2017-03-01,102:93(已结束),0,23.2,2,3,0,1,0,0,0,2,1,0,0,2,1,6,500331
贾诚,山东,新疆,2017-03-01,102:93(已结束),0,1.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,501161
杨力,山东,新疆,2017-03-01,102:93(已结束),0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100024
潘宁,山东,新疆,2017-03-01,102:93(已结束),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501701
贾森·汤普森,山东,新疆,2017-03-01,102:93(已结束),0,22.6,0,0,2,4,2,5,1,4,2,1,4,2,4,6,503568
张辉,山东,新疆,2017-03-01,102:93(已结束),0,13.1,0,2,0,0,0,0,1,1,0,0,0,0,6,0,501709
队伍,山东,新疆,2017-03-01,102:93(已结束),0,-,0,0,0,0,0,0,2,7,0,0,0,0,0,0,Te006
王征,广厦,辽宁,2017-03-01,100:117(已结束),1,25.2,0,0,1,3,0,0,2,6,0,2,0,2,2,2,500347
林志杰,广厦,辽宁,2017-03-01,100:117(已结束),1,37.3,0,7,4,7,5,5,1,5,4,0,0,1,1,13,500704
胡金秋,广厦,辽宁,2017-03-01,100:117(已结束),1,41.2,0,0,3,5,5,7,4,9,1,0,0,1,0,11,502672
刘铮,广厦,辽宁,2017-03-01,100:117(已结束),1,36.8,3,10,9,10,0,3,1,3,0,4,0,2,3,27,503536
考特尼·福特森,广厦,辽宁,2017-03-01,100:117(已结束),1,46.9,2,9,7,12,8,9,2,4,7,4,0,6,4,28,503548
赵岩昊,广厦,辽宁,2017-03-01,100:117(已结束),0,7.2,0,2,0,2,1,2,1,1,0,1,0,1,0,1,501752
李京龙,广厦,辽宁,2017-03-01,100:117(已结束),0,14.8,0,6,0,2,0,0,0,1,0,0,0,0,1,0,501406
伊莱·霍尔曼,广厦,辽宁,2017-03-01,100:117(已结束),0,24.0,0,0,4,6,5,5,1,6,0,1,0,0,2,13,502309
苏若禹,广厦,辽宁,2017-03-01,100:117(已结束),0,5.6,0,0,1,1,0,0,0,1,0,0,0,0,3,2,501181
孙铭徽,广厦,辽宁,2017-03-01,100:117(已结束),0,1.1,1,1,0,0,0,0,0,0,0,1,0,0,1,3,501747
队伍,广厦,辽宁,2017-03-01,100:117(已结束),0,-,0,0,0,0,0,0,4,6,0,0,0,0,0,0,Te028
莱斯特·哈德森,辽宁,广厦,2017-03-01,100:117(已结束),1,43.7,5,10,8,11,2,2,2,6,4,4,1,6,4,33,501217
韩德君,辽宁,广厦,2017-03-01,100:117(已结束),1,36.2,0,0,6,11,2,2,6,21,1,1,1,2,4,14,500345
郭艾伦,辽宁,广厦,2017-03-01,100:117(已结束),1,38.8,3,8,10,12,4,5,1,7,2,3,0,2,4,33,501070
刘志轩,辽宁,广厦,2017-03-01,100:117(已结束),1,24.8,1,4,2,4,0,0,0,2,2,1,0,1,2,7,501170
廉明,辽宁,广厦,2017-03-01,100:117(已结束),1,27.2,0,0,0,2,0,0,4,5,1,0,0,3,6,0,501171
卫猛,辽宁,广厦,2017-03-01,100:117(已结束),0,5.0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,501895
高诗岩,辽宁,广厦,2017-03-01,100:117(已结束),0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501726
杨鸣,辽宁,广厦,2017-03-01,100:117(已结束),0,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,100129
兰多夫,辽宁,广厦,2017-03-01,100:117(已结束),0,27.6,1,5,5,9,2,8,2,6,2,0,0,0,4,15,501557
赵继伟,辽宁,广厦,2017-03-01,100:117(已结束),0,35.0,2,5,3,4,0,0,1,4,4,1,0,2,5,12,501736
队伍,辽宁,广厦,2017-03-01,100:117(已结束),0,-,0,0,0,0,0,0,2,3,0,0,0,0,0,0,Te011
赵睿,广东,四川,2017-03-01,119:97(已结束),1,20.2,0,2,0,0,0,0,0,4,9,0,0,2,4,0,501938
任骏飞,广东,四川,2017-03-01,119:97(已结束),1,19.7,0,1,6,6,2,2,4,7,1,1,0,0,2,14,500672
多纳德·斯隆,广东,四川,2017-03-01,119:97(已结束),1,34.3,4,8,7,15,0,0,1,7,6,2,1,4,0,26,501573
易建联,广东,四川,2017-03-01,119:97(已结束),1,29.8,1,5,6,9,5,10,2,9,0,0,1,0,3,20,100004
周鹏,广东,四川,2017-03-01,119:97(已结束),1,31.4,3,7,6,8,1,1,0,4,1,0,0,0,1,22,100007
布泽尔,广东,四川,2017-03-01,119:97(已结束),0,30.7,0,0,8,12,3,5,3,11,0,2,0,1,5,19,503552
朱芳雨,广东,四川,2017-03-01,119:97(已结束),0,27.8,1,5,1,1,0,0,0,4,4,1,0,0,3,5,100003
杨金蒙,广东,四川,2017-03-01,119:97(已结束),0,6.1,0,0,1,2,0,0,0,0,0,0,0,0,2,2,501399
周湛东,广东,四川,2017-03-01,119:97(已结束),0,10.3,0,1,0,1,4,4,0,1,3,0,0,1,3,4,501893
陈江华,广东,四川,2017-03-01,119:97(已结束),0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100002
董瀚麟,广东,四川,2017-03-01,119:97(已结束),0,6.1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,500539
高尚,广东,四川,2017-03-01,119:97(已结束),0,18.8,1,1,2,3,0,0,0,1,0,0,0,0,1,7,501401
队伍,广东,四川,2017-03-01,119:97(已结束),0,-,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Te007
张春军,四川,广东,2017-03-01,119:97(已结束),1,18.1,0,0,2,4,4,4,1,4,0,1,0,0,0,8,501156
孟达,四川,广东,2017-03-01,119:97(已结束),1,14.9,0,3,0,2,0,0,0,1,1,0,0,1,0,0,100026
刘炜,四川,广东,2017-03-01,119:97(已结束),1,38.7,2,8,6,10,1,1,0,1,2,3,0,1,1,19,100060
陈晓东,四川,广东,2017-03-01,119:97(已结束),1,5.1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,100214
