球员,球队,对阵,时间,状态,首发,出场时间,三分球命中,三分球出手,两分球命中,两分球出手,罚球命中,罚球出手,进攻,篮板,助攻,抢断,盖帽,失误,犯规,得分,编号
曾令旭,山西,上海,2017-11-05,128:121(已结束),1,40.6,1,2,5,9,2,2,1,5,3,2,0,0,1,15,501329
斯科拉,山西,上海,2017-11-05,128:121(已结束),1,36.9,2,4,11,17,4,6,9,17,2,0,0,3,3,32,603196
张学文,山西,上海,2017-11-05,128:121(已结束),0,33.9,0,2,3,6,2,3,4,9,3,0,1,1,4,8,100201
闫鹏飞,山西,上海,2017-11-05,128:121(已结束),0,7.0,0,0,1,3,0,0,1,1,0,0,0,1,2,2,501318
原帅,山西,上海,2017-11-05,128:121(已结束),0,12.8,1,5,1,1,0,0,0,2,1,0,0,0,0,5,501459
詹宁斯,山西,上海,2017-11-05,128:121(已结束),0,35.2,2,7,7,12,3,5,1,4,8,2,0,3,1,23,603193
郑准,广州,新疆,2017-11-05,110:137(已结束),1,6.3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,500509
鞠明欣,广州,新疆,2017-11-05,110:137(已结束),1,39.2,1,3,7,10,5,5,3,6,7,3,0,1,2,22,501398
桑尼,广州,新疆,2017-11-05,110:137(已结束),1,30.0,0,0,5,12,2,2,2,7,0,1,0,0,0,12,501255
罗旭东,广州,新疆,2017-11-05,110:137(已结束),1,17.4,1,3,0,1,0,0,0,3,0,1,0,0,0,3,100072
弗格,广州,新疆,2017-11-05,110:137(已结束),1,35.0,2,9,4,14,8,8,1,4,1,1,0,4,0,22,603137
朱旭航,广州,新疆,2017-11-05,110:137(已结束),0,15.5,0,0,2,2,1,2,1,2,0,0,0,0,0,5,501546
范子铭,广州,新疆,2017-11-05,110:137(已结束),0,12.9,0,0,2,6,5,5,2,4,1,0,0,1,3,9,501725
谷玥灼,广州,新疆,2017-11-05,110:137(已结束),0,5.6,1,1,0,0,0,0,1,1,0,0,0,0,0,3,503540
胡珑贸,广州,新疆,2017-11-05,110:137(已结束),0,7.6,0,0,0,0,1,2,0,2,0,0,0,0,2,1,503543
衡艺丰,广州,新疆,2017-11-05,110:137(已结束),0,10.9,0,0,0,0,0,0,0,1,0,0,0,1,2,0,501711
陈盈骏,广州,新疆,2017-11-05,110:137(已结束),0,28.4,1,4,3,7,0,0,0,0,3,3,0,0,2,9,603136
汉斯布鲁,广州,新疆,2017-11-05,110:137(已结束),0,31.4,0,0,8,12,8,9,2,7,0,1,0,1,2,24,603138
孙桐林,新疆,广州,2017-11-05,110:137(已结束),1,20.7,0,0,1,2,2,2,2,7,6,0,0,1,4,4,501177
俞长栋,新疆,广州,2017-11-05,110:137(已结束),1,24.5,1,3,4,5,0,0,3,10,3,0,2,0,1,11,501179
可兰白克·马坎,新疆,广州,2017-11-05,110:137(已结束),1,27.5,6,7,1,5,2,2,0,2,0,2,1,0,3,22,600301
阿不都沙拉木,新疆,广州,2017-11-05,110:137(已结束),1,29.2,1,1,1,2,0,0,0,3,1,0,0,2,1,5,501983
达柳斯·亚当斯,新疆,广州,2017-11-05,110:137(已结束),1,40.1,8,14,11,14,5,6,2,10,9,2,1,3,3,51,503547
李学林,新疆,广州,2017-11-05,110:137(已结束),0,8.8,0,1,2,2,0,0,0,0,1,0,0,3,1,4,501212
西热力江,新疆,广州,2017-11-05,110:137(已结束),0,24.0,3,6,1,2,0,0,0,4,4,0,0,1,1,11,500555
王子瑞,新疆,广州,2017-11-05,110:137(已结束),0,19.7,1,3,1,2,0,0,0,0,4,1,0,1,2,5,501301
孙鸣阳,新疆,广州,2017-11-05,110:137(已结束),0,19.3,0,0,4,6,0,0,0,0,2,0,2,0,4,8,501403
唐才育,新疆,广州,2017-11-05,110:137(已结束),0,4.3,0,1,1,3,0,0,0,0,1,1,0,0,2,2,502749
刘丰搏,新疆,广州,2017-11-05,110:137(已结束),0,3.5,0,1,1,2,0,0,1,1,0,0,0,0,0,2,501874
肖恩.朗,新疆,广州,2017-11-05,110:137(已结束),0,18.5,0,0,5,7,2,2,1,5,1,0,0,1,5,12,603199
李荣培,天津,北控,2017-11-05,96:95(已结束),1,40.9,0,2,3,7,0,0,0,2,1,2,0,1,2,6,501761
时德帅,天津,北控,2017-11-05,96:95(已结束),1,24.0,2,6,1,4,3,4,1,4,0,0,0,0,2,11,600289
史仪,天津,北控,2017-11-05,96:95(已结束),1,7.9,0,3,0,0,0,0,0,1,1,0,0,1,0,0,502748
伊莱·霍尔曼,天津,北控,2017-11-05,96:95(已结束),1,39.8,0,0,11,16,7,9,4,16,2,0,2,1,2,29,502309
孟祥龙,天津,北控,2017-11-05,96:95(已结束),1,14.6,0,0,0,2,0,0,2,3,1,0,0,2,3,0,500697
田垒,天津,北控,2017-11-05,96:95(已结束),0,20.9,3,9,0,2,0,2,1,4,0,1,0,1,4,9,501945
徐磊,天津,北控,2017-11-05,96:95(已结束),0,11.3,0,2,0,1,0,0,0,1,1,0,0,0,2,0,400017
张智涵,天津,北控,2017-11-05,96:95(已结束),0,33.4,2,5,5,7,0,0,2,5,3,0,0,1,2,16,500696
田野,天津,北控,2017-11-05,96:95(已结束),0,7.9,0,0,1,1,0,0,0,1,5,0,0,0,0,2,600283
杰特,天津,北控,2017-11-05,96:95(已结束),0,32.2,4,9,3,7,5,6,4,5,7,3,0,0,2,23,600284
韩博林,天津,北控,2017-11-05,96:95(已结束),0,7.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,501758
杨敬敏,北控,天津,2017-11-05,96:95(已结束),1,44.6,3,9,4,9,4,4,1,6,1,1,0,2,3,21,501463
滕贺麒,北控,天津,2017-11-05,96:95(已结束),1,5.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,501933
斯蒂芬·马布里,北控,天津,2017-11-05,96:95(已结束),1,37.9,4,6,1,3,0,0,1,7,6,0,0,1,2,14,500733
赛义德·阿巴斯,北控,天津,2017-11-05,96:95(已结束),1,40.5,2,6,4,9,8,10,6,13,4,1,2,5,5,22,500715
王征,北控,天津,2017-11-05,96:95(已结束),1,12.3,0,0,1,3,0,0,2,4,1,0,0,0,0,2,500347
于梁,北控,天津,2017-11-05,96:95(已结束),0,7.5,0,1,1,2,0,0,0,0,1,0,0,0,0,2,100015
贺希宁,北控,天津,2017-11-05,96:95(已结束),0,20.9,0,1,4,5,1,1,0,1,1,1,0,1,2,9,501994
兰多夫,北控,天津,2017-11-05,96:95(已结束),0,34.2,0,6,4,9,6,6,2,12,2,2,1,1,4,14,501557
杨庚霖,北控,天津,2017-11-05,96:95(已结束),0,1.5,0,0,1,2,0,0,1,1,0,0,0,0,2,2,100039
许梦君,北控,天津,2017-11-05,96:95(已结束),0,20.7,3,6,0,0,0,0,1,1,0,0,0,1,3,9,603189
于澍龙,北控,天津,2017-11-05,96:95(已结束),0,14.7,0,0,0,0,0,0,2,2,1,1,0,1,0,0,500525
吴轲,山东,福建,2017-11-05,111:104(已结束),1,27.9,0,5,5,7,1,2,2,6,2,0,1,1,5,11,100221
睢冉,山东,福建,2017-11-05,111:104(已结束),1,28.4,0,0,1,3,0,0,4,5,7,1,0,1,3,2,500532
丁彦雨航,山东,福建,2017-11-05,111:104(已结束),1,42.1,3,11,13,16,10,11,2,6,4,2,0,4,2,45,501310
王汝恒,山东,福建,2017-11-05,111:104(已结束),1,34.1,2,5,0,3,0,0,0,2,2,2,1,3,1,6,501163
莫泰尤纳斯,山东,福建,2017-11-05,111:104(已结束),1,44.5,2,5,8,14,5,7,1,13,0,1,1,4,2,27,603144
张庆鹏,山东,福建,2017-11-05,111:104(已结束),0,17.8,3,4,1,2,2,2,0,0,1,0,0,1,3,13,100126
陶汉林,山东,福建,2017-11-05,111:104(已结束),0,16.4,0,0,3,5,1,1,3,3,0,0,0,0,2,7,500684
贾诚,山东,福建,2017-11-05,111:104(已结束),0,6.0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,501161
张辉,山东,福建,2017-11-05,111:104(已结束),0,14.0,0,0,0,2,0,0,3,5,2,0,0,0,1,0,501709
张春军,山东,福建,2017-11-05,111:104(已结束),0,9.1,0,1,0,0,0,0,2,2,0,1,0,0,1,0,501156
周启新,福建,山东,2017-11-05,111:104(已结束),1,11.8,0,1,1,2,0,0,0,1,0,0,0,1,2,2,100101
赵泰隆,福建,山东,2017-11-05,111:104(已结束),1,32.0,3,5,1,3,0,0,1,3,2,1,0,0,6,11,500382
谢亚财,福建,山东,2017-11-05,111:104(已结束),1,21.6,0,0,1,4,0,0,0,3,2,3,0,0,2,2,500670
王哲林,福建,山东,2017-11-05,111:104(已结束),1,44.3,0,0,7,13,6,8,5,12,1,2,0,1,2,20,501537
迈克·哈里斯,福建,山东,2017-11-05,111:104(已结束),1,32.6,1,6,4,5,4,5,3,9,2,2,0,2,2,15,500400
何重达,福建,山东,2017-11-05,111:104(已结束),0,5.1,0,0,1,2,0,0,1,1,0,0,0,1,4,2,502932
郭磊,福建,山东,2017-11-05,111:104(已结束),0,9.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,100219
孙喆,福建,山东,2017-11-05,111:104(已结束),0,3.7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,500441
陈林坚,福建,山东,2017-11-05,111:104(已结束),0,18.4,1,5,0,1,0,0,1,2,1,1,0,1,1,3,501476
黄毅超,福建,山东,2017-11-05,111:104(已结束),0,15.6,2,3,0,0,0,0,0,1,0,2,0,1,0,6,502311
李江淮,福建,山东,2017-11-05,111:104(已结束),0,6.4,0,0,1,1,0,0,0,0,1,1,0,1,2,2,503541
拉斯·史密斯,福建,山东,2017-11-05,111:104(已结束),0,39.4,3,9,12,23,8,11,3,5,4,0,0,2,3,41,603203
李晓旭,辽宁,广厦,2017-11-05,101:117(已结束),1,26.5,0,1,2,7,0,0,5,9,0,1,0,1,2,4,100130
韩德君,辽宁,广厦,2017-11-05,101:117(已结束),1,27.3,0,1,3,5,1,2,2,7,1,1,1,1,2,7,500345
郭艾伦,辽宁,广厦,2017-11-05,101:117(已结束),1,33.2,3,7,5,7,0,1,2,2,3,0,0,2,4,19,501070
莱斯特·哈德森,辽宁,广厦,2017-11-05,101:117(已结束),1,37.2,3,13,8,13,10,11,1,5,5,2,0,2,3,35,501217
丛明晨,辽宁,广厦,2017-11-05,101:117(已结束),1,20.6,1,4,0,2,0,0,1,2,0,0,0,3,1,3,501739
钟诚,辽宁,广厦,2017-11-05,101:117(已结束),0,2.7,1,1,0,1,0,0,0,1,0,0,0,1,1,3,500523
杨鸣,辽宁,广厦,2017-11-05,101:117(已结束),0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100129
刘志轩,辽宁,广厦,2017-11-05,101:117(已结束),0,25.4,1,4,0,0,0,0,0,2,1,0,0,2,1,3,501170
赵继伟,辽宁,广厦,2017-11-05,101:117(已结束),0,29.7,0,2,3,3,1,1,0,1,4,0,0,1,4,7,501736
巴斯,辽宁,广厦,2017-11-05,101:117(已结束),0,34.4,0,0,9,17,2,3,5,10,0,0,4,1,2,20,603149
林志杰,广厦,辽宁,2017-11-05,101:117(已结束),1,37.1,3,6,1,2,0,0,2,7,3,1,0,1,4,11,500704
苏若禹,广厦,辽宁,2017-11-05,101:117(已结束),1,20.5,0,0,4,6,3,5,2,3,1,2,0,0,6,11,501181
胡金秋,广厦,辽宁,2017-11-05,101:117(已结束),1,37.3,0,0,8,12,1,1,7,13,2,1,0,2,1,17,502672
刘铮,广厦,辽宁,2017-11-05,101:117(已结束),1,34.9,0,0,12,17,0,0,3,4,2,6,0,2,2,24,503536
考特尼·福特森,广厦,辽宁,2017-11-05,101:117(已结束),1,40.6,2,7,3,11,2,2,1,9,18,3,0,1,2,14,503548
赵天熠,广厦,辽宁,2017-11-05,101:117(已结束),0,2.4,0,0,1,1,0,0,0,0,0,0,0,0,1,2,501408
鞠鹏,广厦,辽宁,2017-11-05,101:117(已结束),0,9.0,1,1,2,2,0,0,1,2,0,0,0,0,2,7,101765
李京龙,广厦,辽宁,2017-11-05,101:117(已结束),0,5.9,1,1,0,1,0,0,1,2,0,0,0,0,1,3,501406
孙铭徽,广厦,辽宁,2017-11-05,101:117(已结束),0,7.7,0,1,1,3,0,1,0,0,1,0,0,0,0,2,501747
赵岩昊,广厦,辽宁,2017-11-05,101:117(已结束),0,17.8,0,3,3,8,0,0,1,1,2,1,1,0,0,6,501752
博洛西斯,广厦,辽宁,2017-11-05,101:117(已结束),0,26.7,3,6,5,10,1,2,3,10,1,0,0,2,1,20,603162
李安,吉林,江苏,2017-11-05,96:108(已结束),1,36.3,0,0,4,6,1,2,2,4,0,0,0,1,4,9,500662
蔡李龙,吉林,江苏,2017-11-05,96:108(已结束),1,21.8,3,5,0,1,1,2,1,3,1,1,0,0,4,10,500675
崔晋铭,吉林,江苏,2017-11-05,96:108(已结束),1,43.7,0,6,2,5,2,2,0,1,0,1,0,3,3,6,501506
高诗岩,吉林,江苏,2017-11-05,96:108(已结束),1,25.0,0,2,0,2,2,2,1,2,2,2,0,2,3,2,501726
兰德里,吉林,江苏,2017-11-05,96:108(已结束),1,35.1,3,3,6,13,8,9,4,14,3,1,2,1,4,29,603133
柴长易,吉林,江苏,2017-11-05,96:108(已结束),0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,501338
刘天意,吉林,江苏,2017-11-05,96:108(已结束),0,11.5,0,3,0,1,0,0,0,0,0,0,0,1,3,0,501540
姚天一,吉林,江苏,2017-11-05,96:108(已结束),0,2.9,1,1,0,1,0,0,0,1,0,0,0,1,0,3,501979
廉明,吉林,江苏,2017-11-05,96:108(已结束),0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501171
代怀博,吉林,江苏,2017-11-05,96:108(已结束),0,24.1,1,1,4,6,0,0,2,4,1,0,0,3,4,11,501413
韦弗,吉林,江苏,2017-11-05,96:108(已结束),0,36.3,5,11,5,11,1,1,0,2,7,1,1,1,1,26,603134
史鸿飞,江苏,吉林,2017-11-05,96:108(已结束),1,34.5,2,6,1,1,0,0,0,1,3,3,0,1,2,8,501345
易立,江苏,吉林,2017-11-05,96:108(已结束),1,37.1,0,2,5,6,5,6,0,1,5,2,1,1,1,15,100019
李原宇,江苏,吉林,2017-11-05,96:108(已结束),1,29.5,2,2,4,8,1,2,4,13,1,0,0,5,5,15,501166
吴冠希,江苏,吉林,2017-11-05,96:108(已结束),1,15.0,0,0,2,2,0,0,1,3,0,1,1,0,1,4,501882
马尚·布鲁克斯,江苏,吉林,2017-11-05,96:108(已结束),1,39.6,2,8,9,15,9,12,4,15,4,1,1,1,1,33,503170
柳伟,江苏,吉林,2017-11-05,96:108(已结束),0,19.0,0,0,1,3,1,2,3,4,0,0,0,0,3,3,100164
曹飞,江苏,吉林,2017-11-05,96:108(已结束),0,8.4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,500545
常亚松,江苏,吉林,2017-11-05,96:108(已结束),0,8.5,0,2,1,1,1,2,1,1,0,0,0,0,2,3,500667
侯逸凡,江苏,吉林,2017-11-05,96:108(已结束),0,16.1,0,1,0,0,0,0,0,3,0,0,0,1,3,0,600113
米罗斯拉夫·拉杜利察,江苏,吉林,2017-11-05,96:108(已结束),0,32.5,0,0,11,17,5,7,2,5,3,1,1,1,3,27,603130
朱彦西,北京,青岛,2017-11-05,111:105(已结束),1,39.0,2,2,0,4,1,2,2,4,0,1,2,2,3,7,501234
贾斯汀·汉密尔顿,北京,青岛,2017-11-05,111:105(已结束),1,36.1,0,4,11,17,9,10,3,14,4,2,0,4,1,31,603184
翟晓川,北京,青岛,2017-11-05,111:105(已结束),1,33.1,0,1,6,9,0,2,1,5,3,4,1,4,4,12,501346
王骁辉,北京,青岛,2017-11-05,111:105(已结束),1,24.4,1,2,2,5,1,2,2,3,0,1,0,1,5,8,500517
方硕,北京,青岛,2017-11-05,111:105(已结束),1,41.3,3,7,0,3,0,0,0,1,3,0,0,3,4,9,500519
张才仁,北京,青岛,2017-11-05,111:105(已结束),0,5.2,0,0,1,1,0,0,0,0,1,0,0,0,0,2,501976
段江鹏,北京,青岛,2017-11-05,111:105(已结束),0,7.6,0,1,0,0,0,0,0,0,0,1,0,1,1,0,500389
塔瑞克·加尼尤,北京,青岛,2017-11-05,111:105(已结束),0,4.5,0,0,4,4,0,0,2,2,0,0,0,0,2,8,603183
段鸿瑞,北京,青岛,2017-11-05,111:105(已结束),0,9.9,1,2,0,0,0,0,0,0,0,0,0,0,2,3,501973
张松涛,北京,青岛,2017-11-05,111:105(已结束),0,6.3,0,0,2,3,0,0,0,1,0,0,0,2,1,4,101677
艾伦·杰克逊,北京,青岛,2017-11-05,111:105(已结束),0,32.3,3,5,8,11,2,5,1,8,14,3,0,3,4,27,603181
高尚,青岛,北京,2017-11-05,111:105(已结束),1,42.9,1,4,7,9,2,2,3,7,1,4,1,5,4,19,501401
王庆明,青岛,北京,2017-11-05,111:105(已结束),1,30.4,0,0,5,6,1,2,3,5,0,0,0,0,4,11,501485
许家晗,青岛,北京,2017-11-05,111:105(已结束),1,8.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,501308
张骋宇,青岛,北京,2017-11-05,111:105(已结束),1,29.7,3,6,2,5,0,0,0,4,2,2,0,1,1,13,500660
张涵钧,青岛,北京,2017-11-05,111:105(已结束),0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,501472
孙杰,青岛,北京,2017-11-05,111:105(已结束),0,19.2,1,3,2,2,0,0,0,2,2,1,0,2,0,7,100213
刘书楠,青岛,北京,2017-11-05,111:105(已结束),0,10.9,0,0,1,5,0,0,1,1,1,2,0,2,1,2,500531
刁成灏,青岛,北京,2017-11-05,111:105(已结束),0,4.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,501695
苏伟,青岛,北京,2017-11-05,111:105(已结束),0,29.6,0,0,3,5,3,6,4,10,2,2,0,1,4,9,101763
吉布森,青岛,北京,2017-11-05,111:105(已结束),0,40.4,3,8,6,11,13,14,1,4,5,5,0,7,3,34,603142
张大宇,浙江,同曦,2017-11-05,114:106(已结束),1,32.2,0,0,6,10,0,0,2,7,3,1,1,1,3,12,100085
吴前,浙江,同曦,2017-11-05,114:106(已结束),1,46.1,4,9,6,10,5,5,0,4,6,1,0,2,2,29,501409
江凯,浙江,同曦,2017-11-05,114:106(已结束),1,27.8,2,3,0,3,0,0,1,3,0,1,0,1,6,6,501539
赖俊豪,浙江,同曦,2017-11-05,114:106(已结束),1,26.9,1,2,4,6,0,0,2,9,0,0,2,1,6,11,501651
索尼·威姆斯,浙江,同曦,2017-11-05,114:106(已结束),1,46.0,3,7,12,28,3,4,3,12,9,0,0,8,2,36,603125
张永鹏,浙江,同曦,2017-11-05,114:106(已结束),0,4.9,0,0,0,0,0,0,0,1,1,1,0,0,0,0,500352
陆文博,浙江,同曦,2017-11-05,114:106(已结束),0,8.7,0,1,0,0,1,2,0,1,0,0,0,0,1,1,502731
程帅彭,浙江,同曦,2017-11-05,114:106(已结束),0,17.5,0,2,2,2,1,1,1,3,0,0,0,2,2,5,603118
惠龙儿,浙江,同曦,2017-11-05,114:106(已结束),0,30.0,0,0,6,7,2,2,3,7,1,0,1,0,2,14,603120
巴赫拉米,同曦,浙江,2017-11-05,114:106(已结束),1,41.9,2,3,9,16,2,4,5,9,2,1,0,1,3,26,501903
唐正东,同曦,浙江,2017-11-05,114:106(已结束),1,17.5,0,0,3,6,0,2,1,6,0,0,0,1,0,6,100017
宋建骅,同曦,浙江,2017-11-05,114:106(已结束),1,28.9,0,3,0,1,0,0,2,5,3,1,0,0,3,0,501380
郭一飞,同曦,浙江,2017-11-05,114:106(已结束),1,34.0,2,4,2,5,0,0,2,2,0,3,0,2,1,10,501477
多米尼克·琼斯,同曦,浙江,2017-11-05,114:106(已结束),1,38.3,1,6,11,22,13,18,5,12,2,3,0,1,1,38,501896
J·J·希克森,同曦,浙江,2017-11-05,114:106(已结束),0,33.7,0,4,9,19,3,5,6,15,2,0,2,2,1,21,503569
买尔丹·吐尔逊,同曦,浙江,2017-11-05,114:106(已结束),0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,500516
于长春,同曦,浙江,2017-11-05,114:106(已结束),0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,500701
杨力,同曦,浙江,2017-11-05,114:106(已结束),0,25.3,1,3,0,0,0,0,1,2,0,1,0,0,3,3,100024
周仪翔,同曦,浙江,2017-11-05,114:106(已结束),0,18.2,0,2,1,2,0,0,1,1,0,3,0,1,1,2,603171
许钟豪,八一,深圳,2017-11-05,79:104(已结束),1,26.4,0,1,5,13,2,2,1,5,1,1,2,0,5,12,500535
刘航初,八一,深圳,2017-11-05,79:104(已结束),1,25.4,1,1,5,10,1,1,0,2,2,3,0,2,1,14,501144
余晨,八一,深圳,2017-11-05,79:104(已结束),1,35.5,0,0,6,15,2,2,2,7,0,0,0,1,5,14,501153
田宇翔,八一,深圳,2017-11-05,79:104(已结束),1,13.8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,501335
雷蒙,八一,深圳,2017-11-05,79:104(已结束),1,33.4,3,6,2,5,1,1,2,3,4,6,0,1,1,14,501772
阿尔斯兰,八一,深圳,2017-11-05,79:104(已结束),0,31.3,0,5,2,2,0,1,0,1,4,2,0,1,2,4,501769
李天戈,八一,深圳,2017-11-05,79:104(已结束),0,9.8,0,2,0,3,0,0,0,0,0,0,0,0,0,0,501774
罗凯文,八一,深圳,2017-11-05,79:104(已结束),0,15.3,1,3,1,1,0,0,0,2,1,1,0,1,0,5,501777
宁鸿宇,八一,深圳,2017-11-05,79:104(已结束),0,31.7,0,0,4,9,0,0,0,2,1,1,1,1,1,8,501779
张祖铭,八一,深圳,2017-11-05,79:104(已结束),0,17.4,1,3,2,5,1,1,1,2,0,0,0,0,2,8,501782
孟铎,深圳,八一,2017-11-05,79:104(已结束),1,27.9,3,4,1,1,0,0,2,6,1,0,0,3,3,11,100111
何忠勉,深圳,八一,2017-11-05,79:104(已结束),1,17.3,0,2,0,1,0,0,0,2,0,1,0,3,2,0,500665
李慕豪,深圳,八一,2017-11-05,79:104(已结束),1,31.3,0,0,8,12,1,1,3,6,3,1,2,1,2,17,501178
于德豪,深圳,八一,2017-11-05,79:104(已结束),1,30.2,0,1,2,2,1,2,0,3,5,2,0,1,1,5,501678
萨林杰,深圳,八一,2017-11-05,79:104(已结束),1,35.4,0,2,9,15,6,9,3,17,5,1,5,2,2,24,603197
顾全,深圳,八一,2017-11-05,79:104(已结束),0,33.9,5,6,5,5,0,0,0,4,2,0,1,2,0,25,501176
沈梓捷,深圳,八一,2017-11-05,79:104(已结束),0,23.4,0,0,4,8,1,4,1,6,2,0,3,2,2,9,501674
杨林祎,深圳,八一,2017-11-05,79:104(已结束),0,2.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,600255
卢艺文,深圳,八一,2017-11-05,79:104(已结束),0,6.0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,501672
白昊天,深圳,八一,2017-11-05,79:104(已结束),0,19.8,0,1,1,1,0,0,0,4,1,0,1,1,1,2,603174
朗福德,深圳,八一,2017-11-05,79:104(已结束),0,12.0,1,2,3,5,0,0,0,0,1,1,0,1,0,9,603198
高尚,青岛,福建,2017-11-07,112:128(已结束),1,42.4,1,3,5,10,0,0,2,3,3,1,1,1,1,13,501401
苏伟,青岛,福建,2017-11-07,112:128(已结束),1,36.5,0,0,5,6,4,5,4,7,0,1,1,3,3,14,101763
张骋宇,青岛,福建,2017-11-07,112:128(已结束),1,40.1,1,2,7,11,0,0,0,3,5,1,0,1,0,17,500660
王庆明,青岛,福建,2017-11-07,112:128(已结束),1,10.9,0,0,2,4,2,3,0,1,1,0,0,0,2,6,501485
吉布森,青岛,福建,2017-11-07,112:128(已结束),1,40.7,4,12,5,14,11,12,1,5,5,4,0,2,3,33,603142
孙杰,青岛,福建,2017-11-07,112:128(已结束),0,13.5,0,3,1,1,0,0,1,3,0,0,0,0,1,2,100213
田嘉夫,青岛,福建,2017-11-07,112:128(已结束),0,17.4,2,4,1,1,0,0,2,3,0,0,0,0,1,8,501382
许家晗,青岛,福建,2017-11-07,112:128(已结束),0,4.0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,501308
赵捷,青岛,福建,2017-11-07,112:128(已结束),0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500666
泰伦斯·琼斯,青岛,福建,2017-11-07,112:128(已结束),0,31.3,2,3,5,9,3,4,2,9,7,0,1,2,2,19,603192
赵泰隆,福建,青岛,2017-11-07,112:128(已结束),1,40.3,7,9,2,4,2,2,0,0,3,0,0,2,3,27,500382
陈林坚,福建,青岛,2017-11-07,112:128(已结束),1,19.3,1,4,2,2,0,0,2,2,1,0,0,0,2,7,501476
王哲林,福建,青岛,2017-11-07,112:128(已结束),1,38.3,0,2,10,16,3,8,2,13,3,1,0,1,3,23,501537
李江淮,福建,青岛,2017-11-07,112:128(已结束),1,30.3,2,3,2,3,0,0,1,1,5,1,0,0,2,10,503541
迈克·哈里斯,福建,青岛,2017-11-07,112:128(已结束),1,40.2,3,5,4,6,2,2,1,10,2,2,0,0,1,19,500400
何重达,福建,青岛,2017-11-07,112:128(已结束),0,6.1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,502932
孙喆,福建,青岛,2017-11-07,112:128(已结束),0,9.8,0,0,2,3,0,0,0,2,3,0,1,1,3,4,500441
谢亚财,福建,青岛,2017-11-07,112:128(已结束),0,9.9,0,0,1,1,0,0,0,0,2,0,0,1,1,2,500670
黄毅超,福建,青岛,2017-11-07,112:128(已结束),0,11.1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,502311
杨凯,福建,青岛,2017-11-07,112:128(已结束),0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603191
拉斯·史密斯,福建,青岛,2017-11-07,112:128(已结束),0,31.8,4,8,10,15,4,6,0,3,3,4,0,3,3,36,603203
孟祥龙,天津,北京,2017-11-07,93:119(已结束),1,35.0,2,6,1,5,0,0,0,1,2,2,0,0,1,8,500697
韩博林,天津,北京,2017-11-07,93:119(已结束),1,19.1,0,2,0,2,2,4,0,3,0,0,0,3,2,2,501758
时德帅,天津,北京,2017-11-07,93:119(已结束),1,34.7,3,4,2,3,6,7,1,6,1,1,0,1,4,19,600289
史仪,天津,北京,2017-11-07,93:119(已结束),1,8.3,1,2,0,2,0,0,1,1,2,0,0,1,2,3,502748
伊莱·霍尔曼,天津,北京,2017-11-07,93:119(已结束),1,24.2,0,0,7,12,3,6,4,10,0,2,1,3,0,17,502309
徐磊,天津,北京,2017-11-07,93:119(已结束),0,22.0,0,1,2,7,2,3,2,4,2,0,0,0,1,6,400017
张智涵,天津,北京,2017-11-07,93:119(已结束),0,43.9,1,7,7,9,1,2,2,3,3,1,0,1,1,18,500696
田野,天津,北京,2017-11-07,93:119(已结束),0,4.9,0,1,0,0,0,0,1,1,1,0,0,0,0,0,600283
杰特,天津,北京,2017-11-07,93:119(已结束),0,34.9,3,7,3,7,2,2,4,4,6,0,0,5,1,17,600284
田垒,天津,北京,2017-11-07,93:119(已结束),0,13.3,1,5,0,0,0,0,2,4,1,2,0,1,0,3,501945
王骁辉,北京,天津,2017-11-07,93:119(已结束),1,34.8,4,9,4,7,2,2,2,3,2,4,1,1,1,22,500517
方硕,北京,天津,2017-11-07,93:119(已结束),1,21.3,0,0,3,6,0,0,0,2,5,2,0,0,2,6,500519
朱彦西,北京,天津,2017-11-07,93:119(已结束),1,40.0,5,7,1,3,0,0,1,7,0,1,1,1,2,17,501234
翟晓川,北京,天津,2017-11-07,93:119(已结束),1,34.4,2,3,6,7,7,8,1,9,2,1,1,2,2,25,501346
