TEAM_NAME,VS_PLAYER_NAME,GP_ON,GP_OFF,GP_DIFF,W_ON,W_OFF,W_DIFF,L_ON,L_OFF,L_DIFF,W_PCT_ON,W_PCT_OFF,W_PCT_DIFF,MIN_ON,MIN_OFF,MIN_DIFF,PTS_OFF_TOV_ON,PTS_OFF_TOV_OFF,PTS_OFF_TOV_DIFF,PTS_2ND_CHANCE_ON,PTS_2ND_CHANCE_OFF,PTS_2ND_CHANCE_DIFF,PTS_FB_ON,PTS_FB_OFF,PTS_FB_DIFF,PTS_PAINT_ON,PTS_PAINT_OFF,PTS_PAINT_DIFF,OPP_PTS_OFF_TOV_ON,OPP_PTS_OFF_TOV_OFF,OPP_PTS_OFF_TOV_DIFF,OPP_PTS_2ND_CHANCE_ON,OPP_PTS_2ND_CHANCE_OFF,OPP_PTS_2ND_CHANCE_DIFF,OPP_PTS_FB_ON,OPP_PTS_FB_OFF,OPP_PTS_FB_DIFF,OPP_PTS_PAINT_ON,OPP_PTS_PAINT_OFF,OPP_PTS_PAINT_DIFF
Miami Heat,"Ellington, Wayne",39.0,39,0.0,22.0,22,0.0,17.0,17,0.0,0.564,0.564,0.0,2.7,2.5,0.2,14.7,16.5,-1.8,10.4,10.2,0.2,8.1,6.8,1.3,38.6,44.7,-6.1,17.8,16.2,1.6,12.6,12.2,0.4,8.5,11.1,-2.6,43.4,46.0,-2.6
Miami Heat,"Haslem, Udonis",8.0,39,-31.0,3.0,22,-19.0,5.0,17,-12.0,0.375,0.564,-0.189,64.8,1.3,63.5,12.0,15.7,-3.7,10.8,10.3,0.5,2.4,7.5,-5.1,38.3,41.8,-3.5,9.6,17.2,-7.6,15.6,12.3,3.3,4.8,10.0,-5.2,38.3,44.8,-6.5
Miami Heat,"Johnson, James",32.0,39,-7.0,17.0,22,-5.0,15.0,17,-2.0,0.531,0.564,-0.033,2.8,2.4,0.4,14.7,16.4,-1.7,9.9,10.6,-0.7,8.2,6.7,1.5,42.8,40.7,2.1,18.2,15.9,2.3,13.6,11.4,2.2,7.9,11.5,-3.6,42.9,46.2,-3.3
Miami Heat,"Johnson, Tyler",37.0,39,-2.0,21.0,22,-1.0,16.0,17,-1.0,0.568,0.564,0.004,2.3,3.1,-0.8,16.9,13.9,3.0,10.1,10.5,-0.4,7.2,7.7,-0.5,40.2,43.7,-3.5,16.9,17.1,-0.2,12.0,12.9,-0.9,9.6,10.2,-0.6,45.2,43.9,1.3
Miami Heat,"Jones Jr., Derrick",2.0,4,-2.0,2.0,4,-2.0,0.0,0,0.0,1.0,1.0,0.0,127.5,14.6,112.9,0.0,14.7,-14.7,14.6,15.6,-1.0,4.9,5.8,-0.9,34.2,45.5,-11.3,22.0,16.1,5.9,14.6,9.5,5.1,0.0,14.1,-14.1,43.9,45.5,-1.6
Miami Heat,"Mickey, Jordan",16.0,39,-23.0,10.0,22,-12.0,6.0,17,-11.0,0.625,0.564,0.061,11.0,1.5,9.5,13.8,15.9,-2.1,9.0,10.5,-1.5,7.6,7.4,0.2,43.7,41.4,2.3,15.5,17.2,-1.7,15.1,12.0,3.1,7.2,10.2,-3.0,45.0,44.6,0.4
Miami Heat,"Olynyk, Kelly",39.0,39,0.0,22.0,22,0.0,17.0,17,0.0,0.564,0.564,0.0,2.6,2.6,0.0,17.0,14.3,2.7,9.6,10.9,-1.3,7.2,7.6,-0.4,38.9,44.4,-5.5,16.1,17.8,-1.7,12.5,12.3,0.2,9.6,10.1,-0.5,45.9,43.5,2.4
Miami Heat,"Richardson, Josh",39.0,39,0.0,22.0,22,0.0,17.0,17,0.0,0.564,0.564,0.0,1.9,4.4,-2.5,15.6,15.8,-0.2,10.5,9.8,0.7,7.6,6.8,0.8,42.1,40.8,1.3,16.0,19.2,-3.2,12.3,12.8,-0.5,10.2,9.0,1.2,43.7,47.0,-3.3
Miami Heat,"Waiters, Dion",30.0,39,-9.0,16.0,22,-6.0,14.0,17,-3.0,0.533,0.564,-0.031,2.6,2.6,0.0,15.4,15.9,-0.5,9.9,10.6,-0.7,7.2,7.6,-0.4,41.7,41.7,0.0,16.9,17.1,-0.2,12.4,12.4,0.0,9.4,10.3,-0.9,44.7,44.7,0.0
Miami Heat,"Walton Jr., Derrick",12.0,39,-27.0,5.0,22,-17.0,7.0,17,-10.0,0.417,0.564,-0.147,24.3,1.4,22.9,13.9,15.7,-1.8,6.7,10.5,-3.8,3.8,7.6,-3.8,34.5,42.1,-7.6,13.0,17.2,-4.2,12.5,12.4,0.1,7.2,10.0,-2.8,44.1,44.7,-0.6
Miami Heat,"White, Okaro",6.0,39,-33.0,2.0,22,-20.0,4.0,17,-13.0,0.333,0.564,-0.231,30.0,1.4,28.6,11.7,15.8,-4.1,11.1,10.2,0.9,4.3,7.5,-3.2,40.5,41.7,-1.2,19.6,16.9,2.7,11.1,12.5,-1.4,9.8,9.9,-0.1,54.0,44.3,9.7
Miami Heat,"Whiteside, Hassan",21.0,39,-18.0,13.0,22,-9.0,8.0,17,-9.0,0.619,0.564,0.055,4.5,1.8,2.7,15.2,15.8,-0.6,12.5,9.4,3.1,7.1,7.5,-0.4,47.4,39.4,8.0,15.6,17.6,-2.0,10.7,13.1,-2.4,14.4,8.0,6.4,44.9,44.6,0.3
Miami Heat,"Williams Jr., Matt",3.0,39,-36.0,1.0,22,-21.0,2.0,17,-15.0,0.333,0.564,-0.231,233.8,1.3,232.5,27.2,15.6,11.6,0.0,10.3,-10.3,0.0,7.4,-7.4,54.3,41.6,12.7,0.0,17.1,-17.1,9.1,12.4,-3.3,0.0,9.9,-9.9,27.2,44.8,-17.6
Miami Heat,"Winslow, Justise",27.0,39,-12.0,13.0,22,-9.0,14.0,17,-3.0,0.481,0.564,-0.083,4.0,1.9,2.1,15.9,15.5,0.4,9.7,10.5,-0.8,6.6,7.8,-1.2,40.0,42.5,-2.5,17.6,16.7,0.9,11.7,12.7,-1.0,11.2,9.2,2.0,44.7,44.7,0.0
Milwaukee Bucks,"Antetokounmpo, Giannis",37.0,39,-2.0,20.0,21,-1.0,17.0,18,-1.0,0.541,0.538,0.003,1.7,5.1,-3.4,18.3,17.8,0.5,10.3,9.5,0.8,15.6,9.6,6.0,51.5,39.8,11.7,14.2,18.1,-3.9,11.9,13.5,-1.6,7.2,10.0,-2.8,43.7,47.8,-4.1
Milwaukee Bucks,"Bledsoe, Eric",29.0,31,-2.0,17.0,17,0.0,12.0,14,-2.0,0.586,0.548,0.038,2.6,4.5,-1.9,19.6,17.4,2.2,11.4,9.8,1.6,15.9,14.3,1.6,49.3,48.5,0.8,14.9,14.6,0.3,13.3,11.9,1.4,8.3,8.9,-0.6,45.3,46.7,-1.4
Milwaukee Bucks,"Bolomboy, Joel",6.0,39,-33.0,3.0,21,-18.0,3.0,18,-15.0,0.5,0.538,-0.038,62.0,1.3,60.7,16.7,18.2,-1.5,19.2,9.9,9.3,7.7,14.2,-6.5,38.4,48.7,-10.3,23.1,15.0,8.1,7.7,12.4,-4.7,12.8,7.8,5.0,35.9,44.9,-9.0
Milwaukee Bucks,"Brogdon, Malcolm",38.0,39,-1.0,20.0,21,-1.0,18.0,18,0.0,0.526,0.538,-0.012,2.1,3.3,-1.2,18.3,18.0,0.3,10.1,10.1,0.0,13.4,15.1,-1.7,47.1,50.7,-3.6,15.3,15.1,0.2,12.4,12.2,0.2,8.6,6.8,1.8,45.7,43.3,2.4
Milwaukee Bucks,"Brown, Sterling",14.0,39,-25.0,6.0,21,-15.0,8.0,18,-10.0,0.429,0.538,-0.109,24.2,1.4,22.8,18.3,18.2,0.1,15.8,9.8,6.0,13.4,14.1,-0.7,42.5,48.8,-6.3,13.9,15.3,-1.4,13.9,12.2,1.7,9.4,7.8,1.6,42.5,44.9,-2.4
Milwaukee Bucks,"Dellavedova, Matthew",24.0,39,-15.0,13.0,21,-8.0,11.0,18,-7.0,0.542,0.538,0.004,5.5,1.7,3.8,14.1,19.4,-5.3,7.7,10.9,-3.2,11.5,14.9,-3.4,49.3,48.2,1.1,13.4,15.8,-2.4,11.7,12.5,-0.8,7.1,8.1,-1.0,44.0,45.0,-1.0
Milwaukee Bucks,"Henson, John",38.0,39,-1.0,20.0,21,-1.0,18.0,18,0.0,0.526,0.538,-0.012,2.6,2.6,0.0,17.8,18.5,-0.7,12.5,7.8,4.7,14.9,13.2,1.7,52.4,44.6,7.8,15.3,15.1,0.2,11.8,12.8,-1.0,7.5,8.3,-0.8,44.6,45.0,-0.4
Milwaukee Bucks,"Kilpatrick, Sean",6.0,11,-5.0,2.0,6,-4.0,4.0,5,-1.0,0.333,0.545,-0.212,47.8,5.0,42.8,11.3,17.0,-5.7,10.4,11.4,-1.0,27.3,15.5,11.8,62.2,49.2,13.0,3.8,16.7,-12.9,10.4,10.9,-0.5,1.9,10.9,-9.0,37.7,49.9,-12.2
Milwaukee Bucks,"Liggins, DeAndre",31.0,39,-8.0,16.0,21,-5.0,15.0,18,-3.0,0.516,0.538,-0.022,5.4,1.7,3.7,19.2,17.8,1.4,9.5,10.3,-0.8,11.3,15.0,-3.7,42.2,50.5,-8.3,14.7,15.4,-0.7,11.6,12.5,-0.9,9.1,7.5,1.6,46.9,44.1,2.8
Milwaukee Bucks,"Maker, Thon",39.0,39,0.0,21.0,21,0.0,18.0,18,0.0,0.538,0.538,0.0,3.6,2.0,1.6,20.5,16.8,3.7,8.0,11.4,-3.4,13.4,14.5,-1.1,45.2,50.4,-5.2,14.6,15.5,-0.9,14.8,10.9,3.9,8.9,7.3,1.6,46.8,43.6,3.2
Milwaukee Bucks,"Middleton, Khris",39.0,39,0.0,21.0,21,0.0,18.0,18,0.0,0.538,0.538,0.0,1.7,5.9,-4.2,18.3,17.8,0.5,9.8,11.2,-1.4,13.8,14.9,-1.1,48.3,49.3,-1.0,15.7,13.5,2.2,12.6,11.5,1.1,8.0,7.4,0.6,44.4,46.0,-1.6
Milwaukee Bucks,"Monroe, Greg",5.0,39,-34.0,3.0,21,-18.0,2.0,18,-16.0,0.6,0.538,0.062,29.5,1.4,28.1,9.7,18.6,-8.9,3.0,10.4,-7.4,5.5,14.5,-9.0,46.3,48.6,-2.3,20.1,15.0,5.1,4.9,12.7,-7.8,3.7,8.1,-4.4,34.1,45.2,-11.1
Milwaukee Bucks,"Payton II, Gary",12.0,39,-27.0,6.0,21,-15.0,6.0,18,-12.0,0.5,0.538,-0.038,22.6,1.4,21.2,24.1,17.8,6.3,17.1,9.7,7.4,16.7,13.9,2.8,53.7,48.2,5.5,15.3,15.2,0.1,10.2,12.4,-2.2,7.9,7.9,0.0,38.9,45.1,-6.2
Milwaukee Bucks,"Snell, Tony",34.0,39,-5.0,19.0,21,-2.0,15.0,18,-3.0,0.559,0.538,0.021,2.3,2.9,-0.6,18.6,17.7,0.9,9.2,11.3,-2.1,15.3,12.5,2.8,49.8,46.8,3.0,16.1,14.1,2.0,12.6,12.0,0.6,7.6,8.3,-0.7,45.0,44.5,0.5
Milwaukee Bucks,"Teletovic, Mirza",10.0,39,-29.0,4.0,21,-17.0,6.0,18,-12.0,0.4,0.538,-0.138,14.7,1.4,13.3,9.1,19.0,-9.9,8.8,10.2,-1.4,4.9,14.9,-10.0,35.3,49.7,-14.4,23.1,14.5,8.6,9.1,12.6,-3.5,3.6,8.3,-4.7,36.5,45.5,-9.0
Milwaukee Bucks,"Terry, Jason",15.0,39,-24.0,7.0,21,-14.0,8.0,18,-10.0,0.467,0.538,-0.071,18.2,1.4,16.8,17.8,18.2,-0.4,7.5,10.3,-2.8,16.0,13.9,2.1,39.8,49.2,-9.4,14.6,15.3,-0.7,6.4,12.8,-6.4,8.5,7.8,0.7,53.3,44.1,9.2
Milwaukee Bucks,"Vaughn, Rashad",16.0,39,-23.0,8.0,21,-13.0,8.0,18,-10.0,0.5,0.538,-0.038,15.8,1.4,14.4,16.2,18.4,-2.2,10.6,10.1,0.5,10.6,14.4,-3.8,48.7,48.5,0.2,16.2,15.1,1.1,17.5,11.8,5.7,7.2,8.0,-0.8,48.1,44.5,3.6
Milwaukee Bucks,"Wilson, D.J.",12.0,39,-27.0,7.0,21,-14.0,5.0,18,-13.0,0.583,0.538,0.045,58.0,1.3,56.7,20.1,18.1,2.0,7.8,10.2,-2.4,11.2,14.1,-2.9,49.2,48.5,0.7,13.4,15.2,-1.8,7.8,12.4,-4.6,15.7,7.7,8.0,53.7,44.5,9.2
Minnesota Timberwolves,"Aldrich, Cole",9.0,42,-33.0,6.0,26,-20.0,3.0,16,-13.0,0.667,0.619,0.048,114.9,1.2,113.7,12.0,19.0,-7.0,4.8,14.5,-9.7,0.0,10.2,-10.2,57.5,48.4,9.1,21.6,15.7,5.9,40.7,11.9,28.8,9.6,13.0,-3.4,47.9,46.2,1.7
Minnesota Timberwolves,"Bjelica, Nemanja",27.0,42,-15.0,17.0,26,-9.0,10.0,16,-6.0,0.63,0.619,0.011,6.2,1.5,4.7,16.0,19.7,-3.7,11.4,15.1,-3.7,7.5,10.7,-3.2,44.6,49.4,-4.8,18.5,15.1,3.4,11.4,12.4,-1.0,10.1,13.6,-3.5,47.7,45.9,1.8
Minnesota Timberwolves,"Brooks, Aaron",19.0,42,-23.0,10.0,26,-16.0,9.0,16,-7.0,0.526,0.619,-0.093,17.6,1.3,16.3,12.5,19.5,-7.0,17.3,14.1,3.2,3.8,10.6,-6.8,43.7,48.9,-5.2,19.4,15.5,3.9,14.2,12.0,2.2,10.1,13.2,-3.1,46.5,46.2,0.3
Minnesota Timberwolves,"Butler, Jimmy",40.0,42,-2.0,26.0,26,0.0,14.0,16,-2.0,0.65,0.619,0.031,1.7,4.2,-2.5,20.3,15.4,4.9,14.7,13.3,1.4,11.4,6.6,4.8,50.2,44.1,6.1,15.3,16.8,-1.5,12.0,12.7,-0.7,13.5,11.5,2.0,45.4,48.3,-2.9
Minnesota Timberwolves,"Crawford, Jamal",42.0,42,0.0,26.0,26,0.0,16.0,16,0.0,0.619,0.619,0.0,3.0,2.0,1.0,16.1,20.8,-4.7,11.7,16.1,-4.4,7.6,11.7,-4.1,41.6,53.0,-11.4,19.2,13.5,5.7,11.4,12.7,-1.3,12.2,13.4,-1.2,49.1,44.4,4.7
Minnesota Timberwolves,"Dieng, Gorgui",39.0,42,-3.0,24.0,26,-2.0,15.0,16,-1.0,0.615,0.619,-0.004,3.4,1.8,1.6,17.3,19.9,-2.6,12.8,15.2,-2.4,8.6,10.9,-2.3,40.1,53.0,-12.9,18.1,14.5,3.6,11.4,12.6,-1.2,12.7,13.1,-0.4,46.2,46.3,-0.1
Minnesota Timberwolves,"Georges-Hunt, Marcus",23.0,42,-19.0,15.0,26,-11.0,8.0,16,-8.0,0.652,0.619,0.033,32.1,1.2,30.9,19.8,18.9,0.9,16.7,14.3,2.4,9.9,10.1,-0.2,44.6,48.7,-4.1,9.9,16.0,-6.1,26.0,11.6,14.4,7.4,13.2,-5.8,42.1,46.4,-4.3
Minnesota Timberwolves,"Gibson, Taj",42.0,42,0.0,26.0,26,0.0,16.0,16,0.0,0.619,0.619,0.0,1.7,3.9,-2.2,19.8,17.1,2.7,15.6,11.5,4.1,11.1,7.9,3.2,50.7,43.7,7.0,14.9,17.7,-2.8,12.2,12.1,0.1,13.3,12.3,1.0,45.4,48.1,-2.7
Minnesota Timberwolves,"Jones, Tyus",42.0,42,0.0,26.0,26,0.0,16.0,16,0.0,0.619,0.619,0.0,3.1,1.9,1.2,19.5,18.6,0.9,13.9,14.6,-0.7,13.1,8.2,4.9,49.9,47.7,2.2,14.6,16.4,-1.8,12.3,12.1,0.2,10.7,14.3,-3.6,46.9,45.8,1.1
Minnesota Timberwolves,"Muhammad, Shabazz",24.0,42,-18.0,14.0,26,-12.0,10.0,16,-6.0,0.583,0.619,-0.036,9.1,1.4,7.7,14.5,19.6,-5.1,11.7,14.7,-3.0,6.2,10.7,-4.5,48.9,48.4,0.5,17.9,15.4,2.5,13.9,11.9,2.0,14.9,12.7,2.2,53.8,45.1,8.7
Minnesota Timberwolves,"Teague, Jeff",31.0,42,-11.0,20.0,26,-6.0,11.0,16,-5.0,0.645,0.619,0.026,2.2,2.6,-0.4,19.9,18.0,1.9,14.4,14.3,0.1,9.0,11.4,-2.4,48.9,48.0,0.9,15.7,15.8,-0.1,11.8,12.6,-0.8,14.7,11.0,3.7,45.1,47.5,-2.4
Minnesota Timberwolves,"Towns, Karl-Anthony",42.0,42,0.0,26.0,26,0.0,16.0,16,0.0,0.619,0.619,0.0,1.6,4.5,-2.9,19.5,17.5,2.0,15.2,12.0,3.2,11.0,7.6,3.4,51.4,40.4,11.0,14.6,18.8,-4.2,12.5,11.4,1.1,13.4,11.7,1.7,46.7,45.0,1.7
Minnesota Timberwolves,"Wiggins, Andrew",42.0,42,0.0,26.0,26,0.0,16.0,16,0.0,0.619,0.619,0.0,1.6,4.9,-3.3,19.9,16.2,3.7,15.3,11.6,3.7,10.3,9.3,1.0,50.0,43.9,6.1,14.6,19.3,-4.7,11.7,13.7,-2.0,13.1,12.6,0.5,44.8,50.6,-5.8
Brooklyn Nets,"Acy, Quincy",35.0,40,-5.0,14.0,15,-1.0,21.0,25,-4.0,0.4,0.375,0.025,3.4,1.7,1.7,16.9,12.7,4.2,11.6,12.2,-0.6,8.6,10.8,-2.2,40.8,43.8,-3.0,19.0,15.4,3.6,11.4,12.8,-1.4,9.3,10.5,-1.2,39.9,46.1,-6.2
Brooklyn Nets,"Allen, Jarrett",31.0,40,-9.0,12.0,15,-3.0,19.0,25,-6.0,0.387,0.375,0.012,4.3,1.5,2.8,13.3,14.4,-1.1,11.3,12.3,-1.0,8.9,10.5,-1.6,42.4,42.9,-0.5,16.1,16.8,-0.7,14.3,11.7,2.6,8.1,10.8,-2.7,45.6,43.5,2.1
Brooklyn Nets,"Booker, Trevor",18.0,40,-22.0,7.0,15,-8.0,11.0,25,-14.0,0.389,0.375,0.014,5.4,1.4,4.0,16.8,13.4,3.4,13.5,11.6,1.9,12.9,9.3,3.6,46.9,41.7,5.2,15.7,16.9,-1.2,14.6,11.8,2.8,8.3,10.5,-2.2,41.0,44.8,-3.8
Brooklyn Nets,"Carroll, DeMarre",36.0,40,-4.0,15.0,15,0.0,21.0,25,-4.0,0.417,0.375,0.042,2.1,2.5,-0.4,14.2,14.0,0.2,12.4,11.6,0.8,10.9,9.0,1.9,41.0,44.8,-3.8,15.4,18.2,-2.8,12.2,12.5,-0.3,10.7,9.4,1.3,43.6,44.5,-0.9
Brooklyn Nets,"Crabbe, Allen",36.0,40,-4.0,13.0,15,-2.0,23.0,25,-2.0,0.361,0.375,-0.014,2.0,2.5,-0.5,14.1,14.2,-0.1,11.4,12.7,-1.3,9.6,10.6,-1.0,40.7,45.3,-4.6,14.4,19.3,-4.9,11.9,12.9,-1.0,8.8,11.6,-2.8,43.2,45.1,-1.9
Brooklyn Nets,"Dinwiddie, Spencer",39.0,40,-1.0,15.0,15,0.0,24.0,25,-1.0,0.385,0.375,0.01,2.1,2.5,-0.4,14.5,13.6,0.9,12.2,11.8,0.4,10.0,10.1,-0.1,43.1,42.4,0.7,14.9,18.8,-3.9,11.7,13.2,-1.5,9.7,10.5,-0.8,42.8,45.5,-2.7
Brooklyn Nets,"Doyle, Milton",4.0,11,-7.0,0.0,4,-4.0,4.0,7,-3.0,0.0,0.364,-0.364,53.3,4.7,48.6,23.2,11.4,11.8,18.6,12.3,6.3,10.4,7.3,3.1,39.5,42.6,-3.1,18.6,16.0,2.6,16.2,12.2,4.0,7.0,9.0,-2.0,53.4,41.8,11.6
Brooklyn Nets,"Harris, Joe",38.0,40,-2.0,15.0,15,0.0,23.0,25,-2.0,0.395,0.375,0.02,2.3,2.2,0.1,13.9,14.3,-0.4,14.1,10.0,4.1,9.4,10.6,-1.2,45.8,39.9,5.9,17.6,15.8,1.8,12.5,12.3,0.2,10.4,9.8,0.6,43.1,45.0,-1.9
Brooklyn Nets,"Hollis-Jefferson, Rondae",37.0,40,-3.0,14.0,15,-1.0,23.0,25,-2.0,0.378,0.375,0.003,2.1,2.4,-0.3,13.3,15.1,-1.8,12.0,12.0,0.0,10.5,9.5,1.0,43.2,42.2,1.0,14.8,18.8,-4.0,13.1,11.5,1.6,10.6,9.5,1.1,46.7,40.9,5.8
Brooklyn Nets,"Kilpatrick, Sean",16.0,40,-24.0,6.0,15,-9.0,10.0,25,-15.0,0.375,0.375,0.0,11.4,1.3,10.1,12.2,14.3,-2.1,12.7,11.9,0.8,11.7,9.9,1.8,40.5,43.0,-2.5,19.5,16.3,3.2,8.5,12.8,-4.3,11.0,10.0,1.0,41.0,44.4,-3.4
Brooklyn Nets,"LeVert, Caris",38.0,40,-2.0,14.0,15,-1.0,24.0,25,-1.0,0.368,0.375,-0.007,2.1,2.4,-0.3,14.1,14.2,-0.1,12.3,11.7,0.6,10.3,9.7,0.6,44.9,40.3,4.6,17.5,15.6,1.9,14.0,10.5,3.5,10.4,9.7,0.7,44.3,43.7,0.6
Brooklyn Nets,"Lin, Jeremy",1.0,40,-39.0,0.0,15,-15.0,1.0,25,-24.0,0.0,0.375,-0.375,62.7,1.2,61.5,20.5,14.0,6.5,14.2,12.0,2.2,6.3,10.1,-3.8,34.7,42.9,-8.2,20.5,16.6,3.9,17.4,12.3,5.1,37.9,9.6,28.3,56.8,43.8,13.0
Brooklyn Nets,"Mozgov, Timofey",24.0,40,-16.0,10.0,15,-5.0,14.0,25,-11.0,0.417,0.375,0.042,6.7,1.4,5.3,13.9,14.2,-0.3,8.2,12.8,-4.6,10.5,9.9,0.6,38.9,43.6,-4.7,20.6,15.9,4.7,11.1,12.6,-1.5,11.1,9.9,1.2,44.7,43.9,0.8
Brooklyn Nets,"Okafor, Jahlil",4.0,17,-13.0,1.0,6,-5.0,3.0,11,-8.0,0.25,0.353,-0.103,44.2,3.0,41.2,7.1,12.9,-5.8,13.3,11.1,2.2,5.3,7.2,-1.9,44.5,42.0,2.5,26.7,16.3,10.4,12.5,12.6,-0.1,11.6,9.3,2.3,46.3,43.7,2.6
Brooklyn Nets,"Russell, D'Angelo",12.0,40,-28.0,4.0,15,-11.0,8.0,25,-17.0,0.333,0.375,-0.042,5.6,1.4,4.2,14.3,14.1,0.2,10.8,12.3,-1.5,13.4,9.3,4.1,42.0,43.0,-1.0,15.2,17.0,-1.8,13.6,12.1,1.5,10.6,9.9,0.7,48.5,43.0,5.5
Brooklyn Nets,"Stauskas, Nik",12.0,17,-5.0,4.0,6,-2.0,8.0,11,-3.0,0.333,0.353,-0.02,12.6,3.6,9.0,11.1,13.0,-1.9,8.2,12.1,-3.9,4.0,7.9,-3.9,41.8,42.3,-0.5,24.1,15.0,9.1,11.9,12.8,-0.9,9.3,9.5,-0.2,48.2,42.7,5.5
Brooklyn Nets,"Whitehead, Isaiah",10.0,40,-30.0,2.0,15,-13.0,8.0,25,-17.0,0.2,0.375,-0.175,15.4,1.2,14.2,16.5,13.9,2.6,11.2,12.1,-0.9,8.2,10.2,-2.0,44.9,42.6,2.3,24.4,16.0,8.4,7.9,12.7,-4.8,8.9,10.2,-1.3,49.5,43.6,5.9
Brooklyn Nets,"Wiley, Jacob",5.0,40,-35.0,1.0,15,-14.0,4.0,25,-21.0,0.2,0.375,-0.175,63.9,1.2,62.7,20.8,14.0,6.8,8.3,12.1,-3.8,11.1,10.0,1.1,41.6,42.8,-1.2,16.6,16.6,0.0,2.8,12.5,-9.7,5.5,10.1,-4.6,36.1,44.2,-8.1
Brooklyn Nets,"Zeller, Tyler",32.0,40,-8.0,11.0,15,-4.0,21.0,25,-4.0,0.344,0.375,-0.031,3.9,1.6,2.3,11.1,15.4,-4.3,11.7,12.1,-0.4,9.4,10.3,-0.9,43.1,42.7,0.4,17.3,16.4,0.9,10.5,13.2,-2.7,12.1,9.2,2.9,44.4,43.9,0.5
New York Knicks,"Baker, Ron",20.0,40,-20.0,8.0,19,-11.0,12.0,21,-9.0,0.4,0.475,-0.075,8.2,1.4,6.8,16.6,15.3,1.3,13.2,14.8,-1.6,3.4,7.3,-3.9,49.0,46.8,2.2,18.1,18.6,-0.5,14.1,12.9,1.2,8.4,10.9,-2.5,41.9,40.3,1.6
New York Knicks,"Beasley, Michael",33.0,40,-7.0,14.0,19,-5.0,19.0,21,-2.0,0.424,0.475,-0.051,3.8,1.8,2.0,16.6,15.0,1.6,16.4,13.7,2.7,4.9,7.5,-2.6,51.7,45.0,6.7,21.1,17.3,3.8,13.9,12.7,1.2,9.5,11.0,-1.5,41.2,40.3,0.9
New York Knicks,"Dotson, Damyean",20.0,40,-20.0,6.0,19,-13.0,14.0,21,-7.0,0.3,0.475,-0.175,12.9,1.4,11.5,9.8,16.1,-6.3,10.3,15.0,-4.7,4.6,6.9,-2.3,44.6,47.4,-2.8,22.8,18.1,4.7,13.0,13.1,-0.1,13.3,10.2,3.1,42.4,40.4,2.0
New York Knicks,"Hardaway Jr., Tim",21.0,40,-19.0,11.0,19,-8.0,10.0,21,-11.0,0.524,0.475,0.049,3.2,2.0,1.2,15.7,15.4,0.3,16.3,13.5,2.8,7.4,6.3,1.1,45.4,48.2,-2.8,16.9,19.5,-2.6,12.0,13.7,-1.7,11.3,10.0,1.3,37.8,42.3,-4.5
New York Knicks,"Hernangomez, Willy",18.0,40,-22.0,6.0,19,-13.0,12.0,21,-9.0,0.333,0.475,-0.142,13.1,1.4,11.7,13.6,15.7,-2.1,10.5,15.0,-4.5,4.4,6.9,-2.5,46.5,47.2,-0.7,24.1,17.9,6.2,11.9,13.2,-1.3,8.6,10.7,-2.1,36.6,41.0,-4.4
New York Knicks,"Jack, Jarrett",38.0,40,-2.0,19.0,19,0.0,19.0,21,-2.0,0.5,0.475,0.025,2.3,2.6,-0.3,14.7,16.4,-1.7,14.3,14.8,-0.5,8.5,4.7,3.8,47.8,46.4,1.4,17.7,19.4,-1.7,12.1,14.2,-2.1,11.5,9.3,2.2,42.2,38.8,3.4
New York Knicks,"Kanter, Enes",37.0,40,-3.0,19.0,19,0.0,18.0,21,-3.0,0.514,0.475,0.039,2.6,2.3,0.3,14.4,16.6,-2.2,16.1,13.2,2.9,7.9,5.6,2.3,47.9,46.5,1.4,19.0,18.0,1.0,11.9,14.1,-2.2,12.8,8.4,4.4,46.0,35.7,10.3
New York Knicks,"Kuzminskas, Mindaugas",1.0,40,-39.0,0.0,19,-19.0,1.0,21,-20.0,0.0,0.475,-0.475,1156.3,1.2,1155.1,0.0,15.5,-15.5,0.0,14.6,-14.6,0.0,6.7,-6.7,0.0,47.2,-47.2,0.0,18.5,-18.5,0.0,13.1,-13.1,0.0,10.5,-10.5,0.0,40.6,-40.6
New York Knicks,"Lee, Courtney",40.0,40,0.0,19.0,19,0.0,21.0,21,0.0,0.475,0.475,0.0,1.8,3.8,-2.0,16.0,14.5,1.5,14.9,13.9,1.0,7.8,4.4,3.4,47.5,46.4,1.1,18.7,18.2,0.5,13.3,12.5,0.8,11.2,8.9,2.3,42.9,35.7,7.2
New York Knicks,"McDermott, Doug",40.0,40,0.0,19.0,19,0.0,21.0,21,0.0,0.475,0.475,0.0,2.5,2.4,0.1,15.6,15.5,0.1,14.0,15.1,-1.1,5.3,8.1,-2.8,46.7,47.6,-0.9,18.7,18.3,0.4,14.6,11.5,3.1,8.0,12.9,-4.9,39.0,42.1,-3.1
New York Knicks,"Noah, Joakim",6.0,40,-34.0,1.0,19,-18.0,5.0,21,-16.0,0.167,0.475,-0.308,56.9,1.3,55.6,16.4,15.5,0.9,10.1,14.7,-4.6,10.1,6.6,3.5,30.3,47.5,-17.2,8.8,18.7,-9.9,2.5,13.3,-10.8,12.6,10.4,2.2,30.3,40.8,-10.5
