TEAM_NAME,VS_PLAYER_NAME,GP_ON,GP_OFF,GP_DIFF,W_ON,W_OFF,W_DIFF,L_ON,L_OFF,L_DIFF,W_PCT_ON,W_PCT_OFF,W_PCT_DIFF,MIN_ON,MIN_OFF,MIN_DIFF,PTS_OFF_TOV_ON,PTS_OFF_TOV_OFF,PTS_OFF_TOV_DIFF,PTS_2ND_CHANCE_ON,PTS_2ND_CHANCE_OFF,PTS_2ND_CHANCE_DIFF,PTS_FB_ON,PTS_FB_OFF,PTS_FB_DIFF,PTS_PAINT_ON,PTS_PAINT_OFF,PTS_PAINT_DIFF,OPP_PTS_OFF_TOV_ON,OPP_PTS_OFF_TOV_OFF,OPP_PTS_OFF_TOV_DIFF,OPP_PTS_2ND_CHANCE_ON,OPP_PTS_2ND_CHANCE_OFF,OPP_PTS_2ND_CHANCE_DIFF,OPP_PTS_FB_ON,OPP_PTS_FB_OFF,OPP_PTS_FB_DIFF,OPP_PTS_PAINT_ON,OPP_PTS_PAINT_OFF,OPP_PTS_PAINT_DIFF
Portland Trail Blazers,"Layman, Jake",17.0,39,-22.0,9.0,21,-12.0,8.0,18,-10.0,0.529,0.538,-0.009,20.4,1.3,19.1,13.8,14.9,-1.1,14.7,12.8,1.9,4.8,6.0,-1.2,32.0,42.3,-10.3,20.7,15.8,4.9,14.7,11.6,3.1,7.8,9.9,-2.1,40.6,42.3,-1.7
Portland Trail Blazers,"Leonard, Meyers",13.0,39,-26.0,5.0,21,-16.0,8.0,18,-10.0,0.385,0.538,-0.153,16.4,1.3,15.1,10.4,15.2,-4.8,10.1,13.1,-3.0,11.8,5.5,6.3,36.2,42.2,-6.0,23.0,15.6,7.4,9.1,12.0,-2.9,15.0,9.3,5.7,39.7,42.4,-2.7
Portland Trail Blazers,"Lillard, Damian",33.0,39,-6.0,17.0,21,-4.0,16.0,18,-2.0,0.515,0.538,-0.023,1.9,3.7,-1.8,14.9,14.8,0.1,11.6,15.3,-3.7,5.5,6.7,-1.2,42.5,40.3,2.2,16.2,15.9,0.3,10.9,13.6,-2.7,10.0,9.3,0.7,41.9,42.9,-1.0
Portland Trail Blazers,"McCollum, CJ",38.0,39,-1.0,20.0,21,-1.0,18.0,18,0.0,0.526,0.538,-0.012,1.7,4.8,-3.1,15.1,14.3,0.8,11.7,16.4,-4.7,5.7,6.6,-0.9,42.0,40.9,1.1,15.6,17.6,-2.0,11.8,12.0,-0.2,9.9,9.3,0.6,43.5,38.5,5.0
Portland Trail Blazers,"Napier, Shabazz",33.0,39,-6.0,18.0,21,-3.0,15.0,18,-3.0,0.545,0.538,0.007,3.5,1.9,1.6,15.2,14.7,0.5,13.9,12.3,1.6,6.4,5.6,0.8,40.3,42.5,-2.2,15.5,16.5,-1.0,13.3,11.0,2.3,7.7,10.9,-3.2,42.6,42.1,0.5
Portland Trail Blazers,"Nurkic, Jusuf",36.0,39,-3.0,20.0,21,-1.0,16.0,18,-2.0,0.556,0.538,0.018,2.3,2.6,-0.3,13.6,16.2,-2.6,9.4,16.8,-7.4,4.7,7.3,-2.6,43.0,40.3,2.7,16.0,16.3,-0.3,12.7,10.9,1.8,9.8,9.7,0.1,43.3,41.0,2.3
Portland Trail Blazers,"Swanigan, Caleb",15.0,39,-24.0,8.0,21,-13.0,7.0,18,-11.0,0.533,0.538,-0.005,18.1,1.3,16.8,15.1,14.8,0.3,15.9,12.6,3.3,5.2,6.0,-0.8,34.0,42.3,-8.3,16.6,16.1,0.5,10.0,12.0,-2.0,9.2,9.8,-0.6,40.6,42.4,-1.8
Portland Trail Blazers,"Turner, Evan",39.0,39,0.0,21.0,21,0.0,18.0,18,0.0,0.538,0.538,0.0,2.2,2.8,-0.6,14.4,15.4,-1.0,12.9,12.9,0.0,6.8,4.9,1.9,40.0,43.9,-3.9,16.2,15.9,0.3,12.0,11.6,0.4,10.4,9.0,1.4,42.8,41.6,1.2
Portland Trail Blazers,"Vonleh, Noah",26.0,39,-13.0,13.0,21,-8.0,13.0,18,-5.0,0.5,0.538,-0.038,5.5,1.6,3.9,14.8,14.9,-0.1,12.1,13.1,-1.0,3.2,6.7,-3.5,41.8,41.7,0.1,16.8,15.9,0.9,10.7,12.1,-1.4,9.2,9.9,-0.7,40.5,42.8,-2.3
Sacramento Kings,"Bogdanovic, Bogdan",36.0,39,-3.0,12.0,13,-1.0,24.0,26,-2.0,0.333,0.333,0.0,2.6,2.6,0.0,15.3,15.0,0.3,11.0,12.7,-1.7,8.0,10.2,-2.2,44.4,43.3,1.1,16.1,15.2,0.9,11.2,13.8,-2.6,10.6,12.1,-1.5,42.8,44.2,-1.4
Sacramento Kings,"Carter, Vince",24.0,39,-15.0,9.0,13,-4.0,15.0,26,-11.0,0.375,0.333,0.042,6.7,1.6,5.1,17.2,14.6,2.6,9.5,12.5,-3.0,7.0,9.6,-2.6,40.6,44.6,-4.0,16.0,15.6,0.4,13.0,12.4,0.6,9.7,11.7,-2.0,37.6,44.9,-7.3
Sacramento Kings,"Cauley-Stein, Willie",36.0,39,-3.0,12.0,13,-1.0,24.0,26,-2.0,0.333,0.333,0.0,2.6,2.6,0.0,15.5,14.8,0.7,11.4,12.4,-1.0,9.8,8.5,1.3,45.5,42.2,3.3,16.7,14.7,2.0,11.0,14.0,-3.0,12.2,10.6,1.6,41.9,45.0,-3.1
Sacramento Kings,"Cooley, Jack",1.0,39,-38.0,0.0,13,-13.0,1.0,26,-25.0,0.0,0.333,-0.333,1929.0,1.3,1927.7,173.6,15.0,158.6,0.0,11.9,-11.9,0.0,9.1,-9.1,0.0,43.9,-43.9,0.0,15.7,-15.7,0.0,12.5,-12.5,0.0,11.4,-11.4,0.0,43.5,-43.5
Sacramento Kings,"Fox, De'Aaron",32.0,39,-7.0,11.0,13,-2.0,21.0,26,-5.0,0.344,0.333,0.011,2.8,2.4,0.4,15.7,14.6,1.1,11.8,11.9,-0.1,8.5,9.6,-1.1,43.5,44.1,-0.6,15.7,15.6,0.1,14.0,11.3,2.7,11.6,11.1,0.5,44.6,42.6,2.0
Sacramento Kings,"Hield, Buddy",37.0,39,-2.0,13.0,13,0.0,24.0,26,-2.0,0.351,0.333,0.018,2.8,2.4,0.4,16.1,14.2,1.9,12.0,11.7,0.3,10.2,8.2,2.0,45.3,42.5,2.8,15.1,16.2,-1.1,11.9,13.0,-1.1,10.1,12.4,-2.3,41.9,44.8,-2.9
Sacramento Kings,"Hill, George",33.0,39,-6.0,11.0,13,-2.0,22.0,26,-4.0,0.333,0.333,0.0,2.8,2.4,0.4,14.1,16.1,-2.0,12.7,11.1,1.6,9.0,9.3,-0.3,45.2,42.6,2.6,16.9,14.6,2.3,11.9,13.0,-1.1,13.0,9.9,3.1,44.6,42.5,2.1
Sacramento Kings,"Jackson, Justin",27.0,39,-12.0,7.0,13,-6.0,20.0,26,-6.0,0.259,0.333,-0.074,5.3,1.7,3.6,14.2,15.4,-1.2,11.2,12.1,-0.9,10.0,8.8,1.2,39.7,45.2,-5.5,14.7,16.0,-1.3,14.3,11.9,2.4,11.0,11.5,-0.5,45.8,42.7,3.1
Sacramento Kings,"Koufos, Kosta",38.0,39,-1.0,12.0,13,-1.0,26.0,26,0.0,0.316,0.333,-0.017,3.6,2.0,1.6,13.9,15.8,-1.9,11.3,12.2,-0.9,7.8,9.9,-2.1,38.4,46.9,-8.5,13.5,16.9,-3.4,14.8,11.2,3.6,8.6,12.9,-4.3,42.6,44.0,-1.4
Sacramento Kings,"Labissiere, Skal",34.0,39,-5.0,11.0,13,-2.0,23.0,26,-3.0,0.324,0.333,-0.009,4.3,1.9,2.4,15.5,15.0,0.5,13.0,11.4,1.6,10.1,8.7,1.4,46.0,42.9,3.1,15.0,15.9,-0.9,14.6,11.6,3.0,12.1,11.0,1.1,46.9,42.0,4.9
Sacramento Kings,"Mason, Frank",29.0,39,-10.0,9.0,13,-4.0,20.0,26,-6.0,0.31,0.333,-0.023,4.7,1.8,2.9,16.8,14.5,2.3,12.4,11.7,0.7,10.4,8.6,1.8,45.3,43.3,2.0,13.9,16.4,-2.5,12.8,12.4,0.4,11.2,11.4,-0.2,44.6,43.0,1.6
Sacramento Kings,"Papagiannis, Georgios",9.0,39,-30.0,1.0,13,-12.0,8.0,26,-18.0,0.111,0.333,-0.222,32.9,1.4,31.5,18.5,15.0,3.5,11.6,11.9,-0.3,13.0,9.0,4.0,47.8,43.7,4.1,10.3,15.9,-5.6,11.6,12.5,-0.9,5.5,11.6,-6.1,49.2,43.2,6.0
Sacramento Kings,"Randolph, Zach",35.0,39,-4.0,12.0,13,-1.0,23.0,26,-3.0,0.343,0.333,0.01,2.7,2.5,0.2,13.1,17.0,-3.9,13.2,10.6,2.6,8.4,9.8,-1.4,45.3,42.5,2.8,17.2,14.3,2.9,11.5,13.4,-1.9,13.6,9.3,4.3,46.0,41.1,4.9
Sacramento Kings,"Richardson, Malachi",21.0,39,-18.0,5.0,13,-8.0,16.0,26,-10.0,0.238,0.333,-0.095,8.6,1.5,7.1,18.4,14.5,3.9,10.0,12.2,-2.2,14.4,8.2,6.2,44.6,43.7,0.9,13.0,16.1,-3.1,13.0,12.4,0.6,11.1,11.4,-0.3,42.2,43.7,-1.5
Sacramento Kings,"Sampson, JaKarr",6.0,39,-33.0,1.0,13,-12.0,5.0,26,-21.0,0.167,0.333,-0.166,26.0,1.4,24.6,19.2,14.9,4.3,9.6,12.0,-2.4,11.6,9.0,2.6,44.4,43.8,0.6,16.2,15.7,0.5,9.1,12.7,-3.6,11.1,11.4,-0.3,39.4,43.7,-4.3
Sacramento Kings,"Temple, Garrett",38.0,39,-1.0,13.0,13,0.0,25.0,26,-1.0,0.342,0.333,0.009,2.5,2.7,-0.2,13.6,16.7,-3.1,12.6,11.2,1.4,7.8,10.5,-2.7,42.5,45.3,-2.8,16.6,14.7,1.9,11.9,13.1,-1.2,11.5,11.2,0.3,42.2,44.8,-2.6
San Antonio Spurs,"Aldridge, LaMarcus",40.0,42,-2.0,27.0,28,-1.0,13.0,14,-1.0,0.675,0.667,0.008,1.9,3.5,-1.6,15.6,18.7,-3.1,15.1,11.1,4.0,10.3,9.1,1.2,43.3,43.6,-0.3,14.7,18.6,-3.9,11.9,12.5,-0.6,11.3,11.9,-0.6,43.2,47.8,-4.6
San Antonio Spurs,"Anderson, Kyle",34.0,42,-8.0,22.0,28,-6.0,12.0,14,-2.0,0.647,0.667,-0.02,2.7,2.2,0.5,16.3,16.9,-0.6,14.4,13.2,1.2,9.5,10.1,-0.6,43.5,43.4,0.1,16.3,15.7,0.6,12.3,12.0,0.3,11.6,11.4,0.2,46.6,43.2,3.4
San Antonio Spurs,"Bertans, Davis",38.0,42,-4.0,24.0,28,-4.0,14.0,14,0.0,0.632,0.667,-0.035,5.4,1.6,3.8,18.7,16.1,2.6,11.9,14.3,-2.4,12.1,9.2,2.9,41.6,43.9,-2.3,15.0,16.3,-1.3,14.4,11.5,2.9,9.2,12.2,-3.0,43.2,45.2,-2.0
San Antonio Spurs,"Costello, Matt",2.0,42,-40.0,2.0,28,-26.0,0.0,14,-14.0,1.0,0.667,0.333,191.8,1.2,190.6,32.1,16.5,15.6,14.3,13.7,0.6,0.0,9.9,-9.9,42.9,43.4,-0.5,28.6,15.9,12.7,35.7,12.0,23.7,7.1,11.5,-4.4,64.3,44.6,19.7
San Antonio Spurs,"Forbes, Bryn",42.0,42,0.0,28.0,28,0.0,14.0,14,0.0,0.667,0.667,0.0,2.9,2.2,0.7,16.1,17.0,-0.9,13.7,13.8,-0.1,11.0,9.0,2.0,43.9,43.0,0.9,15.9,16.1,-0.2,13.0,11.5,1.5,10.6,12.2,-1.6,47.3,42.8,4.5
San Antonio Spurs,"Gasol, Pau",40.0,42,-2.0,27.0,28,-1.0,13.0,14,-1.0,0.675,0.667,0.008,2.5,2.4,0.1,15.5,17.8,-2.3,13.0,14.5,-1.5,9.9,9.9,0.0,43.7,43.1,0.6,15.4,16.6,-1.2,11.7,12.5,-0.8,11.9,11.1,0.8,45.3,44.2,1.1
San Antonio Spurs,"Gay, Rudy",34.0,42,-8.0,24.0,28,-4.0,10.0,14,-4.0,0.706,0.667,0.039,3.1,2.0,1.1,16.4,16.8,-0.4,14.8,13.0,1.8,8.5,10.7,-2.2,45.6,42.0,3.6,17.3,15.2,2.1,11.1,12.8,-1.7,11.2,11.7,-0.5,43.1,45.8,-2.7
San Antonio Spurs,"Ginobili, Manu",34.0,42,-8.0,24.0,28,-4.0,10.0,14,-4.0,0.706,0.667,0.039,3.4,1.9,1.5,16.3,16.9,-0.6,13.6,13.8,-0.2,8.2,10.8,-2.6,42.6,43.9,-1.3,16.5,15.7,0.8,12.6,11.9,0.7,11.9,11.2,0.7,44.5,44.9,-0.4
San Antonio Spurs,"Green, Danny",32.0,42,-10.0,21.0,28,-7.0,11.0,14,-3.0,0.656,0.667,-0.011,3.0,2.1,0.9,15.8,17.3,-1.5,14.4,13.3,1.1,8.8,10.6,-1.8,43.9,43.1,0.8,15.0,16.7,-1.7,10.6,13.2,-2.6,11.3,11.6,-0.3,43.9,45.4,-1.5
San Antonio Spurs,"Hilliard, Darrun",6.0,42,-36.0,5.0,28,-23.0,1.0,14,-13.0,0.833,0.667,0.166,46.9,1.3,45.6,10.7,16.8,-6.1,13.6,13.7,-0.1,8.7,9.9,-1.2,29.1,43.8,-14.7,23.2,15.8,7.4,16.5,12.0,4.5,17.4,11.3,6.1,52.3,44.5,7.8
San Antonio Spurs,"Lauvergne, Joffrey",24.0,42,-18.0,15.0,28,-13.0,9.0,14,-5.0,0.625,0.667,-0.042,8.9,1.4,7.5,17.4,16.5,0.9,13.4,13.8,-0.4,8.3,10.1,-1.8,44.4,43.3,1.1,21.1,15.2,5.9,12.3,12.1,0.2,12.7,11.3,1.4,46.6,44.5,2.1
San Antonio Spurs,"Leonard, Kawhi",8.0,42,-34.0,4.0,28,-24.0,4.0,14,-10.0,0.5,0.667,-0.167,13.2,1.4,11.8,21.0,16.2,4.8,11.0,14.0,-3.0,11.6,9.7,1.9,37.7,44.0,-6.3,15.6,16.0,-0.4,12.9,12.1,0.8,13.7,11.3,2.4,46.9,44.5,2.4
San Antonio Spurs,"Mills, Patty",42.0,42,0.0,28.0,28,0.0,14.0,14,0.0,0.667,0.667,0.0,2.4,2.5,-0.1,16.7,16.6,0.1,14.5,12.9,1.6,8.7,11.1,-2.4,41.2,45.8,-4.6,14.6,17.5,-2.9,13.6,10.6,3.0,9.9,13.2,-3.3,46.1,43.3,2.8
San Antonio Spurs,"Murray, Dejounte",42.0,42,0.0,28.0,28,0.0,14.0,14,0.0,0.667,0.667,0.0,3.3,1.9,1.4,17.7,16.0,1.7,13.5,13.9,-0.4,11.3,9.0,2.3,45.2,42.4,2.8,17.1,15.4,1.7,9.8,13.5,-3.7,12.4,11.0,1.4,41.7,46.5,-4.8
San Antonio Spurs,"Parker, Tony",17.0,42,-25.0,13.0,28,-15.0,4.0,14,-10.0,0.765,0.667,0.098,6.9,1.5,5.4,16.6,16.7,-0.1,10.7,14.4,-3.7,9.9,9.9,0.0,41.9,43.8,-1.9,15.1,16.2,-1.1,13.4,11.9,1.5,14.9,10.7,4.2,45.7,44.5,1.2
San Antonio Spurs,"Paul, Brandon",39.0,42,-3.0,25.0,28,-3.0,14.0,14,0.0,0.641,0.667,-0.026,5.4,1.6,3.8,19.7,15.8,3.9,11.2,14.5,-3.3,11.7,9.3,2.4,46.5,42.5,4.0,19.7,15.0,4.7,11.0,12.5,-1.5,12.7,11.1,1.6,44.5,44.8,-0.3
San Antonio Spurs,"White, Derrick",10.0,42,-32.0,5.0,28,-23.0,5.0,14,-9.0,0.5,0.667,-0.167,38.4,1.3,37.1,22.5,16.5,6.0,16.3,13.7,2.6,17.8,9.6,8.2,48.0,43.3,4.7,11.6,16.2,-4.6,13.9,12.1,1.8,9.3,11.6,-2.3,37.2,45.0,-7.8
Oklahoma City Thunder,"Abrines, Alex",36.0,40,-4.0,19.0,22,-3.0,17.0,18,-1.0,0.528,0.55,-0.022,4.0,1.8,2.2,17.5,19.1,-1.6,13.2,14.9,-1.7,11.9,15.8,-3.9,38.0,44.5,-6.5,15.2,14.3,0.9,12.0,13.0,-1.0,11.0,9.4,1.6,41.0,42.5,-1.5
Oklahoma City Thunder,"Adams, Steven",35.0,40,-5.0,18.0,22,-4.0,17.0,18,-1.0,0.514,0.55,-0.036,2.1,3.0,-0.9,16.6,21.4,-4.8,16.9,10.9,6.0,17.6,10.5,7.1,44.8,39.3,5.5,14.8,14.2,0.6,12.7,12.8,-0.1,10.4,9.2,1.2,42.7,41.1,1.6
Oklahoma City Thunder,"Anthony, Carmelo",39.0,40,-1.0,21.0,22,-1.0,18.0,18,0.0,0.538,0.55,-0.012,1.9,3.7,-1.8,19.0,17.9,1.1,15.7,11.7,4.0,16.7,10.6,6.1,44.5,38.6,5.9,14.5,14.6,-0.1,11.9,14.3,-2.4,9.6,10.4,-0.8,43.7,38.9,4.8
Oklahoma City Thunder,"Collison, Nick",8.0,40,-32.0,4.0,22,-18.0,4.0,18,-14.0,0.5,0.55,-0.05,52.8,1.3,51.5,31.7,18.3,13.4,12.0,14.4,-2.4,8.7,14.8,-6.1,45.9,42.4,3.5,9.8,14.7,-4.9,14.2,12.7,1.5,9.8,9.9,-0.1,30.6,42.3,-11.7
Oklahoma City Thunder,"Felton, Raymond",40.0,40,0.0,22.0,22,0.0,18.0,18,0.0,0.55,0.55,0.0,3.6,1.9,1.7,16.7,19.6,-2.9,11.0,16.2,-5.2,8.8,17.7,-8.9,37.7,45.1,-7.4,12.6,15.6,-3.0,14.0,12.0,2.0,8.8,10.4,-1.6,41.4,42.4,-1.0
Oklahoma City Thunder,"Ferguson, Terrance",25.0,40,-15.0,14.0,22,-8.0,11.0,18,-7.0,0.56,0.55,0.01,10.0,1.4,8.6,18.9,18.5,0.4,12.5,14.6,-2.1,14.6,14.6,0.0,40.7,42.8,-2.1,15.0,14.5,0.5,14.6,12.5,2.1,13.6,9.4,4.2,46.4,41.5,4.9
Oklahoma City Thunder,"George, Paul",37.0,40,-3.0,21.0,22,-1.0,16.0,18,-2.0,0.568,0.55,0.018,1.8,4.2,-2.4,19.7,16.1,3.6,14.2,14.8,-0.6,16.1,11.1,5.0,42.1,43.6,-1.5,14.6,14.4,0.2,13.0,12.0,1.0,9.5,10.6,-1.1,42.6,40.7,1.9
Oklahoma City Thunder,"Grant, Jerami",39.0,40,-1.0,22.0,22,0.0,17.0,18,-1.0,0.564,0.55,0.014,2.9,2.2,0.7,18.8,18.4,0.4,12.0,16.1,-4.1,10.6,17.5,-6.9,38.9,45.2,-6.3,14.5,14.6,-0.1,14.7,11.3,3.4,10.1,9.7,0.4,40.7,43.1,-2.4
Oklahoma City Thunder,"Hamilton, Daniel",2.0,40,-38.0,2.0,22,-20.0,0.0,18,-18.0,1.0,0.55,0.45,337.9,1.2,336.7,37.5,18.5,19.0,0.0,14.4,-14.4,25.0,14.6,10.4,87.5,42.3,45.2,12.5,14.6,-2.1,12.5,12.7,-0.2,6.3,9.9,-3.6,50.0,42.0,8.0
Oklahoma City Thunder,"Huestis, Josh",34.0,40,-6.0,21.0,22,-1.0,13.0,18,-5.0,0.618,0.55,0.068,5.1,1.6,3.5,15.5,19.6,-4.1,14.5,14.3,0.2,11.6,15.6,-4.0,43.6,42.2,1.4,14.4,14.6,-0.2,15.9,11.7,4.2,9.4,10.0,-0.6,41.8,42.2,-0.4
Oklahoma City Thunder,"Johnson, Dakari",18.0,40,-22.0,11.0,22,-11.0,7.0,18,-11.0,0.611,0.55,0.061,20.6,1.3,19.3,25.6,18.1,7.5,12.8,14.5,-1.7,12.8,14.7,-1.9,46.3,42.3,4.0,13.2,14.6,-1.4,5.8,13.2,-7.4,9.1,9.9,-0.8,31.4,42.8,-11.4
Oklahoma City Thunder,"Patterson, Patrick",40.0,40,0.0,22.0,22,0.0,18.0,18,0.0,0.55,0.55,0.0,4.5,1.7,2.8,16.6,19.4,-2.8,9.5,16.3,-6.8,9.2,16.8,-7.6,36.2,45.0,-8.8,13.4,15.0,-1.6,14.0,12.2,1.8,9.1,10.2,-1.1,43.3,41.6,1.7
Oklahoma City Thunder,"Roberson, Andre",34.0,40,-6.0,19.0,22,-3.0,15.0,18,-3.0,0.559,0.55,0.009,2.7,2.3,0.4,20.7,16.8,3.9,16.4,12.6,3.8,16.9,12.7,4.2,45.7,39.7,6.0,15.2,14.0,1.2,9.9,15.1,-5.2,9.9,9.8,0.1,40.0,43.9,-3.9
Oklahoma City Thunder,"Singler, Kyle",6.0,40,-34.0,3.0,22,-19.0,3.0,18,-15.0,0.5,0.55,-0.05,55.9,1.3,54.6,15.5,18.6,-3.1,7.1,14.5,-7.4,9.5,14.7,-5.2,33.4,42.7,-9.3,16.7,14.5,2.2,7.1,12.8,-5.7,15.5,9.8,5.7,31.0,42.3,-11.3
Oklahoma City Thunder,"Westbrook, Russell",40.0,40,0.0,22.0,22,0.0,18.0,18,0.0,0.55,0.55,0.0,1.6,5.3,-3.7,19.4,16.1,3.3,16.1,9.0,7.1,17.2,6.8,10.4,45.4,33.6,11.8,15.2,12.5,2.7,12.3,14.0,-1.7,9.6,10.6,-1.0,42.8,39.8,3.0
Toronto Raptors,"Anunoby, OG",38.0,38,0.0,28.0,28,0.0,10.0,10,0.0,0.737,0.737,0.0,2.8,2.2,0.6,20.6,17.9,2.7,11.8,11.3,0.5,15.1,12.9,2.2,47.4,47.8,-0.4,15.3,14.8,0.5,13.4,13.1,0.3,13.2,11.3,1.9,47.9,42.1,5.8
Toronto Raptors,"Brown, Lorenzo",8.0,38,-30.0,6.0,28,-22.0,2.0,10,-8.0,0.75,0.737,0.013,51.0,1.3,49.7,24.1,18.9,5.2,5.8,11.7,-5.9,16.4,13.8,2.6,42.5,47.8,-5.3,15.4,15.0,0.4,13.5,13.2,0.3,11.6,12.1,-0.5,44.4,44.6,-0.2
Toronto Raptors,"Caboclo, Bruno",2.0,38,-36.0,2.0,28,-26.0,0.0,10,-10.0,1.0,0.737,0.263,376.9,1.2,375.7,15.0,19.1,-4.1,30.0,11.5,18.5,15.0,13.9,1.1,75.1,47.5,27.6,0.0,15.1,-15.1,0.0,13.3,-13.3,0.0,12.2,-12.2,15.0,44.7,-29.7
Toronto Raptors,"DeRozan, DeMar",38.0,38,0.0,28.0,28,0.0,10.0,10,0.0,0.737,0.737,0.0,1.7,4.7,-3.0,17.2,24.1,-6.9,12.1,10.0,2.1,13.1,16.0,-2.9,46.7,50.2,-3.5,14.9,15.3,-0.4,12.5,15.2,-2.7,13.1,9.6,3.5,45.2,43.0,2.2
Toronto Raptors,"Ibaka, Serge",34.0,38,-4.0,24.0,28,-4.0,10.0,10,0.0,0.706,0.737,-0.031,2.3,2.7,-0.4,17.7,20.7,-3.0,11.0,12.2,-1.2,13.5,14.3,-0.8,46.6,48.8,-2.2,15.2,14.9,0.3,13.1,13.4,-0.3,13.4,10.6,2.8,44.5,44.7,-0.2
Toronto Raptors,"Lowry, Kyle",38.0,38,0.0,28.0,28,0.0,10.0,10,0.0,0.737,0.737,0.0,1.8,3.9,-2.1,17.8,21.9,-4.1,11.8,10.9,0.9,13.3,15.1,-1.8,46.3,50.5,-4.2,15.3,14.4,0.9,13.1,13.5,-0.4,12.5,11.2,1.3,44.3,45.3,-1.0
Toronto Raptors,"McKinnie, Alfonzo",9.0,38,-29.0,8.0,28,-20.0,1.0,10,-9.0,0.889,0.737,0.152,80.0,1.3,78.7,29.8,18.9,10.9,9.4,11.6,-2.2,28.2,13.6,14.6,68.9,47.3,21.6,12.5,15.1,-2.6,17.2,13.2,4.0,9.4,12.2,-2.8,47.0,44.6,2.4
Toronto Raptors,"Miles, CJ",31.0,38,-7.0,22.0,28,-6.0,9.0,10,-1.0,0.71,0.737,-0.027,3.9,1.8,2.1,18.3,19.4,-1.1,12.0,11.3,0.7,11.0,15.2,-4.2,45.1,48.8,-3.7,12.6,16.1,-3.5,13.2,13.3,-0.1,11.1,12.6,-1.5,45.1,44.4,0.7
Toronto Raptors,"Miller, Malcolm",2.0,38,-36.0,2.0,28,-26.0,0.0,10,-10.0,1.0,0.737,0.263,238.3,1.2,237.1,22.5,19.1,3.4,11.3,11.5,-0.2,22.5,13.8,8.7,67.6,47.5,20.1,11.3,15.1,-3.8,0.0,13.3,-13.3,0.0,12.2,-12.2,56.3,44.6,11.7
Toronto Raptors,"Nogueira, Lucas",22.0,38,-16.0,15.0,28,-13.0,7.0,10,-3.0,0.682,0.737,-0.055,10.1,1.4,8.7,22.0,18.6,3.4,9.4,11.8,-2.4,11.2,14.3,-3.1,44.3,48.1,-3.8,13.8,15.2,-1.4,14.8,13.0,1.8,13.0,12.0,1.0,41.5,45.1,-3.6
Toronto Raptors,"Poeltl, Jakob",38.0,38,0.0,28.0,28,0.0,10.0,10,0.0,0.737,0.737,0.0,3.4,1.9,1.5,20.7,18.1,2.6,12.6,10.9,1.7,14.5,13.5,1.0,48.7,47.0,1.7,13.7,15.8,-2.1,12.0,14.0,-2.0,10.6,12.9,-2.3,43.8,45.1,-1.3
Toronto Raptors,"Powell, Norman",33.0,38,-5.0,23.0,28,-5.0,10.0,10,0.0,0.697,0.737,-0.04,3.9,1.8,2.1,19.9,18.7,1.2,8.4,13.0,-4.6,16.2,12.8,3.4,50.2,46.5,3.7,17.4,14.0,3.4,14.0,12.9,1.1,12.0,12.2,-0.2,42.8,45.5,-2.7
Toronto Raptors,"Siakam, Pascal",37.0,38,-1.0,28.0,28,0.0,9.0,10,-1.0,0.757,0.737,0.02,3.2,2.0,1.2,20.6,18.1,2.5,11.8,11.3,0.5,15.5,12.8,2.7,50.1,46.0,4.1,15.1,15.0,0.1,12.4,13.8,-1.4,10.8,12.9,-2.1,43.4,45.4,-2.0
Toronto Raptors,"Valanciunas, Jonas",34.0,38,-4.0,26.0,28,-2.0,8.0,10,-2.0,0.765,0.737,0.028,3.1,2.0,1.1,14.8,21.8,-7.0,11.8,11.4,0.4,12.5,14.8,-2.3,46.5,48.3,-1.8,17.2,13.7,3.5,14.0,12.8,1.2,13.6,11.2,2.4,45.1,44.3,0.8
Toronto Raptors,"VanVleet, Fred",38.0,38,0.0,28.0,28,0.0,10.0,10,0.0,0.737,0.737,0.0,3.5,1.9,1.6,20.6,18.2,2.4,12.3,11.1,1.2,15.7,12.9,2.8,51.1,45.7,5.4,13.4,16.0,-2.6,14.9,12.3,2.6,9.2,13.8,-4.6,43.8,45.1,-1.3
Toronto Raptors,"Wright, Delon",26.0,38,-12.0,19.0,28,-9.0,7.0,10,-3.0,0.731,0.737,-0.006,4.1,1.8,2.3,24.3,16.8,7.5,11.2,11.7,-0.5,13.1,14.2,-1.1,48.1,47.4,0.7,15.6,14.8,0.8,13.7,13.0,0.7,11.4,12.4,-1.0,45.1,44.4,0.7
Utah Jazz,"Bradley, Tony",8.0,40,-32.0,5.0,16,-11.0,3.0,24,-21.0,0.625,0.4,0.225,88.6,1.3,87.3,21.5,17.6,3.9,17.9,10.6,7.3,0.0,9.1,-9.1,50.1,42.6,7.5,5.4,17.0,-11.6,12.5,11.7,0.8,12.5,9.2,3.3,21.5,43.7,-22.2
Utah Jazz,"Burks, Alec",39.0,40,-1.0,16.0,16,0.0,23.0,24,-1.0,0.41,0.4,0.01,3.4,2.0,1.4,16.2,18.4,-2.2,12.1,9.9,2.2,9.2,8.8,0.4,42.9,42.7,0.2,16.0,17.4,-1.4,11.6,11.7,-0.1,9.3,9.2,0.1,43.0,43.6,-0.6
