TEAM_NAME,G_ON_MADE,PLAYER_NAME,FREQUENCY_ON_MADE,PASS_ON_MADE,AST_ON_MADE,FGM_ON_MADE,FGA_ON_MADE,FG_PCT_ON_MADE,FG2M_ON_MADE,FG2A_ON_MADE,FG2_PCT_ON_MADE,FG3M_ON_MADE,FG3A_ON_MADE,FG3_PCT_ON_MADE,G_ON_RECEIVED,FREQUENCY_ON_RECEIVED,PASS_ON_RECEIVED,AST_ON_RECEIVED,FGM_ON_RECEIVED,FGA_ON_RECEIVED,FG_PCT_ON_RECEIVED,FG2M_ON_RECEIVED,FG2A_ON_RECEIVED,FG2_PCT_ON_RECEIVED,FG3M_ON_RECEIVED,FG3A_ON_RECEIVED,FG3_PCT_ON_RECEIVED
Atlanta Hawks,21.0,"Schroder, Dennis",0.182,65.9,6.43,7.48,18.81,0.397,4.57,11.29,0.405,2.9,7.52,0.386,21.0,0.232,84.0,1.48,7.57,17.43,0.434,6.48,14.14,0.458,1.1,3.29,0.333
Atlanta Hawks,23.0,"Bazemore, Kent",0.111,36.83,3.3,4.7,10.65,0.441,3.57,7.87,0.453,1.13,2.78,0.406,23.0,0.111,36.7,1.96,3.35,9.91,0.338,2.17,6.39,0.34,1.17,3.52,0.333
Atlanta Hawks,23.0,"Belinelli, Marco",0.095,31.43,2.52,3.87,8.52,0.454,2.78,5.74,0.485,1.09,2.78,0.391,23.0,0.1,32.96,3.13,3.91,10.17,0.385,1.87,5.13,0.364,2.04,5.04,0.405
Atlanta Hawks,20.0,"Collins, John",0.081,30.95,0.85,1.7,4.6,0.37,1.2,3.35,0.358,0.5,1.25,0.4,20.0,0.061,23.25,3.55,3.9,7.05,0.553,3.9,7.0,0.557,0.0,0.05,0.0
Atlanta Hawks,19.0,"Dedmon, Dewayne",0.077,30.95,1.26,2.68,6.37,0.421,1.84,4.16,0.443,0.84,2.21,0.381,19.0,0.064,25.58,3.79,4.0,7.16,0.559,3.26,5.63,0.579,0.74,1.53,0.483
Atlanta Hawks,17.0,"Delaney, Malcolm",0.069,30.76,2.0,2.76,7.71,0.359,1.94,5.35,0.363,0.82,2.35,0.35,17.0,0.072,32.24,1.18,1.71,4.82,0.354,1.06,3.0,0.353,0.65,1.82,0.355
Atlanta Hawks,23.0,"Prince, Taurean",0.093,30.7,2.26,3.83,7.65,0.5,2.74,5.48,0.5,1.09,2.17,0.5,23.0,0.099,32.91,2.87,4.39,10.96,0.401,2.7,7.0,0.385,1.7,3.96,0.429
Atlanta Hawks,13.0,"Ilyasova, Ersan",0.05,29.31,0.77,2.0,6.15,0.325,1.69,4.69,0.361,0.31,1.46,0.211,13.0,0.036,21.08,2.23,2.31,6.31,0.366,1.46,2.92,0.5,0.85,3.38,0.25
Atlanta Hawks,17.0,"Taylor, Isaiah",0.062,27.59,2.18,3.12,7.88,0.396,1.88,4.71,0.4,1.24,3.18,0.389,17.0,0.071,31.82,0.94,2.0,5.0,0.4,1.59,3.94,0.403,0.41,1.06,0.389
Atlanta Hawks,19.0,"Babbitt, Luke",0.064,25.58,0.89,2.37,5.26,0.45,1.95,3.89,0.5,0.42,1.37,0.308,19.0,0.049,19.68,2.42,2.89,5.89,0.491,1.11,2.16,0.512,1.79,3.74,0.479
Atlanta Hawks,9.0,"Muscala, Mike",0.03,25.11,0.89,1.78,4.44,0.4,1.22,3.0,0.407,0.56,1.44,0.385,9.0,0.024,20.22,1.56,1.67,5.0,0.333,1.0,2.89,0.346,0.67,2.11,0.316
Atlanta Hawks,9.0,"Bembry, DeAndre'",0.023,19.56,1.56,2.11,6.11,0.345,1.44,3.56,0.406,0.67,2.56,0.261,9.0,0.026,22.22,1.22,2.11,5.89,0.358,1.78,4.67,0.381,0.33,1.22,0.273
Atlanta Hawks,13.0,"Cavanaugh, Tyler",0.03,17.46,1.23,2.15,3.85,0.56,1.38,2.38,0.581,0.77,1.46,0.526,13.0,0.022,12.69,1.62,1.69,3.15,0.537,0.85,1.0,0.846,0.85,2.15,0.393
Atlanta Hawks,8.0,"Magette, Josh",0.016,15.0,2.13,2.63,5.88,0.447,2.0,3.63,0.552,0.63,2.25,0.278,8.0,0.017,15.75,0.0,0.5,1.63,0.308,0.38,1.25,0.3,0.13,0.38,0.333
Atlanta Hawks,8.0,"Dorsey, Tyler",0.007,6.25,0.38,0.88,2.0,0.438,0.75,1.25,0.6,0.13,0.75,0.167,8.0,0.007,7.0,0.5,0.75,2.38,0.316,0.25,0.88,0.286,0.5,1.5,0.333
Boston Celtics,22.0,"Horford, Al",0.161,53.59,5.23,8.27,17.59,0.47,5.86,12.05,0.487,2.41,5.55,0.434,22.0,0.14,46.55,3.86,5.14,10.27,0.5,3.77,7.14,0.529,1.36,3.14,0.435
Boston Celtics,23.0,"Irving, Kyrie",0.157,49.78,4.83,5.74,13.35,0.43,3.74,8.22,0.455,2.0,5.13,0.39,23.0,0.202,64.17,3.09,8.04,17.87,0.45,6.13,12.39,0.495,1.91,5.48,0.349
Boston Celtics,22.0,"Smart, Marcus",0.139,46.32,5.45,7.0,15.18,0.461,4.68,9.86,0.475,2.32,5.32,0.436,22.0,0.15,49.77,1.41,2.82,9.18,0.307,1.55,4.82,0.321,1.27,4.36,0.292
Boston Celtics,24.0,"Rozier, Terry",0.117,35.54,2.0,3.29,9.75,0.338,2.33,5.83,0.4,0.96,3.92,0.245,24.0,0.125,38.0,1.42,2.75,7.79,0.353,1.33,3.67,0.364,1.42,4.13,0.343
Boston Celtics,14.0,"Morris, Marcus",0.063,32.71,1.36,2.57,5.93,0.434,1.86,4.07,0.456,0.71,1.86,0.385,14.0,0.055,28.86,2.86,4.21,10.71,0.393,2.93,7.21,0.406,1.29,3.5,0.367
Boston Celtics,24.0,"Tatum, Jayson",0.09,27.58,1.38,2.88,6.79,0.423,2.08,4.5,0.463,0.79,2.29,0.345,24.0,0.082,25.0,3.42,4.29,9.42,0.456,2.67,6.33,0.421,1.63,3.08,0.527
Boston Celtics,22.0,"Brown, Jaylen",0.068,22.68,1.32,2.18,5.86,0.372,1.36,4.0,0.341,0.82,1.86,0.439,22.0,0.071,23.45,3.91,4.73,11.41,0.414,3.05,7.09,0.429,1.68,4.32,0.389
Boston Celtics,24.0,"Baynes, Aron",0.064,19.58,1.0,1.54,4.96,0.311,1.0,2.92,0.343,0.54,2.04,0.265,24.0,0.058,17.63,1.63,1.83,4.17,0.44,1.83,4.04,0.454,0.0,0.13,0.0
Boston Celtics,22.0,"Theis, Daniel",0.047,15.77,0.5,1.36,3.23,0.423,0.95,2.05,0.467,0.41,1.18,0.346,22.0,0.038,12.5,1.45,1.64,3.0,0.545,1.5,2.36,0.635,0.14,0.64,0.214
Boston Celtics,23.0,"Ojeleye, Semi",0.048,15.17,0.22,0.78,2.57,0.305,0.57,1.7,0.333,0.22,0.87,0.25,23.0,0.032,10.04,0.78,0.87,2.7,0.323,0.22,0.7,0.313,0.65,2.0,0.326
Boston Celtics,16.0,"Larkin, Shane",0.025,11.5,1.13,1.44,3.19,0.451,0.88,1.69,0.519,0.56,1.5,0.375,16.0,0.029,13.44,0.63,1.0,3.38,0.296,0.5,2.0,0.25,0.5,1.38,0.364
Boston Celtics,8.0,"Yabusele, Guerschon",0.01,9.0,0.5,0.88,2.63,0.333,0.38,1.25,0.3,0.5,1.38,0.364,8.0,0.009,8.0,0.63,0.63,1.88,0.333,0.25,0.75,0.333,0.38,1.13,0.333
Boston Celtics,11.0,"Nader, Abdel",0.009,6.0,0.27,0.55,1.45,0.375,0.36,0.55,0.667,0.18,0.91,0.2,12.0,0.009,5.75,0.5,0.58,1.67,0.35,0.33,0.92,0.364,0.25,0.75,0.333
Cleveland Cavaliers,25.0,"James, LeBron",0.203,58.44,8.44,9.76,24.64,0.396,5.48,12.64,0.434,4.28,12.0,0.357,25.0,0.249,71.56,3.24,8.92,16.16,0.552,7.08,11.92,0.594,1.84,4.24,0.434
Cleveland Cavaliers,7.0,"Rose, Derrick",0.037,38.14,1.86,3.14,7.57,0.415,2.43,4.86,0.5,0.71,2.71,0.263,7.0,0.047,48.14,1.86,5.14,12.71,0.404,4.71,10.86,0.434,0.43,1.86,0.231
Cleveland Cavaliers,25.0,"Love, Kevin",0.127,36.6,1.8,3.68,8.6,0.428,2.64,5.76,0.458,1.04,2.84,0.366,25.0,0.103,29.6,4.52,5.44,12.92,0.421,3.6,7.88,0.457,1.84,5.04,0.365
Cleveland Cavaliers,24.0,"Wade, Dwyane",0.111,33.21,3.71,4.92,10.75,0.457,3.17,5.83,0.543,1.75,4.92,0.356,24.0,0.126,37.83,1.46,3.92,9.58,0.409,3.54,8.46,0.419,0.38,1.13,0.333
Cleveland Cavaliers,25.0,"Crowder, Jae",0.102,29.32,1.04,2.44,4.92,0.496,1.68,3.16,0.532,0.76,1.76,0.432,25.0,0.081,23.24,2.36,2.44,7.32,0.333,1.28,3.6,0.356,1.16,3.72,0.312
Cleveland Cavaliers,25.0,"Smith, JR",0.094,27.0,2.16,3.84,7.2,0.533,2.96,5.12,0.578,0.88,2.08,0.423,25.0,0.093,26.84,2.08,2.88,7.6,0.379,1.0,2.08,0.481,1.88,5.52,0.341
Cleveland Cavaliers,16.0,"Calderon, Jose",0.057,25.56,1.44,2.13,6.06,0.351,1.13,3.56,0.316,1.0,2.5,0.4,16.0,0.057,25.44,0.44,0.81,2.25,0.361,0.38,1.06,0.353,0.44,1.19,0.368
Cleveland Cavaliers,13.0,"Shumpert, Iman",0.043,23.85,1.31,2.54,5.15,0.493,1.77,3.77,0.469,0.77,1.38,0.556,13.0,0.039,21.77,0.77,1.54,4.38,0.351,1.0,2.46,0.406,0.54,1.92,0.28
Cleveland Cavaliers,25.0,"Green, Jeff",0.079,22.72,1.52,2.68,5.32,0.504,1.88,3.24,0.58,0.8,2.08,0.385,25.0,0.078,22.32,2.56,3.4,7.32,0.464,2.84,5.6,0.507,0.56,1.72,0.326
Cleveland Cavaliers,22.0,"Frye, Channing",0.059,19.23,1.0,2.23,4.77,0.467,1.73,3.36,0.514,0.5,1.41,0.355,21.0,0.04,13.62,1.67,1.81,3.67,0.494,1.1,1.62,0.676,0.71,2.05,0.349
Cleveland Cavaliers,25.0,"Korver, Kyle",0.045,13.08,1.0,1.76,3.88,0.454,1.48,2.76,0.536,0.28,1.12,0.25,25.0,0.061,17.4,3.32,3.44,7.28,0.473,0.88,1.44,0.611,2.56,5.84,0.438
Cleveland Cavaliers,13.0,"Osman, Cedi",0.013,7.46,0.31,0.77,1.54,0.5,0.38,0.85,0.455,0.38,0.69,0.556,13.0,0.01,5.31,0.46,0.62,1.38,0.444,0.38,0.62,0.625,0.23,0.77,0.3
Cleveland Cavaliers,3.0,"Holland, John",0.002,4.33,0.0,0.0,1.33,0.0,0.0,0.67,0.0,0.0,0.67,0.0,3.0,0.002,5.33,0.33,0.33,1.33,0.25,0.0,0.67,0.0,0.33,0.67,0.5
New Orleans Pelicans,25.0,"Cousins, DeMarcus",0.185,58.4,5.08,6.76,15.08,0.448,5.0,9.72,0.514,1.76,5.36,0.328,25.0,0.193,61.04,4.72,7.36,19.24,0.383,5.16,12.56,0.411,2.2,6.68,0.329
New Orleans Pelicans,25.0,"Holiday, Jrue",0.18,56.84,5.6,7.24,16.04,0.451,4.8,10.0,0.48,2.44,6.04,0.404,25.0,0.199,62.76,3.36,6.2,13.92,0.445,4.96,9.4,0.528,1.24,4.52,0.274
New Orleans Pelicans,12.0,"Rondo, Rajon",0.078,51.25,7.08,9.0,19.42,0.464,6.5,13.0,0.5,2.5,6.42,0.39,12.0,0.076,49.75,1.0,2.75,6.17,0.446,2.17,4.08,0.531,0.58,2.08,0.28
New Orleans Pelicans,23.0,"Nelson, Jameer",0.148,50.78,4.13,6.3,15.22,0.414,4.48,9.57,0.468,1.83,5.65,0.323,23.0,0.145,49.83,1.13,2.09,4.87,0.429,1.04,2.3,0.453,1.04,2.57,0.407
New Orleans Pelicans,21.0,"Davis, Anthony",0.115,43.33,2.62,3.71,8.48,0.438,2.76,5.81,0.475,0.95,2.67,0.357,21.0,0.111,41.71,6.05,7.57,16.24,0.466,6.9,14.38,0.48,0.67,1.86,0.359
New Orleans Pelicans,2.0,"Crawford, Jordan",0.009,35.0,4.5,6.0,10.5,0.571,2.0,4.5,0.444,4.0,6.0,0.667,2.0,0.01,38.5,2.0,3.5,7.0,0.5,1.5,4.5,0.333,2.0,2.5,0.8
New Orleans Pelicans,25.0,"Moore, E'Twaun",0.092,29.04,2.0,3.32,8.56,0.388,2.28,5.56,0.41,1.04,3.0,0.347,25.0,0.1,31.56,3.96,4.76,9.12,0.522,2.96,5.2,0.569,1.8,3.92,0.459
New Orleans Pelicans,25.0,"Cunningham, Dante",0.066,20.72,0.64,1.36,3.28,0.415,0.88,2.28,0.386,0.48,1.0,0.48,25.0,0.045,14.24,1.8,1.84,4.76,0.387,1.0,2.0,0.5,0.84,2.76,0.304
New Orleans Pelicans,24.0,"Miller, Darius",0.044,14.63,1.13,1.46,3.42,0.427,0.96,2.04,0.469,0.5,1.38,0.364,25.0,0.047,14.72,2.12,2.56,5.4,0.474,0.6,1.24,0.484,1.96,4.16,0.471
New Orleans Pelicans,21.0,"Clark, Ian",0.032,12.19,1.33,1.81,3.76,0.481,1.43,2.62,0.545,0.38,1.14,0.333,21.0,0.037,13.95,1.14,1.52,4.29,0.356,0.86,2.05,0.419,0.67,2.24,0.298
New Orleans Pelicans,21.0,"Allen, Tony",0.024,9.0,0.43,0.67,1.33,0.5,0.57,1.0,0.571,0.1,0.33,0.286,21.0,0.021,7.9,1.52,1.76,4.0,0.44,1.57,3.43,0.458,0.19,0.57,0.333
New Orleans Pelicans,3.0,"Jones, Jalen",0.002,4.33,0.0,0.0,1.0,0.0,0.0,0.67,0.0,0.0,0.33,0.0,3.0,0.001,3.67,0.33,0.33,1.33,0.25,0.0,1.0,0.0,0.33,0.33,1.0
New Orleans Pelicans,2.0,"Cooke, Charles",0.001,3.0,0.5,0.5,1.5,0.333,0.0,0.5,0.0,0.5,1.0,0.5,2.0,0.001,4.5,0.0,0.5,2.0,0.25,0.5,1.0,0.5,0.0,1.0,0.0
Chicago Bulls,23.0,"Markkanen, Lauri",0.195,61.65,1.39,3.7,9.78,0.378,2.39,6.39,0.374,1.3,3.39,0.385,23.0,0.131,41.39,3.7,4.65,12.87,0.361,2.48,6.04,0.41,2.17,6.83,0.318
Chicago Bulls,19.0,"Dunn, Kris",0.139,53.42,4.58,6.21,15.74,0.395,3.89,9.32,0.418,2.32,6.42,0.361,19.0,0.159,60.84,1.47,4.47,10.42,0.429,3.42,8.11,0.422,1.05,2.32,0.455
Chicago Bulls,23.0,"Grant, Jerian",0.148,47.0,4.78,5.87,14.74,0.398,4.09,9.04,0.452,1.78,5.7,0.313,23.0,0.162,51.22,0.91,2.83,7.35,0.385,2.13,4.87,0.438,0.7,2.48,0.281
Chicago Bulls,14.0,"Portis, Bobby",0.072,37.29,1.71,3.21,7.0,0.459,2.29,5.0,0.457,0.93,2.0,0.464,14.0,0.051,26.64,2.86,3.71,9.64,0.385,2.57,6.36,0.404,1.14,3.29,0.348
Chicago Bulls,23.0,"Valentine, Denzel",0.102,32.22,3.09,3.96,11.09,0.357,2.65,6.83,0.389,1.3,4.26,0.306,23.0,0.109,34.7,2.35,3.61,9.26,0.39,1.43,4.04,0.355,2.17,5.22,0.417
Chicago Bulls,23.0,"Lopez, Robin",0.085,26.96,2.13,3.3,8.39,0.394,2.22,4.91,0.451,1.09,3.48,0.313,23.0,0.102,32.48,4.04,4.87,10.3,0.473,4.78,9.96,0.48,0.09,0.35,0.25
Chicago Bulls,19.0,"Zipser, Paul",0.07,26.84,1.11,1.95,5.84,0.333,1.32,3.32,0.397,0.63,2.53,0.25,19.0,0.053,20.21,1.16,1.68,5.37,0.314,1.11,3.11,0.356,0.58,2.26,0.256
Chicago Bulls,22.0,"Holiday, Justin",0.07,23.23,1.95,2.86,7.36,0.389,2.23,5.14,0.434,0.64,2.23,0.286,22.0,0.099,32.68,4.0,4.64,12.95,0.358,2.0,5.41,0.37,2.64,7.55,0.349
Chicago Bulls,12.0,"Felder, Kay",0.029,17.83,1.75,2.08,4.75,0.439,1.5,2.92,0.514,0.58,1.83,0.318,12.0,0.038,23.08,0.58,1.58,5.5,0.288,1.25,4.08,0.306,0.33,1.42,0.235
Chicago Bulls,11.0,"Nwaba, David",0.02,13.0,1.45,1.91,4.55,0.42,1.18,3.09,0.382,0.73,1.45,0.5,11.0,0.02,13.45,1.09,1.91,4.73,0.404,1.73,4.09,0.422,0.18,0.64,0.286
Chicago Bulls,15.0,"Pondexter, Quincy",0.025,12.2,0.4,0.93,2.8,0.333,0.73,1.93,0.379,0.2,0.87,0.231,15.0,0.021,10.13,0.67,0.87,2.93,0.295,0.67,1.73,0.385,0.2,1.2,0.167
Chicago Bulls,10.0,"Blakeney, Antonio",0.009,6.9,0.6,1.0,2.3,0.435,0.6,1.3,0.462,0.4,1.0,0.4,11.0,0.02,13.18,1.09,2.45,7.0,0.351,1.73,4.27,0.404,0.73,2.73,0.267
Dallas Mavericks,23.0,"Smith Jr., Dennis",0.16,51.96,4.09,6.0,15.87,0.378,3.52,8.91,0.395,2.48,6.96,0.356,23.0,0.188,61.22,1.7,4.96,13.78,0.36,3.57,9.22,0.387,1.39,4.57,0.305
Dallas Mavericks,25.0,"Barea, J.J.",0.152,45.48,5.36,6.84,15.12,0.452,5.36,11.04,0.486,1.48,4.08,0.363,25.0,0.175,52.48,1.92,3.84,9.6,0.4,2.04,4.88,0.418,1.8,4.72,0.381
Dallas Mavericks,25.0,"Barnes, Harrison",0.136,40.6,2.04,3.2,8.36,0.383,1.76,4.64,0.379,1.44,3.72,0.387,25.0,0.121,36.12,3.12,5.96,15.52,0.384,4.88,12.2,0.4,1.08,3.32,0.325
Dallas Mavericks,25.0,"Matthews, Wesley",0.106,31.84,2.72,4.04,10.08,0.401,2.8,6.76,0.414,1.24,3.32,0.373,25.0,0.119,35.56,2.88,3.8,10.32,0.368,1.32,4.28,0.308,2.48,6.04,0.411
Dallas Mavericks,25.0,"Nowitzki, Dirk",0.105,31.32,1.8,3.64,8.12,0.448,2.32,5.2,0.446,1.32,2.92,0.452,25.0,0.092,27.64,3.64,4.12,9.4,0.438,2.6,5.8,0.448,1.52,3.6,0.422
Dallas Mavericks,25.0,"Ferrell, Yogi",0.104,31.04,1.92,3.36,10.08,0.333,2.32,6.04,0.384,1.04,4.04,0.257,25.0,0.111,33.16,1.52,2.8,7.44,0.376,1.52,4.0,0.38,1.28,3.44,0.372
Dallas Mavericks,24.0,"Powell, Dwight",0.071,22.25,1.0,1.79,5.13,0.35,1.25,3.29,0.38,0.54,1.83,0.295,24.0,0.049,15.42,1.96,2.08,4.75,0.439,1.75,3.29,0.532,0.33,1.46,0.229
Dallas Mavericks,19.0,"Harris, Devin",0.051,19.89,1.89,2.32,4.95,0.468,1.16,2.47,0.468,1.16,2.47,0.468,19.0,0.059,23.26,1.89,2.79,7.47,0.373,1.84,4.84,0.38,0.95,2.63,0.36
Dallas Mavericks,20.0,"Mejri, Salah",0.038,14.1,0.45,1.05,3.0,0.35,0.75,1.55,0.484,0.3,1.45,0.207,20.0,0.019,7.15,0.95,1.0,1.65,0.606,1.0,1.55,0.645,0.0,0.1,0.0
Dallas Mavericks,19.0,"Kleber, Maxi",0.029,11.32,0.47,1.21,3.0,0.404,0.63,1.95,0.324,0.58,1.05,0.55,19.0,0.024,9.53,1.32,1.68,3.32,0.508,1.32,2.05,0.641,0.37,1.26,0.292
Dallas Mavericks,8.0,"Finney-Smith, Dorian",0.009,8.88,0.63,0.88,2.75,0.318,0.5,1.75,0.286,0.38,1.0,0.375,8.0,0.009,8.5,1.13,1.13,2.5,0.45,0.5,0.88,0.571,0.63,1.63,0.385
Dallas Mavericks,7.0,"Clavell, Gian",0.006,6.43,0.43,0.71,2.29,0.313,0.14,1.29,0.111,0.57,1.0,0.571,7.0,0.007,7.43,0.86,0.86,2.57,0.333,0.0,0.57,0.0,0.86,2.0,0.429
Dallas Mavericks,8.0,"Withey, Jeff",0.005,4.38,0.0,0.38,0.75,0.5,0.38,0.5,0.75,0.0,0.25,0.0,8.0,0.005,4.38,0.5,0.5,1.75,0.286,0.25,0.63,0.4,0.25,1.13,0.222
Denver Nuggets,21.0,"Jokic, Nikola",0.18,61.38,4.43,7.14,16.81,0.425,5.62,11.86,0.474,1.52,4.95,0.308,21.0,0.13,44.29,3.52,4.81,10.48,0.459,3.48,7.24,0.48,1.33,3.24,0.412
Denver Nuggets,24.0,"Murray, Jamal",0.15,44.83,2.54,4.04,10.42,0.388,3.08,6.75,0.457,0.96,3.67,0.261,24.0,0.179,53.5,2.13,4.79,12.0,0.399,3.46,7.63,0.454,1.33,4.38,0.305
Denver Nuggets,24.0,"Barton, Will",0.121,36.17,2.83,4.04,12.0,0.337,3.08,7.88,0.392,0.96,4.13,0.232,24.0,0.131,39.08,2.96,4.71,11.38,0.414,2.67,6.42,0.416,2.04,4.96,0.412
Denver Nuggets,24.0,"Mudiay, Emmanuel",0.121,36.17,3.29,4.46,10.08,0.442,3.0,6.67,0.45,1.46,3.42,0.427,24.0,0.147,44.08,1.54,3.17,9.0,0.352,2.13,6.33,0.336,1.04,2.67,0.391
Denver Nuggets,16.0,"Millsap, Paul",0.076,34.25,3.13,4.13,8.5,0.485,2.5,4.88,0.513,1.63,3.63,0.448,16.0,0.078,35.06,3.19,5.06,12.75,0.397,3.88,9.06,0.428,1.19,3.69,0.322
Denver Nuggets,20.0,"Chandler, Wilson",0.073,26.25,2.5,3.75,7.75,0.484,2.2,4.3,0.512,1.55,3.45,0.449,20.0,0.069,24.6,1.75,2.8,7.75,0.361,1.9,4.7,0.404,0.9,3.05,0.295
Denver Nuggets,22.0,"Harris, Gary",0.075,24.59,2.77,4.05,9.32,0.434,2.82,6.41,0.44,1.23,2.91,0.422,22.0,0.103,33.64,4.0,5.05,11.5,0.439,2.73,5.77,0.472,2.32,5.73,0.405
Denver Nuggets,23.0,"Plumlee, Mason",0.07,21.7,1.78,2.43,5.52,0.441,1.48,3.3,0.447,0.96,2.22,0.431,24.0,0.057,17.0,1.83,2.25,4.42,0.509,2.25,4.38,0.514,0.0,0.04,0.0
Denver Nuggets,19.0,"Lyles, Trey",0.045,16.84,0.58,1.47,4.16,0.354,0.84,2.68,0.314,0.63,1.47,0.429,17.0,0.031,13.29,1.53,2.12,4.53,0.468,1.35,2.88,0.469,0.76,1.65,0.464
Denver Nuggets,21.0,"Faried, Kenneth",0.04,13.76,0.43,0.67,2.71,0.246,0.48,2.0,0.238,0.19,0.71,0.267,20.0,0.03,10.7,1.85,2.25,4.4,0.511,2.25,4.35,0.517,0.0,0.05,0.0
Denver Nuggets,13.0,"Hernangomez, Juan",0.025,13.69,0.54,1.77,3.46,0.511,1.15,2.23,0.517,0.62,1.23,0.5,13.0,0.019,10.38,1.08,1.15,2.92,0.395,0.31,0.54,0.571,0.85,2.38,0.355
Denver Nuggets,3.0,"Arthur, Darrell",0.004,8.67,0.33,1.33,2.67,0.5,1.33,2.33,0.571,0.0,0.33,0.0,3.0,0.003,6.67,0.33,0.33,2.33,0.143,0.33,1.0,0.333,0.0,1.33,0.0
Denver Nuggets,19.0,"Beasley, Malik",0.015,5.53,0.53,0.74,1.74,0.424,0.32,1.11,0.286,0.42,0.63,0.667,19.0,0.018,6.79,0.89,1.11,2.95,0.375,0.63,1.63,0.387,0.47,1.32,0.36
Denver Nuggets,8.0,"Jefferson, Richard",0.005,4.5,0.88,1.13,1.88,0.6,0.5,0.63,0.8,0.63,1.25,0.5,7.0,0.005,5.14,0.29,0.57,2.0,0.286,0.43,1.29,0.333,0.14,0.71,0.2
Golden State Warriors,24.0,"Green, Draymond",0.176,61.17,7.13,9.38,18.88,0.497,6.54,12.33,0.53,2.83,6.54,0.433,24.0,0.142,49.29,2.79,3.25,8.08,0.402,2.04,4.63,0.441,1.21,3.46,0.349
Golden State Warriors,23.0,"Curry, Stephen",0.151,54.91,6.26,7.39,15.43,0.479,5.04,10.22,0.494,2.35,5.22,0.45,23.0,0.179,65.0,4.17,7.87,17.61,0.447,4.48,8.57,0.523,3.39,9.04,0.375
Golden State Warriors,21.0,"Durant, Kevin",0.099,39.24,5.05,6.57,12.38,0.531,4.43,7.52,0.589,2.14,4.86,0.441,21.0,0.119,47.43,5.29,8.62,17.71,0.487,6.38,12.05,0.53,2.24,5.67,0.395
Golden State Warriors,22.0,"Iguodala, Andre",0.096,36.59,2.86,3.77,9.36,0.403,2.77,6.0,0.462,1.0,3.36,0.297,22.0,0.086,32.86,1.55,1.91,4.73,0.404,1.45,2.95,0.492,0.45,1.77,0.256
Golden State Warriors,3.0,"Cook, Quinn",0.01,28.67,2.67,3.67,7.33,0.5,1.67,3.67,0.455,2.0,3.67,0.545,4.0,0.01,21.75,1.0,1.25,2.75,0.455,0.75,1.25,0.6,0.5,1.5,0.333
Golden State Warriors,26.0,"Thompson, Klay",0.088,28.27,2.46,3.15,6.69,0.471,2.35,4.69,0.5,0.81,2.0,0.404,26.0,0.128,41.04,6.62,7.77,15.77,0.493,4.35,8.62,0.504,3.42,7.15,0.478
Golden State Warriors,23.0,"Livingston, Shaun",0.066,24.04,1.87,2.74,6.09,0.45,1.91,3.87,0.494,0.83,2.22,0.373,23.0,0.065,23.7,1.17,1.96,4.04,0.484,1.96,4.0,0.489,0.0,0.04,0.0
Golden State Warriors,22.0,"Casspi, Omri",0.048,18.32,0.95,1.59,3.95,0.402,1.18,2.32,0.51,0.41,1.64,0.25,22.0,0.038,14.27,1.77,2.09,4.05,0.517,1.77,3.55,0.5,0.32,0.5,0.636
Golden State Warriors,24.0,"West, David",0.048,16.58,1.67,2.13,5.0,0.425,1.75,3.67,0.477,0.38,1.33,0.281,24.0,0.046,16.04,2.04,2.46,4.25,0.578,2.33,4.0,0.583,0.13,0.25,0.5
Golden State Warriors,22.0,"McCaw, Patrick",0.042,15.77,1.64,2.09,3.73,0.561,1.36,2.14,0.638,0.73,1.59,0.457,22.0,0.042,15.86,1.23,1.36,3.05,0.448,0.77,1.59,0.486,0.59,1.45,0.406
Golden State Warriors,24.0,"Young, Nick",0.028,9.88,0.54,0.75,2.04,0.367,0.42,1.21,0.345,0.33,0.83,0.4,25.0,0.038,12.8,1.72,2.16,5.08,0.425,0.6,1.32,0.455,1.56,3.76,0.415
Golden State Warriors,23.0,"McGee, JaVale",0.019,6.74,0.57,0.83,1.26,0.655,0.52,0.7,0.75,0.3,0.57,0.538,23.0,0.015,5.3,1.26,1.39,2.39,0.582,1.39,2.3,0.604,0.0,0.09,0.0
Houston Rockets,23.0,"Harden, James",0.209,56.04,9.39,10.74,23.43,0.458,6.35,11.7,0.543,4.39,11.74,0.374,23.0,0.298,80.04,2.13,8.57,21.43,0.4,4.52,10.74,0.421,4.04,10.7,0.378
Houston Rockets,9.0,"Paul, Chris",0.074,50.56,10.0,11.78,22.0,0.535,5.67,10.22,0.554,6.11,11.78,0.519,9.0,0.081,55.33,0.78,4.11,9.78,0.42,2.11,4.89,0.432,2.0,4.89,0.409
Houston Rockets,23.0,"Capela, Clint",0.146,39.22,1.22,3.43,9.39,0.366,1.83,4.7,0.389,1.61,4.7,0.343,23.0,0.087,23.26,4.52,4.83,8.22,0.587,4.83,8.17,0.59,0.0,0.04,0.0
Houston Rockets,21.0,"Ariza, Trevor",0.096,28.29,2.0,3.24,8.71,0.372,1.86,4.19,0.443,1.38,4.52,0.305,21.0,0.081,23.9,3.05,3.48,8.38,0.415,0.95,1.81,0.526,2.52,6.57,0.384
